Accession,suppdata_id,pi0,Type
GSE87706,GSE87706_SM_vs_RODI.txt.gz,0.270793,anti-conservative
GSE87824,GSE87824_processed_data.xlsx,0.806842,bimodal
GSE87862,GSE87862_gene_exp.diff.gz,0.987238,conservative
GSE87890,GSE87890_vgat1_csv.csv.gz,0.999570,conservative
GSE87890,GSE87890_vgat2_csv.csv.gz,0.999415,conservative
GSE87890,GSE87890_vglut1_csv.csv.gz,0.999014,conservative
GSE87890,GSE87890_vglut2_csv.csv.gz,0.999179,conservative
GSE87890,GSE87890_vglut3_csv.csv.gz,0.999415,conservative
GSE88700,GSE88700_gene_exp.diff.gz,0.987985,conservative
GSE89004,GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,0.443015,anti-conservative
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.763851,spiky
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.928923,bimodal
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.929639,spiky
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.837792,spiky
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,0.999083,conservative
GSE89168,GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz,0.999698,conservative
GSE89364,GSE89364_mav_RNASeq_exp_deqiangs.xlsx,0.999942,conservative
GSE89572,GSE89572_24h_DEGs.txt.gz,0.999999,conservative
GSE89572,GSE89572_2h_DEGs.txt.gz,0.999537,conservative
GSE89572,GSE89572_7d_DEGs.txt.gz,0.999157,conservative
GSE89773,GSE89773_combined_expression_table.txt.gz,0.410293,anti-conservative
GSE89773,GSE89773_combined_expression_table.txt.gz,0.495430,anti-conservative
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,0.999939,conservative
GSE90876,GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz,0.999793,conservative
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,0.687360,anti-conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rb_24v36.txt.gz,0.999946,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rb_24v48.txt.gz,0.999926,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rb_36v48.txt.gz,0.999822,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_24.txt.gz,0.999967,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_36.txt.gz,0.999857,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_48.txt.gz,0.999939,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_Global.txt.gz,0.998452,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rv_24v36.txt.gz,0.999905,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rv_24v48.txt.gz,0.999947,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rv_36v48.txt.gz,0.999867,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sb_24v36.txt.gz,0.999953,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sb_24v48.txt.gz,0.999985,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sb_36v48.txt.gz,0.999985,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_24.txt.gz,0.999932,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_36.txt.gz,0.999803,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_48.txt.gz,0.999806,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_Global.txt.gz,0.999601,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sv_24v36.txt.gz,0.999899,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sv_24v48.txt.gz,0.999831,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sv_36v48.txt.gz,0.999946,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_24.txt.gz,0.999924,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_36.txt.gz,0.999805,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_48.txt.gz,0.999860,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_Global.txt.gz,0.999557,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_24v36.txt.gz,0.999996,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_24v48.txt.gz,0.999998,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_36v48.txt.gz,0.999994,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_24.txt.gz,0.999998,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_36.txt.gz,0.999989,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_48.txt.gz,0.999998,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_Global.txt.gz,0.999941,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_24v36.txt.gz,0.999993,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_24v48.txt.gz,0.999998,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_36v48.txt.gz,0.999998,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_24v36.txt.gz,0.999995,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_24v48.txt.gz,1.000000,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_36v48.txt.gz,1.000000,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_24.txt.gz,0.999994,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_36.txt.gz,0.999987,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_48.txt.gz,0.999987,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_Global.txt.gz,0.999976,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_24v36.txt.gz,0.999989,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_24v48.txt.gz,0.999986,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_36v48.txt.gz,0.999996,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_24.txt.gz,0.999992,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_36.txt.gz,0.999987,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_48.txt.gz,0.999984,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_Global.txt.gz,0.999972,conservative
GSE90977,GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-120 dpi,0.056786,anti-conservative
GSE90977,GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-180 dpi,0.103408,anti-conservative
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,0.536526,anti-conservative
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,0.816699,anti-conservative
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,0.983821,bimodal
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,0.983821,bimodal
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,0.983821,bimodal
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,0.983821,bimodal
GSE91060,GSE91060_E11_vs._E16.xls.gz,0.873971,bimodal
GSE91060,GSE91060_E11_vs._P1.xlsx,0.822296,bimodal
GSE91060,GSE91060_E16_vs._P1.xlsx,0.945677,bimodal
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,0.999616,conservative
GSE91075,GSE91075_gene_exp_WT2_KO2.txt.gz,0.999697,conservative
GSE92246,GSE92246_gene_exp.diff.gz,0.984964,bimodal
GSE92874,GSE92874_RNA.txt.gz,0.973066,bimodal
GSE92989,GSE92989_Drought_2_days.txt.gz,0.825549,conservative
GSE92989,GSE92989_Drought_3_days.txt.gz,0.982985,conservative
GSE93206,GSE93206_Processed_data_files.xlsx,1.000000,conservative
GSE93206,GSE93206_Processed_data_files.xlsx,0.986960,spiky
GSE93280,GSE93280_gene_exp.diff.gz,0.999991,conservative
GSE93280,GSE93280_isoform_exp.diff.gz,1.000000,conservative
GSE93339,GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,0.989526,conservative
GSE93620,GSE93620_gene_exp.diff.gz,0.999992,conservative
GSE93866,GSE93866_IDOE_GENE_EXPRESSION.xlsx,0.975308,conservative
GSE94120,GSE94120_K562pos_rel_abundance_1x1.txt.gz,0.999996,conservative
GSE94120,GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,0.999984,conservative
GSE94120,GSE94120_U2OS-PcTF_rel_abundance_1x3.txt.gz,0.882165,bimodal
GSE94120,GSE94120_U2OSpos_rel_abundance_1x1.txt.gz,0.999971,conservative
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,0.953857,anti-conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_genes_diff.tsv.gz,1.000000,conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_PPC_genes_diff.tsv.gz,0.996135,conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz,1.000000,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,0.999998,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,0.998012,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,0.998373,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_4hpi.txt.gz,1.000000,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_8hpi.txt.gz,0.999999,conservative
GSE94843,GSE94843_cuffdiff_mock_vs_lox.txt.gz,0.959385,conservative
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,0.980777,conservative
GSE94967,GSE94967_cds_exp.diff_A_B_CDS.diff.gz,0.999731,conservative
GSE94967,GSE94967_gene_exp.diff_A_B_GENE.diff.gz,0.999566,conservative
GSE94967,GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz,0.999840,conservative
GSE94967,GSE94967_tss_group_exp.diff_A_B_TSS.diff.gz,0.999713,conservative
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J,0.997831,other
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J,0.997831,other
GSE95234,GSE95234_IPInputFPKM.xlsx,0.966896,conservative
GSE95481,GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,0.975272,conservative
GSE95481,GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz,0.977586,conservative
GSE95679,GSE95679_Mishima_2017_Dcp2.txt.gz,0.961380,conservative
GSE95850,GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz,0.998100,other
GSE96072,GSE96072_Galaxy106-_Cuffdiff_on_data_40__data_39__and_others_transcript_differential_expression_testing_.tabular.txt.gz,0.917134,bimodal
GSE96072,GSE96072_Galaxy24-_Cuffdiff_on_data_7__data_6__and_others_transcript_differential_expression_testing_.tabular.txt.gz,0.788228,bimodal
GSE96072,GSE96072_Galaxy55-_Cuffdiff_on_data_2__data_4__and_others_transcript_differential_expression_testing_.tabular.txt.gz,0.705454,bimodal
GSE96814,GSE96814_Deseq_TotRNA.xlsx-sheet-Feuil1,0.999395,other
GSE96814,GSE96814_Deseq2_MS2RsaA.xlsx-sheet-Feuil1,0.999783,other
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,0.251443,anti-conservative
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,0.409036,anti-conservative
GSE97129,GSE97129_Can_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.834764,bimodal
GSE97129,GSE97129_CG9879_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.999260,conservative
GSE97129,GSE97129_Comr_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.834955,bimodal
GSE97129,GSE97129_Mip40_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.822839,bimodal
GSE97256,GSE97256_Y1differentialGenes.tab.gz,0.998119,conservative
GSE97258,GSE97258_differential_expression.xls.gz-sheet-Sheet1,0.946941,bimodal
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PM vs WT,1.000000,other
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs PM,1.000000,other
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs WT,1.000000,other
GSE98526,GSE98526_A1_vs_UA159T5.txt.gz,0.799125,anti-conservative
GSE98526,GSE98526_A12_vs_UA159T5.txt.gz,0.578836,anti-conservative
GSE98526,GSE98526_A2_vs_UA159T5.txt.gz,0.999808,other
GSE98526,GSE98526_UA159T5_vs_UA159T0.txt.gz,0.934276,anti-conservative
GSE98541,GSE98541_RPE1_diff_expression_WT_SAFA.xlsx,0.999329,conservative
GSE98650,GSE98650_mb1_hdac3_cuffdiff_out.txt.gz,0.989972,conservative
GSE98739,GSE98739_Q111SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,0.921840,conservative
GSE98739,GSE98739_Q7SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,0.804335,conservative
GSE98739,GSE98739_Q7SST_vs_Q111SST_DEGs_with_fpkm.diff.gz,0.816307,conservative
GSE98869,GSE98869_diffexp.tsv.gz,0.781561,spiky
GSE98875,GSE98875_Diff.summary.xlsx-sheet-all_genes,0.998849,conservative
GSE99096,GSE99096_Yang_Processed_data_Oxidative_Stress.xlsx,0.309000,anti-conservative
GSE99397,GSE99397_CreNeg-MHCPos_vs_Control.CuffDiff.gene_exp.diff.gz,0.995657,conservative
GSE99397,GSE99397_CreNeg-MHCPos_vs_CrePos-MHCNeg.CuffDiff.gene_exp.diff.gz,0.999999,conservative
GSE99397,GSE99397_CrePos-MHCNeg_vs_Control.CuffDiff.gene_exp.diff.gz,0.991213,conservative
