Accession;suppdata_id;type;pi0;type_filtered;pi0_filtered
GSE74929;GSE74929_ANOVA_gene_rpkm.txt.gz-set-0;other;1.00;NA; NA

GSE74929;GSE74929_ANOVA_gene_rpkm.txt.gz-set-1;other;1.00;NA; NA

GSE74929;GSE74929_Diff_Exp.txt.gz-set-1;anti-conservative;0.22;NA; NA

GSE74993;GSE74993_SupplementalTables.xlsx-sheet-Table S1;anti-conservative;0.50;anti-conservative;0.33

GSE74993;GSE74993_SupplementalTables.xlsx-sheet-Table S3;anti-conservative;0.68;anti-conservative;0.46

GSE75247;GSE75247_processed_data.txt.gz-set-0;spiky;0.64;NA; NA

GSE75247;GSE75247_processed_data.txt.gz-set-1;spiky;0.70;NA; NA

GSE75332;GSE75332_Ad_AGGF1vsAd_NC.Differential_analysis_results.txt.gz;other;0.88;NA; NA

GSE75510;GSE75510_diffExonExprZH1vsB6.txt.gz;anti-conservative;0.94;NA; NA

GSE75510;GSE75510_diffExonExprZH3vsB6.txt.gz;anti-conservative;0.91;NA; NA

GSE75614;GSE75614_processed_data_mrna-seq_differential_expression.xlsx;conservative;1.00;NA; NA

GSE75640;GSE75640_HR1_vs_control_1_gene_exp.diff.gz;bimodal;0.83;NA; NA

GSE75640;GSE75640_HR2_vs_control_2_gene_exp.diff.gz;conservative;0.97;NA; NA

GSE75731;GSE75731_ckvsd119a_gene_exp_diff.txt.gz;anti-conservative;0.49;NA; NA

GSE75731;GSE75731_ckvsdrug_gene_exp_diff.txt.gz;anti-conservative;0.64;NA; NA

GSE75731;GSE75731_ckvsv149a_gene_exp_diff.txt.gz;anti-conservative;0.73;NA; NA

GSE75787;GSE75787_gene_exp.diff.txt.gz;bimodal;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_down;anti-conservative;0.76;NA; NA

GSE75832;GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_up;conservative;0.99;NA; NA

GSE75832;GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P7_gene_exp_down;bimodal;0.88;NA; NA

GSE75832;GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P7_gene_exp_up;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P7_P2_gene_exp_down;bimodal;0.94;NA; NA

GSE75832;GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P7_P2_gene_exp_up;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P14_2_P14_3_gene_exp_down;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P14_2_P14_3_gene_exp_up;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P2_1_P2_3_gene_exp_down;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P2_1_P2_3_gene_exp_up;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P7_1_P7_2_gene_exp_down;conservative;1.00;NA; NA

GSE75832;GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P7_1_P7_2_gene_exp_up;conservative;1.00;NA; NA

GSE75833;GSE75833_DESeq-processed_FB.control_vs_BR.txt.gz;anti-conservative;0.60;anti-conservative;0.14

GSE75833;GSE75833_DESeq-processed_FB.control_vs_FB.25mkM.4HT.txt.gz;conservative;1.00;NA;1.00

GSE75878;GSE75878_cds_exp.diff.gz;conservative;1.00;NA; NA

GSE75878;GSE75878_cds.diff.gz;bimodal;0.59;NA; NA

GSE75878;GSE75878_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE75878;GSE75878_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE75878;GSE75878_promoters.diff.gz;anti-conservative;0.44;NA; NA

GSE75878;GSE75878_splicing.diff.gz;anti-conservative;0.38;NA; NA

GSE75878;GSE75878_tss_group_exp.diff.gz;conservative;1.00;NA; NA

GSE75962;GSE75962_control_vs_H2O2.DEseq.txt.gz;anti-conservative;0.77;anti-conservative;0.69

GSE75993;GSE75993_processed_data.xls.gz-sheet-1_WT_vs_KO_DESeq_All;anti-conservative;0.94;NA; NA

GSE76125;GSE76125_SenesUntreated_vs_SenesTreated_gene_exp.diff.gz;conservative;0.97;NA; NA

GSE76151;GSE76151_A1_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE76151;GSE76151_A2B1_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE76151;GSE76151_A2B1A1_isoform_exp.diff.gz;conservative;0.99;NA; NA

GSE76190;GSE76190_OtA8535_vs_OtA8538_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76190;GSE76190_OtA8536_vs_OtA8539_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76190;GSE76190_OtA8537_vs_OtA8540_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76190;GSE76190_OtA8538_vs_OtA8541_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76190;GSE76190_OtA8539_vs_OtA8542_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76190;GSE76190_OtA8540_vs_OtA8543_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76232;GSE76232_isoforms.diff_exp_ann_result.xls.gz;conservative;1.00;NA; NA

GSE76257;GSE76257_O-VG_OGS2.csv.gz;bimodal;0.63;anti-conservative;0.21

GSE76287;GSE76287_rosettes_col0vdko_tair.txt.gz;conservative;0.96;NA; NA

GSE76287;GSE76287_seedling_col0vdko_tair.txt.gz;bimodal;0.96;NA; NA

GSE76304;GSE76304_gene_exp.diff.gz;bimodal;0.81;NA; NA

GSE76396;GSE76396_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE76453;GSE76453_cuffdiff_E2.diff.gz;conservative;0.99;NA; NA

GSE76453;GSE76453_cuffdiff_siCtl.diff.gz;conservative;1.00;NA; NA

GSE76453;GSE76453_cuffdiff_siZNF143.diff.gz;conservative;1.00;NA; NA

GSE76453;GSE76453_cuffdiff_veh.diff.gz;conservative;1.00;NA; NA

GSE76487;GSE76487_shMBNL1_gene_exp_diff.txt.gz;bimodal;0.95;NA; NA

GSE76533;GSE76533_leaf.gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76533;GSE76533_seedling.gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76627;GSE76627_CNBP-cuffdif.xlsx.gz;conservative;1.00;NA; NA

GSE76682;GSE76682_EB_AM580gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76683;GSE76683_shHOXA7gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76771;GSE76771_ALL_gene_expression.txt.gz;conservative;0.98;NA; NA

GSE76864;GSE76864_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76865;GSE76865_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE76868;GSE76868_Table_S1_RNA-seq.xlsx;bimodal;0.95;NA; NA

GSE76992;GSE76992_GFP_vs_p16.txt.gz;bimodal;0.99;NA; NA

GSE77025;GSE77025_gene_exp.diff.gz;anti-conservative;0.35;NA; NA

GSE77032;GSE77032_aza_vs_PBS.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77032;GSE77032_aza_vs_vc.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77032;GSE77032_combo_vs_aza.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77032;GSE77032_combo_vs_PBS.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77032;GSE77032_combo_vs_vc.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77032;GSE77032_vc_vs_PBS.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77034;GSE77034_aza_vs_PBS.gene_exp.tsv.gz;conservative;0.99;NA; NA

GSE77034;GSE77034_aza_vs_vc.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77034;GSE77034_combo_vs_aza.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77034;GSE77034_combo_vs_PBS.gene_exp.tsv.gz;conservative;0.99;NA; NA

GSE77034;GSE77034_combo_vs_vc.gene_exp.tsv.gz;conservative;0.99;NA; NA

GSE77034;GSE77034_vc_vs_PBS.gene_exp.tsv.gz;conservative;1.00;NA; NA

GSE77037;GSE77037_gene_exp.diff.gz;bimodal;0.91;NA; NA

GSE77044;GSE77044_comparison2.xls.gz;anti-conservative;0.69;anti-conservative;0.66

GSE77077;GSE77077_HT_data_36hpf.xls.gz;anti-conservative;0.43;NA; NA

GSE77113;GSE77113_GC_WT_vs_Hdac3KO.diff.gz;conservative;1.00;NA; NA

GSE77113;GSE77113_Hdac3KO_non-GC_vs_GC.diff.gz;conservative;0.96;NA; NA

GSE77113;GSE77113_non-GC_WT_vs_Hdac3KO.diff.gz;conservative;1.00;NA; NA

GSE77113;GSE77113_WT_non-GC_vs_GC.diff.gz;bimodal;0.90;NA; NA

GSE77185;GSE77185_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE77218;GSE77218_A3_A2.xlsx-sheet-express;bimodal;0.59;NA; NA

GSE77218;GSE77218_A4_A2.xlsx-sheet-express;bimodal;0.60;NA; NA

GSE77218;GSE77218_A4_A3.xlsx-sheet-express;bimodal;0.69;NA; NA

GSE77229;GSE77229_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE77256;GSE77256_Cuffdiff_all_HFSCs.txt.gz;bimodal;0.91;NA; NA

GSE77256;GSE77256_Cuffdiff_Anagen_HFSCs.txt.gz;bimodal;0.98;NA; NA

GSE77256;GSE77256_Cuffdiff_Telogen_HFSCs.txt.gz;conservative;0.99;NA; NA

GSE77303;GSE77303_gene_exp.diff.gz;conservative;0.96;NA; NA

GSE77304;GSE77304_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE77351;GSE77351_Farshchian.txt.gz;spiky;0.85;anti-conservative;0.89

GSE77395;GSE77395_A_OE_air_vs_Col_air.diff.gz;conservative;0.61;NA; NA

GSE77395;GSE77395_col_air_vs_ethylene.diff.gz;bimodal;0.82;NA; NA

GSE77398;GSE77398_mal_all6_cuffdiff_genes.xls.gz;anti-conservative;0.76;NA; NA

GSE77398;GSE77398_ribo_cuffdiff_genes.xls.gz;bimodal;0.96;NA; NA

GSE77422;GSE77422_H358_Control-GNF5.xlsx-sheet-Sheet1;conservative;1.00;NA; NA

GSE77422;GSE77422_PC9_Control-GNF5.xlsx;conservative;1.00;NA; NA

GSE77422;GSE77422_PC9_SCR-AA.xlsx;conservative;1.00;NA; NA

GSE77422;GSE77422_PC9M_Control-GNF5.xlsx;conservative;1.00;NA; NA

GSE77422;GSE77422_PC9M_SCR-AA.xlsx;conservative;1.00;NA; NA

GSE77471;GSE77471_RNASEQ_differential_expression.txt.gz;conservative;1.00;NA; NA

GSE77499;GSE77499_Dd2CQ_Dd2_3D7_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE77499;GSE77499_Dd2CQ_Dd2_3D7_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE77675;GSE77675_Old_vs_Young_isoforms_expression.txt.gz;bimodal;0.95;NA; NA

GSE77693;GSE77693_deseq.comparison.csv.gz;spiky;0.78;anti-conservative;1.00

GSE77769;GSE77769_RNA_diff_final.txt.gz;spiky;0.97;NA; NA

GSE77793;GSE77793_gene_exp_diff_fc_hepatocytes_DMSO_GL_TamerSallam_122012.txt.gz;conservative;1.00;NA; NA

GSE77862;GSE77862_nhay_-_Alb-Cre.xlsx;conservative;1.00;NA; NA

GSE77901;GSE77901_SLNCR1_vs_vector.deseq.txt.gz;conservative;0.88;anti-conservative;0.65

GSE77901;GSE77901_SLNCR1cons_vs_vector.deseq.txt.gz;conservative;0.94;anti-conservative;0.92

GSE77901;GSE77901_SLNCR1deltacons_vs_vector.deseq.txt.gz;bimodal;0.88;anti-conservative;0.57

GSE77902;GSE77902_WM1976_siRNA1_vs_control.deseq.txt.gz;conservative;0.87;anti-conservative;0.78

GSE78199;GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-0;conservative;1.00;NA; NA

GSE78199;GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-1;conservative;1.00;NA; NA

GSE78199;GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-2;conservative;1.00;NA; NA

GSE78199;GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-3;conservative;1.00;NA; NA

GSE78199;GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-4;conservative;1.00;NA; NA

GSE78199;GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz-set-5;conservative;1.00;NA; NA

GSE78240;GSE78240_DESeq_Output.txt.gz;anti-conservative;0.66;anti-conservative;0.59

GSE78506;GSE78506_dmso_vs_ca_24Hour_geneExp.diff.gz;bimodal;0.95;NA; NA

GSE78527;GSE78527_siSNRNP40_siControl_processed.txt.gz;conservative;1.00;NA; NA

GSE78711;GSE78711_gene.exp.all.txt.gz;spiky;0.82;NA; NA

GSE78824;GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz;anti-conservative;0.78;NA; NA

GSE78834;GSE78834_gene_expression_profiles.txt.gz;bimodal;0.81;NA; NA

GSE78878;GSE78878_30Cvs30P_score.txt.gz;bimodal;0.49;NA; NA

GSE78878;GSE78878_30CvsN2C_score.txt.gz;bimodal;0.57;NA; NA

GSE78878;GSE78878_30PvsN2P_score.txt.gz;bimodal;0.54;NA; NA

GSE78878;GSE78878_N2CvsN2P_score.txt.gz;spiky;0.54;NA; NA

GSE78902;GSE78902_DEseq_DB001-DB004_DB002-DB003_DEG_list.csv.gz;other;1.00;other;1.00

GSE78965;GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz;conservative;1.00;NA; NA

GSE78965;GSE78965_C57Bl6_MCS_vs_FST_chronic_gene_differential_expression_testing.txt.gz;conservative;0.96;NA; NA

GSE78967;GSE78967_Deseq_Analysis.xlsx;anti-conservative;0.47;anti-conservative;0.38

GSE78996;GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx;bimodal;0.97;NA; NA

GSE79039;GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz;anti-conservative;0.62;anti-conservative;0.41

GSE79039;GSE79039_Feske_Tfh_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz;anti-conservative;0.73;anti-conservative;0.52

GSE79143;GSE79143_SNPCountsTable.txt.gz;anti-conservative;0.49;NA; NA

GSE79286;GSE79286_CYC2vsWT_Conj-2.5hr_RNA-Seq.xlsx-sheet-gene_exp;bimodal;0.78;NA; NA

GSE79286;GSE79286_CYC2vsWT_Conj-2hr_RNA-Seq.xlsx-sheet-C2vWT-2hr genes;bimodal;0.81;NA; NA

GSE79286;GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp;bimodal;0.79;NA; NA

GSE79286;GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx;bimodal;0.80;NA; NA

GSE79408;GSE79408_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE79412;GSE79412_amiFPSa_gene_exp_diff.xlsx-sheet-Hoja1;conservative;1.00;NA; NA

GSE79416;GSE79416_new-lncRNA_transcript_output.xls.gz;bimodal;0.87;NA; NA

GSE79507;GSE79507_minipig.txt.gz;bimodal;0.68;NA; NA

GSE79633;GSE79633_DESeq2_out_FO_GFP_vs_WT.txt.gz;spiky;0.72;anti-conservative;0.77

GSE79677;GSE79677_Crossbred_vs._Purebred_comparison_group.tabular.txt.gz;conservative;1.00;NA; NA

GSE79677;GSE79677_One_by_one_comparisons.tabular.txt.gz;conservative;1.00;NA; NA

GSE79680;GSE79680_Heat_shock_table.csv.gz;conservative;0.99;NA; NA

GSE79723;GSE79723_DEseq_LG1401-LG437-LG8736_LG1405-LG435-LG8737_DEG_list.csv.gz;conservative;0.95;anti-conservative;0.89

GSE79724;GSE79724_DEseq_LG3-LG6-LG9_LG2-LG5-LG8_DEG_list.csv.gz;conservative;0.95;other;1.00

GSE79758;GSE79758_gene_exp.diff.gz;conservative;0.98;NA; NA

GSE79779;GSE79779_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE79822;GSE79822_cuffdiffs_mRNA.txt.gz;conservative;0.99;NA; NA

GSE79822;GSE79822_Deseq_totalRNA.txt.gz;bimodal;0.95;anti-conservative;0.46

GSE79830;GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz;anti-conservative;0.72;NA; NA

GSE79916;GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz;anti-conservative;0.13;NA; NA

GSE80068;GSE80068_col_dms3_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE80068;GSE80068_col_h2h9_gene_exp.diff.gz;conservative;0.98;NA; NA

GSE80068;GSE80068_col_nrpe1_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE80128;GSE80128_P035_DESeq_KO-WT_pathway.txt.gz;bimodal;0.87;anti-conservative;0.80

GSE80135;GSE80135_Lipo_siProx_SC_results.csv.gz;anti-conservative;0.95;anti-conservative;0.82

GSE80135;GSE80135_Lipo_siProx_sig_results.csv.gz;spiky;0.98;anti-conservative;0.73

GSE80135;GSE80135_siNeg_Lipo_results.csv.gz;spiky;0.94;anti-conservative;0.77

GSE80135;GSE80135_siNeg_siProx_SC_results.csv.gz;spiky;0.92;anti-conservative;0.78

GSE80135;GSE80135_siNeg_siProx_sig_results.csv.gz;anti-conservative;0.79;anti-conservative;0.50

GSE80237;GSE80237_Supplementary_Data_1.txt.gz;bimodal;0.83;NA; NA

GSE80264;GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3;anti-conservative;0.56;NA; NA

GSE80264;GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3;anti-conservative;0.54;NA; NA

GSE80301;GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE80301;GSE80301_col_rep1_nrpe1_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE80301;GSE80301_col_rep1_pial1pial2_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE80301;GSE80301_col_rep2_mom1_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE80301;GSE80301_col_rep2_mom1pial2_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE80301;GSE80301_col_rep2_pial2_gene_exp.diff.txt.gz;conservative;0.99;NA; NA

GSE80348;GSE80348_20160316_6h_wt_vs_mu.xlsx;anti-conservative;0.52;NA; NA

GSE80349;GSE80349_results.txt.gz-set-0;anti-conservative;0.07;NA; NA

GSE80349;GSE80349_results.txt.gz-set-1;conservative;1.00;NA; NA

GSE80354;GSE80354_Gata6_DEseq2_res.csv.gz;anti-conservative;0.78;anti-conservative;0.87

GSE80370;GSE80370_col_morc6_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE80370;GSE80370_col_suvh2suvh9_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE80433;GSE80433_gene_exp.diff.gz;conservative;0.97;NA; NA

GSE80503;GSE80503_RNASeqProcessedDESeqData.xlsx;conservative;1.00;NA; NA

GSE80597;GSE80597_Processed_data_cuffdiff_output.txt.gz;conservative;0.95;NA; NA

GSE80707;GSE80707_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE80718;GSE80718_gene_exp.diff.gz;bimodal;0.73;NA; NA

GSE80972;GSE80972_frm_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE81007;GSE81007_cds_exp.diff.gz;conservative;0.99;NA; NA

GSE81007;GSE81007_cds.diff.gz;conservative;1.00;NA; NA

GSE81007;GSE81007_gene_exp.diff.gz;conservative;0.98;NA; NA

GSE81007;GSE81007_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE81007;GSE81007_promoters.diff.gz;conservative;1.00;NA; NA

GSE81007;GSE81007_splicing.diff.gz;conservative;1.00;NA; NA

GSE81007;GSE81007_tss_group_exp.diff.gz;conservative;0.99;NA; NA

GSE81043;GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz;anti-conservative;0.48;anti-conservative;0.14

GSE81055;GSE81055_gene_exp.diff_bias.txt.gz;conservative;1.00;NA; NA

GSE81055;GSE81055_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE81059;GSE81059_cns-control_vs_cns-hh.csv.gz;conservative;1.00;other;1.00

GSE81059;GSE81059_cns-control_vs_cns-ptc.csv.gz;conservative;1.00;other;1.00

GSE81059;GSE81059_cns-control_vs_head-control.csv.gz;anti-conservative;0.51;anti-conservative;0.13

GSE81100;GSE81100_old_ARSER_output.txt.gz;bimodal;0.81;NA; NA

GSE81100;GSE81100_youngARSER_output.txt.gz;bimodal;0.81;NA; NA

GSE81114;GSE81114_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE81123;GSE81123_Poplar_RNAseq_data.ods.txt.gz;conservative;1.00;NA; NA

GSE81128;GSE81128_DESeq2_Results.txt.gz;anti-conservative;0.32;anti-conservative;0.14

GSE81191;GSE81191_Cuffdiff_Isoform.txt.gz;conservative;1.00;NA; NA

GSE81191;GSE81191_Cuffdiff_transcript.txt.gz;conservative;1.00;NA; NA

GSE81237;GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsGFP.csv.gz;anti-conservative;0.66;anti-conservative;0.59

GSE81237;GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsTTP.csv.gz;anti-conservative;0.56;anti-conservative;0.48

GSE81237;GSE81237_DE_RNAseqseq_analysis_DESeq_TTPvsGFP.csv.gz;anti-conservative;0.75;anti-conservative;0.69

GSE81251;GSE81251_Kdm6a_def_mouse_expression_value.xlsx;spiky;0.82;uniform;0.98

GSE81437;GSE81437_polyA_differential_gene_expression.txt.gz;conservative;0.99;NA; NA

GSE81493;GSE81493_Differential_gene_expression_analysis.diff.gz;bimodal;0.88;NA; NA

GSE81522;GSE81522_N2_vs_ok600_gene_differential_expression_testing.txt.gz;conservative;0.97;NA; NA

GSE81575;GSE81575_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE81593;GSE81593_1.Mcf10A_p53delVec_and_p53delHras.xlsx;bimodal;0.57;anti-conservative;0.36

GSE81593;GSE81593_2.Mcf10A_Vec_and_Hras.xlsx;bimodal;0.70;anti-conservative;0.63

GSE81707;GSE81707_N2_HC125_RNA-seq_PairedEnd_gene_exp_diff.xlsx;conservative;1.00;NA; NA

GSE81707;GSE81707_N2_HC125_RNA-seq_SingleEnd_gene_exp_diff.xlsx;conservative;1.00;NA; NA

GSE81858;GSE81858_AA_ABBB_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE81865;GSE81865_RNAseq_uninjured-14dpi.txt.gz;bimodal;0.79;anti-conservative;0.46

GSE81913;GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv;anti-conservative;0.61;anti-conservative;0.43

GSE81913;GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down;anti-conservative;0.58;anti-conservative;0.48

GSE81913;GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up;anti-conservative;0.46;NA;NaN

GSE82134;GSE82134_NCBI_res_root_deseq_full.xlsx;anti-conservative;0.61;NA;NaN

GSE82164;GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz;conservative;0.99;NA; NA

GSE82164;GSE82164_Cuffdiff_transcript_differential_expression_testing.tabular.txt.gz;conservative;1.00;NA; NA

GSE82210;GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz;conservative;1.00;NA; NA

GSE83134;GSE83134_RYBPfl.DESeq2.Output.txt.gz-set-0;anti-conservative;0.92;anti-conservative;0.99

GSE83137;GSE83137_H2_vs_Lanact_pval.csv.gz;other;1.00;other;1.00

GSE83217;GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siBdnf;conservative;1.00;NA; NA

GSE83217;GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siHdac4;conservative;1.00;NA; NA

GSE83218;GSE83218_HSC.txt.gz;anti-conservative;0.88;anti-conservative;0.77

GSE83265;GSE83265_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE83375;GSE83375_GB_glia.FPKM.txt.gz;anti-conservative;0.66;NA; NA

GSE83405;GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1;conservative;1.00;NA; NA

GSE83406;GSE83406_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE83541;GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz;anti-conservative;0.82;anti-conservative;0.70

GSE83555;GSE83555_WT-KO-mm9-gene_exp.txt.gz;conservative;1.00;NA; NA

GSE83560;GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C;conservative;1.00;NA; NA

GSE83560;GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C;conservative;1.00;NA; NA

GSE83560;GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C;conservative;1.00;NA; NA

GSE83567;GSE83567_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE83584;GSE83584_processed_data_Day0.txt.gz;conservative;1.00;NA; NA

GSE83584;GSE83584_processed_data_Day3_5.txt.gz;conservative;1.00;NA; NA

GSE83601;GSE83601_All_genes_in_controls_and_PTSD.txt.gz;conservative;1.00;NA; NA

GSE83664;GSE83664_NS_M_vs_Input.isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE83664;GSE83664_NS_vs_Input.isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE83717;GSE83717_FPKMs_pvalue_matrices.txt.gz;bimodal;0.89;NA; NA

GSE83736;GSE83736_DESeq2.Vav.KO.C_vs_Vav.WT.C.txt.gz;anti-conservative;0.52;anti-conservative;0.30

GSE83736;GSE83736_DESeq2.Vav.WTvsKO.StimulatedInteractions.txt.gz;anti-conservative;0.56;anti-conservative;0.32

GSE83819;GSE83819_gene_exp.diff.gz;bimodal;0.67;NA; NA

GSE83827;GSE83827_WT_vs_tf5.xlsx-sheet-gene_exp_diff;bimodal;0.99;NA; NA

GSE83828;GSE83828_Gene_expression_data.xlsx;bimodal;0.58;NA; NA

GSE83887;GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz;bimodal;0.87;NA; NA

GSE83887;GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz;bimodal;0.99;NA; NA

GSE83887;GSE83887_gene_exp_N2_vs_N2G.diff.gz;bimodal;0.86;NA; NA

GSE84145;GSE84145_E12.5RET_WT_NULL.txt.gz;bimodal;0.98;NA; NA

GSE84158;GSE84158_gene_exp.diff.gz;bimodal;0.93;NA; NA

GSE84249;GSE84249_cuffdiff_gene_differential_expression_testing.tab.gz;conservative;1.00;NA; NA

