"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,,Average Journal Impact Factor Percentile,Normalized Eigenfactor
10872,Journal of Moral Philosophy,J MORAL PHILOS,1740-4681,160,0.424,0.424,0.606,0.241,29,5.6,>10.0,0.000440,0.222,89.660,,24.510,0.05027
10872,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,P I CIVIL ENG-STR B,0965-0911,589,0.424,0.341,0.534,1.06,67,8.5,9.9,0.000670,0.190,100.000,,17.607,0.07727
10872,Series-Journal of the Spanish Economic Association,SERIES-J SPAN ECON,1869-4187,69,0.424,0.364,0.481,0.0,15,Not Available,>10.0,0.000550,0.368,100.000,,15.130,0.06314
10877,Australian Orthodontic Journal,AUST ORTHOD J,0587-3908,198,0.423,0.423,0.546,Not Available,0,7.4,Not Available,0.000390,0.207,Not Available,,3.889,0.04454
10877,Irish Political Studies,IRISH POLIT STUD,0790-7184,162,0.423,0.346,0.581,0.148,27,6.1,>10.0,0.000500,0.270,100.000,,19.697,0.05717
10877,MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,0165-4896,751,0.423,0.366,0.491,0.2,70,>10.0,>10.0,0.001310,0.286,100.000,,10.508,0.15037
10877,MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,0165-4896,751,0.423,0.366,0.491,0.2,70,>10.0,>10.0,0.001310,0.286,100.000,,10.508,0.15037
10877,REVISTA BRASILEIRA DE PALEONTOLOGIA,REV BRAS PALEONTOLOG,1519-7530,324,0.423,0.380,0.806,0.074,27,7.6,>10.0,0.000480,0.202,100.000,,0.926,0.05503
10882,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,AN STI U OVID CO-MAT,1224-1784,144,0.422,0.336,0.360,0.051,59,3.9,>10.0,0.000520,0.125,100.000,,13.676,0.05992
10882,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,J CHIL CHEM SOC,0717-9707,731,0.422,0.392,0.614,0.036,112,6.1,>10.0,0.000870,0.105,100.000,,8.735,0.09990
10884,JOURNAL OF BLACK STUDIES,J BLACK STUD,0021-9347,535,0.421,0.395,0.436,0.022,46,>10.0,>10.0,0.000440,0.133,100.000,,20.573,0.05000
10884,JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,J MULTICULT COUNS D,0883-8534,364,0.421,0.289,0.568,0.5,16,>10.0,>10.0,0.000210,0.151,100.000,,3.125,0.02374
10884,PAN-PACIFIC ENTOMOLOGIST,PAN-PAC ENTOMOL,0031-0603,441,0.421,0.342,0.496,0.05,20,>10.0,>10.0,0.000300,0.178,95.000,,12.366,0.03492
10884,Pacific Focus,PAC FOCUS,1225-4657,56,0.421,0.237,0.358,0.211,19,Not Available,5.7,0.000150,0.106,100.000,,24.878,0.01667
10884,RUTGERS LAW REVIEW,RUTGERS LAW REV,0036-0465,285,0.421,0.421,0.370,Not Available,0,>10.0,Not Available,0.000240,0.152,Not Available,,24.497,0.02756
10884,Review of Keynesian Economics,REV KEYNES ECON,2049-5323,50,0.421,0.263,0.533,0.069,29,Not Available,>10.0,0.000220,0.167,100.000,,14.553,0.02489
10884,SOCIOLOGICAL SPECTRUM,SOCIOL SPECTRUM,0273-2173,447,0.421,0.404,0.685,0.125,24,>10.0,>10.0,0.000600,0.287,95.830,,18.531,0.06907
10884,Theoretical Biology Forum,THEOR BIOL FORUM,0035-6050,23,0.421,0.421,0.469,Not Available,0,Not Available,Not Available,0.000070,0.100,Not Available,,10.000,0.00808
10892,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,J NATL SCI FOUND SRI,1391-4588,194,0.420,0.358,0.405,0.0,45,7.1,>10.0,0.000230,0.083,95.560,,19.531,0.02600
10892,PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,P ENTOMOL SOC WASH,0013-8797,"1,136",0.420,0.232,0.491,0.14,43,>10.0,>10.0,0.000320,0.132,100.000,,11.290,0.03711
10892,PSYCHOLOGIST,PSYCHOLOGIST,0952-8229,448,0.420,0.375,0.573,0.156,45,9.0,7.8,0.000590,0.157,100.000,,12.016,Not Available
10895,Brazilian Journal of Probability and Statistics,BRAZ J PROBAB STAT,0103-0752,164,0.419,0.419,0.726,0.091,33,4.6,>10.0,0.001540,0.682,100.000,,9.274,0.17713
10895,CASTANEA,CASTANEA,0008-7475,407,0.419,0.372,0.388,0.167,18,>10.0,>10.0,0.000210,0.111,94.440,,10.142,0.02464
10895,Journal of Mass Media Ethics,J MASS MEDIA ETHICS,0890-0523,243,0.419,0.419,0.742,0.0,16,9.6,>10.0,0.000370,0.288,100.000,,17.287,0.04232
10895,LABOUR-LE TRAVAIL,LABOUR-TRAVAIL,0700-3862,434,0.419,0.419,0.771,0.0,20,>10.0,>10.0,0.000420,0.302,85.000,,41.954,0.04783
10895,Philosophia Mathematica,PHILOS MATH,0031-8019,175,0.419,0.226,0.519,0.0,15,8.9,>10.0,0.000250,0.224,100.000,,45.833,0.02927
10895,Theory and Applications of Categories,THEOR APPL CATEG,1201-561X,303,0.419,0.407,0.543,0.286,7,9.3,>10.0,0.001450,0.543,100.000,,13.319,0.16663
10901,British Journal of Learning Disabilities,BRIT J LEARN DISABIL,1354-4187,496,0.418,0.342,0.735,0.077,39,7.8,8.9,0.000700,0.231,94.870,,6.579,0.08043
10901,Materials Testing,MATER TEST,0025-5300,287,0.418,0.279,0.367,0.075,146,3.3,8.9,0.000630,0.072,100.000,,13.636,0.07206
10903,CIENCIA RURAL,CIENC RURAL,0103-8478,"2,707",0.417,0.354,0.502,0.1,360,7.7,9.8,0.003610,0.140,96.390,,23.494,0.41451
10903,FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,1021-7762,857,0.417,0.300,0.921,0.033,30,>10.0,>10.0,0.000880,0.345,96.670,,4.731,0.10126
10903,FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,1021-7762,857,0.417,0.300,0.921,0.033,30,>10.0,>10.0,0.000880,0.345,96.670,,4.731,0.10126
10903,M S-MEDECINE SCIENCES,M S-MED SCI,0767-0974,547,0.417,0.320,0.457,0.091,110,6.0,5.3,0.000800,0.096,46.360,,5.078,0.09152
10903,Revue d Histoire des Mathematiques,REV HIST MATH,1262-022X,31,0.417,0.250,0.387,0.0,3,Not Available,>10.0,0.000160,0.355,100.000,,44.167,0.01815
10903,Sugar Industry-Zuckerindustrie,SUGAR IND,0344-8657,267,0.417,0.241,0.360,0.132,53,9.4,>10.0,0.000320,0.082,100.000,,12.692,0.03703
10909,ELECTRONIC COMMUNICATIONS IN PROBABILITY,ELECTRON COMMUN PROB,1083-589X,493,0.416,0.388,0.620,0.064,47,5.9,>10.0,0.004650,0.808,100.000,,8.468,0.52869
10909,MEDYCYNA PRACY,MED PR,0465-5893,328,0.416,0.336,0.417,0.043,70,6.6,8.0,0.000370,0.072,84.290,,3.125,0.04226
10911,ACTA VETERINARIA BRNO,ACTA VET BRNO,0001-7213,708,0.415,0.393,0.519,0.024,42,9.2,>10.0,0.000580,0.118,92.860,,23.897,0.06656
10911,Hacettepe Journal of Mathematics and Statistics,HACET J MATH STAT,1303-5010,373,0.415,0.388,0.541,0.096,135,4.5,>10.0,0.000830,0.125,100.000,,13.557,0.09533
10911,Journal of Hard Tissue Biology,J HARD TISSUE BIOL,1341-7649,135,0.415,0.322,0.287,0.081,62,3.8,>10.0,0.000220,0.051,100.000,,4.545,0.02552
10911,Mathematics and Financial Economics,MATH FINANC ECON,1862-9679,163,0.415,0.390,Not Available,0.4,20,4.7,>10.0,0.001290,Not Available,100.000,,9.711,0.14985
10911,Mathematics and Financial Economics,MATH FINANC ECON,1862-9679,163,0.415,0.390,Not Available,0.4,20,4.7,>10.0,0.001290,Not Available,100.000,,9.711,0.14985
10911,Periodica Mathematica Hungarica,PERIOD MATH HUNG,0031-5303,344,0.415,0.402,0.376,0.196,46,>10.0,>10.0,0.000790,0.307,100.000,,12.962,0.09055
10911,ZEITSCHRIFT FUR PADAGOGIK,Z PADAGOGIK,0044-3247,321,0.415,0.339,0.338,0.049,61,9.2,8.3,0.000590,0.134,100.000,,10.426,0.06758
10918,Algebra and Logic,ALGEBR LOG+,0002-5232,561,0.414,0.207,0.390,0.116,43,>10.0,>10.0,0.000790,0.263,100.000,,24.881,0.09142
10918,Bulletin of the Lebedev Physics Institute,B LEBEDEV PHYS INST+,1068-3356,162,0.414,0.276,0.294,0.048,83,4.2,>10.0,0.000290,0.058,100.000,,4.430,0.03222
10918,Exceptionality,EXCEPTIONALITY,0936-2835,287,0.414,0.414,0.770,0.0,18,9.9,9.8,0.000310,0.289,94.440,,3.947,0.03538
10918,Metallurgical Research & Technology,METALL RES TECHNOL,2271-3646,44,0.414,0.356,0.437,0.074,54,Not Available,>10.0,0.000130,0.101,94.440,,23.649,0.01450
10918,Revista Brasileira de Ornitologia,REV BRAS ORNITOL,0103-5657,236,0.414,0.241,0.478,0.028,36,6.3,>10.0,0.000570,0.172,94.440,,10.417,0.06592
10923,ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,0324-0770,338,0.413,0.338,0.437,0.038,79,4.6,>10.0,0.000720,0.114,93.670,,10.736,0.08244
10923,GERMAN STUDIES REVIEW,GER STUD REV,0149-7952,157,0.413,0.239,0.414,0.0,45,>10.0,>10.0,0.000090,0.055,95.560,,32.609,0.01014
10923,JAVNOST-THE PUBLIC,JAVNOST-PUBLIC,1318-3222,191,0.413,0.365,0.458,0.04,25,8.6,9.9,0.000330,0.163,100.000,,10.759,0.03816
10926,International Journal of Developmental Disabilities,INT J DEV DISABIL,2047-3869,42,0.412,0.412,0.463,0.148,27,Not Available,>10.0,0.000140,0.122,88.890,,3.158,0.01649
10926,JNP-Journal for Nurse Practitioners,JNP-J NURSE PRACT,1555-4155,265,0.412,0.319,Not Available,0.089,112,3.7,5.1,0.000670,Not Available,97.320,,7.830,0.07656
10926,JNP-Journal for Nurse Practitioners,JNP-J NURSE PRACT,1555-4155,265,0.412,0.319,Not Available,0.089,112,3.7,5.1,0.000670,Not Available,97.320,,7.830,0.07656
10926,WISCONSIN LAW REVIEW,WISC LAW REV,0043-650X,670,0.412,0.412,0.893,0.16,25,>10.0,>10.0,0.000730,0.336,100.000,,23.826,0.08458
10930,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,1745-1361,"1,448",0.411,0.353,0.332,0.094,385,7.6,7.8,0.001960,0.078,100.000,,2.979,0.22484
10930,Journal of Official Statistics,J OFF STAT,0282-423X,756,0.411,0.329,0.776,0.048,42,>10.0,9.1,0.001290,0.590,97.620,,5.978,0.14800
10930,Journal of Official Statistics,J OFF STAT,0282-423X,756,0.411,0.329,0.776,0.048,42,>10.0,9.1,0.001290,0.590,97.620,,5.978,0.14800
10930,NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,NEW ZEAL J CROP HORT,0114-0671,491,0.411,0.375,0.488,0.0,22,>10.0,>10.0,0.000220,0.121,100.000,,24.339,0.02489
10930,PHYSICS OF ATOMIC NUCLEI,PHYS ATOM NUCL+,1063-7788,"1,607",0.411,0.319,0.472,0.113,115,9.1,>10.0,0.001810,0.123,100.000,,6.336,0.20811
10935,Educational Sciences-Theory & Practice,EDUC SCI-THEOR PRACT,1303-0485,647,0.410,0.359,0.607,0.078,90,5.0,>10.0,0.000810,0.086,100.000,,10.000,0.09265
10935,JOURNAL OF PORTFOLIO MANAGEMENT,J PORTFOLIO MANAGE,0095-4918,"1,053",0.410,0.265,0.659,0.119,42,>10.0,>10.0,0.002620,0.675,100.000,,9.896,0.30123
10935,Romanian Agricultural Research,ROM AGRIC RES,1222-4227,121,0.410,0.321,0.377,0.0,38,4.5,>10.0,0.000220,0.072,100.000,,21.084,0.02512
10938,Global Economic Review,GLOBAL ECON REV,1226-508X,111,0.409,0.409,0.402,0.0,21,6.7,>10.0,0.000200,0.126,100.000,,13.977,0.02330
10938,Journal of Mineralogical and Petrological Sciences,J MINER PETROL SCI,1345-6296,338,0.409,0.333,0.673,0.382,34,7.7,>10.0,0.000500,0.209,100.000,,1.724,0.05788
10938,Sumarski List,SUMAR LIST,0373-1332,151,0.409,0.212,0.434,0.0,31,5.5,>10.0,0.000230,0.079,93.550,,16.406,0.02583
10941,HIGH TEMPERATURES-HIGH PRESSURES,HIGH TEMP-HIGH PRESS,0018-1544,475,0.408,0.324,0.436,0.031,32,>10.0,>10.0,0.000340,0.147,100.000,,8.252,0.03950
10941,ITEA-Informacion Tecnica Economica Agraria,ITEA-INF TEC ECON AG,1699-6887,97,0.408,0.367,0.452,0.036,28,Not Available,>10.0,0.000210,0.115,100.000,,21.578,0.02388
10941,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,PUBL RES I MATH SCI,0034-5318,797,0.408,0.408,0.681,0.118,17,>10.0,>10.0,0.001950,0.959,100.000,,18.489,0.21121
10941,RAE-Revista de Administracao de Empresas,RAE-REV ADMIN EMPRES,0034-7590,346,0.408,0.327,0.446,0.405,37,9.9,9.2,0.000150,0.048,100.000,,5.928,0.01748
10945,CELLULAR POLYMERS,CELL POLYM,0262-4893,252,0.407,0.333,0.743,0.188,16,>10.0,>10.0,0.000160,0.156,100.000,,5.699,0.01797
10945,International Journal of Law Crime and Justice,INT J LAW CRIME JUST,1756-0616,86,0.407,0.305,0.472,0.105,38,Not Available,>10.0,0.000260,0.144,92.110,,15.456,0.02973
10945,Lazaroa,LAZAROA,0210-9778,143,0.407,0.333,Not Available,0.0,9,>10.0,>10.0,0.000110,Not Available,100.000,,9.670,0.01280
10948,CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,CAN J POLIT SCI,0008-4239,623,0.406,0.304,0.608,0.029,34,>10.0,>10.0,0.000540,0.214,100.000,,19.091,0.06214
10948,Contemporary European History,CONTEMP EUR HIST,0960-7773,233,0.406,0.344,0.520,0.0,31,>10.0,>10.0,0.000910,0.423,87.100,,66.092,0.10470
10948,Gender and Language,GENDER LANG,1747-6321,64,0.406,0.281,0.461,0.053,19,Not Available,>10.0,0.000180,0.168,100.000,,30.645,0.02102
10948,INTERNIST,INTERNIST,0020-9554,333,0.406,0.392,0.302,0.144,104,5.3,5.0,0.000420,0.054,100.000,,13.226,0.04845
10948,Journal of Marine Engineering and Technology,J MAR ENG TECHNOL,2046-4177,71,0.406,0.375,0.533,0.133,15,Not Available,>10.0,0.000150,0.137,93.330,,10.714,0.01689
10953,CHEMIE IN UNSERER ZEIT,CHEM UNSERER ZEIT,0009-2851,225,0.405,0.230,0.338,0.105,38,>10.0,>10.0,0.000170,0.060,100.000,,8.133,0.01921
10953,COMPUTER MUSIC JOURNAL,COMPUT MUSIC J,0148-9267,402,0.405,0.405,0.574,0.083,12,>10.0,>10.0,0.000180,0.125,100.000,,0.476,0.02082
10953,Journal of Numerical Mathematics,J NUMER MATH,1570-2820,276,0.405,0.405,2.212,0.067,15,4.7,>10.0,0.001630,1.333,100.000,,12.123,0.18637
10953,Scientia Iranica,SCI IRAN,1026-3098,"1,768",0.405,0.348,1.247,0.054,242,4.6,8.7,0.004370,0.259,96.690,,12.353,0.50129
10953,Urban Design International,URBAN DES INT,1357-5317,249,0.405,0.333,0.931,0.389,18,7.9,>10.0,0.000380,0.257,100.000,,9.211,0.04331
10958,BEHAVIORAL INTERVENTIONS,BEHAV INTERVENT,1072-0847,282,0.404,0.362,0.633,0.042,24,9.4,>10.0,0.000330,0.210,95.830,,7.851,0.03782
10958,BUFFALO LAW REVIEW,BUFFALO LAW REV,0023-9356,299,0.404,0.404,0.593,0.762,21,>10.0,>10.0,0.000350,0.216,100.000,,22.483,0.04088
10958,CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,CAN J BEHAV SCI,0008-400X,939,0.404,0.393,0.883,0.182,33,>10.0,>10.0,0.000800,0.294,96.970,,11.240,0.09137
10958,ENGLISH HISTORICAL REVIEW,ENGL HIST REV,0013-8266,514,0.404,0.386,0.444,0.087,23,>10.0,>10.0,0.000820,0.401,86.960,,64.943,0.09388
10958,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,0308-0188,197,0.404,0.383,0.420,0.043,23,9.9,>10.0,0.000280,0.163,100.000,,20.703,0.03211
10958,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,0308-0188,197,0.404,0.383,0.420,0.043,23,9.9,>10.0,0.000280,0.163,100.000,,20.703,0.03211
10958,RACE & CLASS,RACE CLASS,0306-3968,376,0.404,0.346,0.786,0.207,29,>10.0,>10.0,0.000560,0.310,96.550,,17.937,0.06450
10958,RADIOLOGE,RADIOLOGE,0033-832X,498,0.404,0.301,0.331,0.16,94,8.9,6.2,0.000480,0.071,100.000,,5.118,0.05552
10958,Seminars in Orthodontics,SEMIN ORTHOD,1073-8746,405,0.404,0.351,Not Available,0.0,38,>10.0,>10.0,0.000330,Not Available,100.000,,2.778,0.03840
10967,Archivos Argentinos de Pediatria,ARCH ARGENT PEDIATR,0325-0075,466,0.403,0.286,0.461,0.07,157,5.5,8.7,0.000780,0.103,94.270,,3.719,0.09015
10967,IAWA JOURNAL,IAWA J,0928-1541,"1,493",0.403,0.224,1.292,2.897,29,>10.0,>10.0,0.000650,0.264,100.000,,14.844,0.07452
10967,IHERINGIA SERIE ZOOLOGIA,IHERINGIA SER ZOOL,0073-4721,611,0.403,0.387,0.531,0.038,26,9.5,>10.0,0.000760,0.193,100.000,,10.123,0.08706
10967,Indian Journal of Hematology and Blood Transfusion,INDIAN J HEMATOL BLO,0971-4502,230,0.403,0.358,0.446,0.04,150,3.1,>10.0,0.000640,0.114,89.330,,3.571,0.07364
10971,Journal of Agrometeorology,J AGROMETEOROL,0972-1665,202,0.402,0.235,0.436,0.028,71,6.2,>10.0,0.000240,0.076,100.000,,10.808,0.02753
10971,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,P I CIVIL ENG-TRANSP,0965-092X,235,0.402,0.356,0.474,1.111,36,5.5,8.1,0.000350,0.137,100.000,,12.276,0.03961
10973,ATLANTIC GEOLOGY,ATL GEOL,0843-5561,146,0.400,0.267,0.563,0.25,12,>10.0,>10.0,0.000180,0.196,100.000,,5.319,0.02067
10973,African Natural History,AFR NAT HIST,2305-7963,29,0.400,0.400,0.556,0.0,2,Not Available,Not Available,0.000050,0.189,100.000,,13.889,0.00561
10973,BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,B BRAZ MATH SOC,1678-7544,267,0.400,0.386,0.669,0.063,79,6.8,>10.0,0.001780,0.709,100.000,,17.846,0.20474
10973,CHILDRENS HEALTH CARE,CHILD HEALTH CARE,0273-9615,429,0.400,0.400,0.704,0.038,26,>10.0,9.9,0.000370,0.237,96.150,,1.592,0.04231
10973,EAST EUROPEAN POLITICS AND SOCIETIES,E EUR POLIT SOC,0888-3254,367,0.400,0.340,0.665,0.15,40,8.9,>10.0,0.001030,0.336,100.000,,24.822,0.11788
10973,ENTOMOLOGIA GENERALIS,ENTOMOL GEN,0171-8177,183,0.400,0.400,0.354,0.0,23,>10.0,>10.0,0.000140,0.124,91.300,,10.215,0.01623
10973,GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN,GEOL SURV DEN GREENL,1604-8156,167,0.400,0.356,0.642,0.037,27,7.5,>10.0,0.000350,0.226,100.000,,5.319,0.03960
10973,Glass Technology-European Journal of Glass Science and Technology Part A,GLASS TECHNOL-PART A,1753-3546,309,0.400,0.325,0.362,0.0,18,>10.0,>10.0,0.000180,0.096,100.000,,5.769,0.02008
10973,Historia Agraria,HIST AGRAR,1139-1472,156,0.400,0.371,0.463,0.059,17,9.1,>10.0,0.000240,0.211,100.000,,63.793,0.02784
10973,International Journal of Aeronautical and Space Sciences,INT J AERONAUT SPACE,2093-274X,164,0.400,0.300,Not Available,0.0,60,4.5,>10.0,0.000390,Not Available,100.000,,4.839,0.04486
10973,Intersecciones en Antropologia,INTERSECCIONES ANTRO,1850-373X,177,0.400,0.344,0.424,0.059,34,6.6,>10.0,0.000360,0.132,100.000,,16.463,0.04166
10973,JOURNAL OF JAPANESE STUDIES,J JPN STUD,0095-6848,131,0.400,0.333,0.512,0.25,8,>10.0,>10.0,0.000150,0.243,100.000,,31.159,0.01726
10973,JOURNAL OF PIDGIN AND CREOLE LANGUAGES,J PIDGIN CREOLE LANG,0920-9034,131,0.400,0.160,0.541,0.312,16,8.3,>10.0,0.000050,0.055,100.000,,32.692,0.00552
10973,Journal of Addictions Nursing,J ADDICT NURS,1088-4602,146,0.400,0.382,0.542,0.12,25,5.9,6.6,0.000280,0.146,88.000,,4.543,0.03167
10973,Journal of Addictions Nursing,J ADDICT NURS,1088-4602,146,0.400,0.382,0.542,0.12,25,5.9,6.6,0.000280,0.146,88.000,,4.543,0.03167
10973,Journal of French Language Studies,J FR LANG STUD,0959-2695,129,0.400,0.400,0.479,0.0,19,9.0,>10.0,0.000080,0.062,100.000,,32.692,0.00965
10973,LIBRI,LIBRI,0024-2667,213,0.400,0.345,0.507,0.083,24,8.6,7.6,0.000280,0.140,100.000,,21.765,0.03237
10973,NATURAL RESOURCES JOURNAL,NAT RESOUR J,0028-0739,344,0.400,0.400,0.576,0.308,13,>10.0,>10.0,0.000240,0.285,100.000,,14.001,0.02781
10973,Propagation of Ornamental Plants,PROPAG ORNAM PLANTS,1311-9109,148,0.400,0.356,0.492,0.059,17,6.6,>10.0,0.000170,0.090,94.120,,23.611,0.01904
10992,Ciencia e Investigacion Agraria,CIENC INVESTIG AGRAR,0718-1620,261,0.398,0.361,0.451,0.0,44,7.1,9.5,0.000360,0.106,97.730,,24.107,0.04131
10992,Economics-The Open Access Open-Assessment E-Journal,ECONOMICS-KIEL,1864-6042,195,0.398,0.307,0.610,0.03,33,4.8,>10.0,0.000820,0.286,100.000,,13.689,0.09443
10992,Journal of Vibroengineering,J VIBROENG,1392-8716,557,0.398,0.304,0.392,0.051,428,2.7,8.5,0.001390,0.077,99.770,,6.816,0.15978
10992,Quaestiones Mathematicae,QUAEST MATH,1607-3606,326,0.398,0.352,0.606,0.012,82,8.3,>10.0,0.000970,0.310,98.780,,17.524,0.11179
10996,Forum-A Journal of Applied Research in Contemporary Politics,FORUM-J APPL RES CON,2194-6183,126,0.397,0.397,0.345,0.0,18,6.1,9.7,0.000740,0.290,100.000,,17.879,0.08494
10996,HISTORY OF THE HUMAN SCIENCES,HIST HUM SCI,0952-6951,336,0.397,0.382,0.440,0.25,24,9.9,>10.0,0.001110,0.356,100.000,,41.429,0.12694
10996,HISTORY OF THE HUMAN SCIENCES,HIST HUM SCI,0952-6951,336,0.397,0.382,0.440,0.25,24,9.9,>10.0,0.001110,0.356,100.000,,41.429,0.12694
10996,Markov Processes and Related Fields,MARKOV PROCESS RELAT,1024-2953,290,0.397,0.370,0.460,0.034,29,9.3,>10.0,0.000850,0.366,100.000,,6.048,0.09828
11000,COMPTES RENDUS MATHEMATIQUE,CR MATH,1631-073X,"1,798",0.396,0.386,0.479,0.059,219,8.6,>10.0,0.007820,0.507,100.000,,17.203,0.89839
11000,English in Australia,ENGL AUST,0046-208X,128,0.396,0.271,0.496,0.0,29,6.8,>10.0,0.000180,0.110,100.000,,9.574,0.02093
11000,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,INT J ALGEBR COMPUT,0218-1967,580,0.396,0.360,0.583,0.085,71,>10.0,>10.0,0.003230,0.674,100.000,,17.203,0.37188
11000,International Journal of Gerontology,INT J GERONTOL,1873-9598,174,0.396,0.198,0.510,0.083,48,4.3,9.2,0.000260,0.072,85.420,,3.061,0.03030
11000,Romanian Biotechnological Letters,ROM BIOTECH LETT,1224-5984,511,0.396,0.325,0.483,0.055,128,5.4,9.5,0.000750,0.083,95.310,,5.313,0.08633
11000,SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,0251-0952,"1,199",0.396,0.327,0.625,0.018,57,>10.0,>10.0,0.000570,0.148,100.000,,15.834,0.06592
11006,JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,J AM PSYCHOANAL ASS,0003-0651,861,0.395,0.360,0.500,0.091,44,>10.0,>10.0,0.001220,0.358,100.000,,20.006,0.13948
11006,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,J CHIN INST ENG,0253-3839,515,0.395,0.305,0.377,0.061,115,7.9,9.5,0.000550,0.077,100.000,,11.176,0.06258
11006,Russian Journal of Developmental Biology,RUSS J DEV BIOL+,1062-3604,219,0.395,0.321,0.327,0.025,40,9.2,>10.0,0.000180,0.059,85.000,,1.220,0.02033
11009,ARCHIVE FOR MATHEMATICAL LOGIC,ARCH MATH LOGIC,0933-5846,398,0.394,0.343,0.414,0.018,56,>10.0,>10.0,0.001640,0.458,100.000,,21.375,0.18816
11009,Chinese Management Studies,CHIN MANAG STUD,1750-614X,198,0.394,0.242,0.577,0.632,38,5.1,>10.0,0.000160,0.068,97.370,,5.412,0.01827
11009,Funkcialaj Ekvacioj-Serio Internacia,FUNKC EKVACIOJ-SER I,0532-8721,504,0.394,0.394,0.646,0.118,17,>10.0,>10.0,0.001250,0.909,100.000,,11.123,0.07287
11009,JOURNAL OF ASTROPHYSICS AND ASTRONOMY,J ASTROPHYS ASTRON,0250-6335,334,0.394,0.358,0.372,0.077,39,>10.0,8.3,0.000590,0.125,58.970,,5.556,0.06725
11009,JOURNAL OF MODERN ITALIAN STUDIES,J MOD ITAL STUD,1354-571X,163,0.394,0.254,0.390,0.118,34,6.5,>10.0,0.000680,0.267,97.060,,62.644,0.07803
11009,Journal of Medical Devices-Transactions of the ASME,J MED DEVICES,1932-6181,433,0.394,0.324,0.538,0.053,150,4.0,6.5,0.000930,0.118,99.330,,1.948,0.10615
11009,Neural Network World,NEURAL NETW WORLD,1210-0552,251,0.394,0.394,0.497,0.257,35,7.1,8.7,0.000230,0.091,100.000,,3.383,0.02626
11016,JAPANESE ECONOMIC REVIEW,JPN ECON REV,1352-4739,218,0.393,0.393,0.431,0.0,23,9.6,>10.0,0.000420,0.202,100.000,,13.401,0.04815
11016,Materials Science-Medziagotyra,MATER SCI-MEDZG,1392-1320,479,0.393,0.374,0.594,0.078,103,5.7,9.3,0.000700,0.112,100.000,,5.636,0.08001
11016,Mechanics & Industry,MECH IND,2257-7777,232,0.393,0.379,0.477,0.122,74,4.4,>10.0,0.000690,0.169,100.000,,7.627,0.07909
11016,OBSERVATORY,OBSERVATORY,0029-7704,215,0.393,0.250,0.325,0.25,8,>10.0,>10.0,0.000130,0.111,100.000,,3.968,0.01467
11016,Revista de Ciencia Politica,REV CIENC POLIT-SANT,0718-090X,181,0.393,0.232,0.672,0.028,36,5.9,6.7,0.000500,0.257,100.000,,17.273,0.05689
11021,International Journal of Metalcasting,INT J METALCAST,1939-5981,83,0.392,0.353,0.420,0.077,52,Not Available,>10.0,0.000150,0.090,100.000,,22.297,0.01667
11021,Journal of International Advanced Otology,J INT ADV OTOL,1308-7649,127,0.392,0.375,0.298,0.014,70,4.0,>10.0,0.000350,0.074,98.570,,1.190,0.04042
