Accession,suppdata_id,Type,SRP,pi0,fp,rs,ud,Type_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,Type_pi0method_hist,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,Type_after_filter_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist
GSE92971,GSE92971_run1513_gencode_DESeq2_lateFGFvsControl_gene_diff_rawcnt.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7892627512533652,0.6573754536752504,34.5,517.3617334465808,175.021900291193,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6984211545912437,0.6128112811281128,34.5,457.81506683456024,283.0454545454546
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8854552904516122,0.2293975930386667,55.7,937.0773338849411,136.9043331970281,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8493579454253611,0.19664732430689877,55.7,898.8755136436597,187.70000000000005
GSE78967,GSE78967_Deseq_Analysis.xlsx,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8113747925879281,0.38464967812905637,56.550000000000004,871.7816458960993,249.78389266627073,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6878681177976953,0.2741635687732342,56.550000000000004,739.0798991677337,487.54999999999995
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-2,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9092234215735897,0.14574512239321658,81.35000000000001,1405.3411815552188,154.31720643749918,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8802107061503416,0.11758793969849246,81.35000000000001,1360.4976779612753,210.35000000000014
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-3,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.90243954405894,0.15519334265390541,79.85000000000001,1369.1361542690206,164.01524811872832,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8829194956353054,0.13651591289782244,79.85000000000001,1339.5213128031035,201.18333333333362
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5 wt VS 14.5 S1pr2 null,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2 CTRL VS 14.5+2+JTE+CTGF,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2+JTE VS 14.5+2+JTE+CTGF,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE102474,GSE102474_RNA_DESeq2.tsv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8136376105375592,0.5082008905404204,57.6,890.4450009723047,250.67056437195038,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7359784801613987,0.4563071297989031,57.6,805.4548486886346,392.60000000000014
GSE109177,GSE109177_Ctrl_Untr_vs_Ctrl_PR20-ExpDiff_k562_.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8721072878289002,0.26599383912196445,81.60000000000001,1352.1151390499267,227.36292164660222,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.80981979629146,0.20953757225433528,81.60000000000001,1255.5446121702794,364.0999999999999
GSE101157,GSE101157_LargeRNA.shL1.100hrs.293T.xlsx.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8798074940135362,0.22535306506386416,80.35000000000001,1343.158110735765,208.5591342569444,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8369791666666666,0.18571428571428572,80.35000000000001,1277.7742447916664,297.35000000000014
GSE113053,GSE113053_deseq.HSC.bfx338.xls.gz-sheet-all_genes,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE109177,GSE109177_SafePR50_vs_TMX2PR50-ExpDiff_neurons_.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7956523559706679,0.49275874533889136,55.95,845.8182370146184,273.02346477736046,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7009891196834817,0.4242596810933941,55.95,745.1864836795252,453.45000000000005
GSE87916,GSE87916_S15207_DeSeq.xlsx,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE113053,GSE113053_deseq.MPP.bfx312.xls.gz-sheet-all_genes,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,0.9775674538160651,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,0.9369749540890089,NA,NA,NA
GSE100578,GSE100578_A512P_vs_WT.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7648862903565716,0.5266238568982182,39.6,575.5004448642845,231.2756253655026,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6351153629712999,0.42990054539621425,39.6,477.860799099606,432.26666666666677
GSE118334,GSE118334_Wnt11_NP_RNAseq_DiffExp.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE117433,GSE117433_RTflow_v_GSE117433_37Static.RNAseqgene_exp.diff.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE107671,GSE107671_abundance.xlsx-set-1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE113979,GSE113979_DESeq2.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8068828009607762,0.46030187643098736,48.2,738.9432691198789,219.18515386563354,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7535540224064815,0.4221076118365705,48.2,690.1047737198558,299.5076923076922
GSE17970,GSE17970_supplemental_table_1.xls.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8454078695012534,0.34949358037624123,76.5,1228.8003383200717,265.78846706559443,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8110004721232672,0.32189528216769986,76.5,1178.789186231169,338.73076923076906
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9052792294855803,0.16857981618531248,104.7,1800.8719712156649,208.14354582221927,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8769406484190277,0.14171224159873422,104.7,1744.498031899972,279.15454545454554
GSE50198,GSE50198_Tet1kd_vs_v6.5_DEXSeq_results.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8597147690145931,0.3147111653866279,80.9,1321.467571452331,250.81856950628776,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7740977001846567,0.23891657084451262,80.9,1189.865574953836,448.5666666666666
GSE50198,GSE50198_Tet2kd_vs_v6.5_DEXSeq_results.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE58865,GSE58865_Hyphae_vs_Oidia_DESeq_results.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.941870221402441,0.031297087308154246,55.800000000000004,998.5708087308681,65.43278454792471,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9365724381625442,0.025817555938037865,55.800000000000004,992.9540989399294,71.79999999999995
GSE84699,GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8262059556408241,0.43199671537921436,53.400000000000006,838.26856259318,213.42310135013872,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7601552921945239,0.3826423345387268,53.400000000000006,771.2535594605639,320.1272727272726
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8846044118469873,0.2212020541808415,82.2,1381.5751704226248,203.73494317203244,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8428494333513222,0.18262020291133657,82.2,1316.362245008095,291.1999999999998
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_stau_deseq_ALL,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8711913608233814,0.28751354238927784,72.95,1207.5147856692479,204.9322598447427,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8222267162810762,0.24508406953548018,72.95,1139.6473401013857,299.677272727273
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_upf_deseq_ALL,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8823067275250859,0.23329317670190777,80.5,1349.4881397496188,204.02412747698668,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8416037216747537,0.1962124562743758,80.5,1287.232892301536,287.86363636363626
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8560083838220275,0.2710008538512689,62.6,1018.1363717179194,200.07237255948166,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7932859048465984,0.21336131514515563,62.6,943.534255224544,309.9333333333334
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_stau_deseq_ALL,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8296913607743283,0.3628556397581142,51.5,811.8529965176803,200.85421080773062,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7509593246354567,0.29605618584548893,51.5,734.8136991557943,324.5
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_upf_deseq_ALL,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8454217454153998,0.38683829218757687,47.5,762.9931252373983,165.01453330142886,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7859631066423878,0.34045219570779595,47.5,709.3317037447549,245.77272727272725
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-2,anti-conservative,0.975019024953343,0.30769971615654507,1045.3,19364.56034889086,508.85125152597175,NA,NA,NA,NA,NA,NA,anti-conservative,0.923256586156288,0.2688858570311855,1045.3,18336.52208067419,1650.8714285714268,NA,NA,NA,NA,NA,NA
GSE57217,GSE57217_bck1wt_geneexp_diff.txt.gz,anti-conservative,0.7685549727789469,0.725781259970872,81.55000000000001,1190.8375025723392,466.60617669414955,NA,NA,NA,NA,NA,NA,anti-conservative,0.6537262196992942,0.6776140073202097,81.55000000000001,1012.9160911130713,820.7318181818182,NA,NA,NA,NA,NA,NA
GSE41367,GSE41367_japonica_soap.expr.txt.gz,anti-conservative,0.7041257250741276,0.2895092376742401,1920.95,25699.21592004176,15336.514056238142,NA,NA,NA,NA,NA,NA,anti-conservative,0.6027156681418852,0.16996545863260046,1920.95,21997.94659162593,24057.950000000004,NA,NA,NA,NA,NA,NA
GSE41367,GSE41367_remanei_gns.expr.txt.gz,anti-conservative,0.7482643706196764,0.26601393613175955,685.45,9745.058443983886,4381.4615325075865,NA,NA,NA,NA,NA,NA,anti-conservative,0.6521883920076118,0.15788807826930373,685.45,8493.808132730732,6945.450000000001,NA,NA,NA,NA,NA,NA
GSE57217,GSE57217_mkk2wt_geneexp_diff.txt.gz,anti-conservative,0.9013516918150922,0.8016980678691439,69.05,1182.5283520768103,143.58618184048396,NA,NA,NA,NA,NA,NA,anti-conservative,0.7443687943262414,0.7598773841961853,69.05,976.5746397163124,450.5499999999995,NA,NA,NA,NA,NA,NA
GSE41367,GSE41367_remanei_soap.expr.txt.gz,anti-conservative,0.7330726872282554,0.25386002719869544,1451.7,20219.830780935907,10043.300408451385,NA,NA,NA,NA,NA,NA,anti-conservative,0.6376869783679225,0.14225183598733485,1451.7,17588.87354343755,15671.366666666665,NA,NA,NA,NA,NA,NA
GSE101342,GSE101342_All_Genes_LincDUSP_V481_cells_DESeq2.csv.gz,anti-conservative,0.859248623640484,0.45691026444424515,373,6089.49499574011,1160.9038138852502,anti-conservative,0.886075382860289,0.20188197177161227,79.95,1345.9928103339219,195.3075246345768,anti-conservative,0.7936614592082422,0.41203002567985775,373,5624.6787614088125,1842.5000000000018,anti-conservative,0.8335959548447789,0.1516360734237829,79.95,1266.2739352069614,303.23571428571427
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,anti-conservative,0.8672393364238982,0.5076763724916529,371.3,6118.113346669675,1079.9632973204198,anti-conservative,0.8869634148319998,0.27368765971597686,64.15,1081.0753581679828,155.33294781737186,anti-conservative,0.7873842032813722,0.4577457685246828,371.3,5554.759338889096,1904.9666666666662,anti-conservative,0.8352448293047595,0.22871420334422451,64.15,1018.0381601981061,240.42272727272734
GSE43189,GSE43189_processed_h99_rim101.csv.gz,anti-conservative,0.8381442797561998,0.4640635598811383,218,3471.5936067501793,799.8699143360245,NA,NA,NA,NA,NA,NA,anti-conservative,0.7401715511079341,0.39312438997939486,218,3065.790564689063,1454.000000000001,NA,NA,NA,NA,NA,NA
GSE101342,GSE101342_All_Genes_LincDUSP_V703_cells_DESeq2.csv.gz,anti-conservative,0.8246929806122917,0.5968717954205597,231.95000000000002,3634.4632002074004,936.8174799050603,anti-conservative,0.8496408061782423,0.3704916457527643,62.550000000000004,1009.7556161025321,210.31756313735764,anti-conservative,0.747887204434891,0.5554717360692014,231.95000000000002,3295.9763043047865,1485.6166666666659,anti-conservative,0.8058068578070515,0.33624791050533626,62.550000000000004,957.6611601607905,286.40714285714284
GSE93877,GSE93877_NB4_RNASeq_ATRA.txt.gz,anti-conservative,0.9043191428352456,0.8419891957633918,96.55000000000001,1658.928251574116,194.09270478957592,anti-conservative,0.83030989404346,0.750774610715994,28.35,447.2464244265097,110.0836883062675,anti-conservative,0.7572722685992114,0.8113067109795573,96.55000000000001,1389.1781131318232,587.9944444444436,anti-conservative,0.711558784676354,0.7091817134076066,28.35,383.2811393659181,218.35000000000002
GSE61915,GSE61915_FilteredDifferentialExpression_min_10reads_3M-24M.xls.gz,anti-conservative,0.7511006364160757,0.6236541331430212,229.65,3277.3149619060837,1445.924800804325,anti-conservative,0.7758678540560168,0.4786342041373453,50.5,744.4452059667481,277.1796677862171,anti-conservative,0.624584884053822,0.5474216118165328,229.65,2725.282453836244,2622.6499999999996,anti-conservative,0.6784648020113137,0.4037848978827056,50.5,650.9869775298555,454.7222222222222
GSE57217,GSE57217_mpk1wt_geneexp_diff.txt.gz,anti-conservative,0.8042559994347825,0.7693893146233269,71.65,1094.873904830541,331.3324306647803,NA,NA,NA,NA,NA,NA,anti-conservative,0.6482619047619047,0.7138964577656676,71.65,882.5113440476189,738.6500000000001,NA,NA,NA,NA,NA,NA
GSE103415,GSE103415_DESeq2_genes_diffexp_by_fc_wildtype_vs_knockout.xls.gz,anti-conservative,0.8540015288165126,0.420029668061264,117.75,1910.6149203447428,382.47598936727036,anti-conservative,0.8471502359486837,0.36149953078502206,39.6,637.3958375277896,135.7541526780343,anti-conservative,0.7934917538570669,0.37580252379898166,117.75,1775.239426316723,582.2499999999995,anti-conservative,0.7995749202975557,0.3235082674335011,39.6,601.6001700318809,188.60000000000014
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,anti-conservative,NA,0.9503476322842302,NA,NA,NA,anti-conservative,NA,0.9291275938608222,NA,NA,NA,anti-conservative,NA,0.9436054848539164,NA,NA,NA,anti-conservative,NA,0.9141274238227147,NA,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-2,anti-conservative,0.8267694268119173,0.2467535812744118,145.3,2282.46235659966,578.4413742105326,NA,NA,NA,NA,NA,NA,anti-conservative,0.7683551349846924,0.1894879314234153,145.3,2121.1980211522405,832.3000000000002,NA,NA,NA,NA,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-3,anti-conservative,0.7428516874797367,0.23060957821211545,133.35,1882.126177983035,877.0577397856919,NA,NA,NA,NA,NA,NA,anti-conservative,0.6458450165689523,0.11504624407850214,133.35,1636.345226229926,1389.35,NA,NA,NA,NA,NA,NA
GSE53040,GSE53040_wtDMSOvswtXP13.txt.gz,anti-conservative,0.8626692038575151,0.6938682962514783,134.70000000000002,2207.829293432538,407.4223410269242,NA,NA,NA,NA,NA,NA,anti-conservative,0.69743839296142,0.6213423353037427,134.70000000000002,1784.954079106162,1110.2714285714296,NA,NA,NA,NA,NA,NA
GSE61915,GSE61915_FilteredDifferentialExpression_min_10reads_3M-29M.xls.gz,anti-conservative,0.8175739943409553,0.7988833985007695,136.70000000000002,2123.484935501763,579.537837281845,anti-conservative,0.7174960088802441,0.6915377443176208,27.700000000000003,377.6181494736725,207.2232440126977,anti-conservative,0.6399655044967353,0.74306786528235,136.70000000000002,1662.1824048293704,1461.1999999999994,anti-conservative,0.5733115468409586,0.6139613120269134,27.700000000000003,301.7338671023965,391.69999999999993
GSE114463,GSE114463_DESeq2_genes_diffexp_by_fc_N2_15_vs_O2_15.csv.gz,anti-conservative,NA,0.9195979192590611,NA,NA,NA,other,NA,NA,NA,NA,NA,anti-conservative,NA,0.9182516689759415,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-1,anti-conservative,0.7699207131426078,0.14576618544553013,146.70000000000002,2146.0000037423906,832.9429060818438,NA,NA,NA,NA,NA,NA,anti-conservative,0.6925542487990723,0.050338209847412295,146.70000000000002,1930.3564576776541,1237.3666666666668,NA,NA,NA,NA,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-3,anti-conservative,0.7127209552782626,0.2222012492942066,123.65,1674.4309762829862,946.9611054911525,NA,NA,NA,NA,NA,NA,anti-conservative,0.6157960757882124,0.09977752309040652,123.65,1446.7205106530366,1465.792857142857,NA,NA,NA,NA,NA,NA
GSE75878,GSE75878_promoters.diff.gz,anti-conservative,NA,0.4373592179024403,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,0.9696081953214164,0.2921877905895481,1308.45,24104.99302019784,779.2394736842143,NA,NA,NA,NA,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_mLN-GF_vs_mLN-SPF.csv.gz,anti-conservative,0.7761287665345601,0.738584483549233,124.80000000000001,1840.3565312067487,683.9631407601141,anti-conservative,0.7549338768725664,0.5346745760765159,30.1,431.7466841834207,185.6497901474321,anti-conservative,0.6081559374198511,0.6663814494737742,124.80000000000001,1442.0593588099507,1527.800000000001,anti-conservative,0.5673611111111111,0.3808353808353808,30.1,324.4738194444444,436.1
GSE114463,GSE114463_DESeq2_genes_diffexp_by_fc_N2_60_vs_O2_60.csv.gz,anti-conservative,0.7376957064877405,0.5907011768664241,30.75,430.9987165154624,207.74322276346936,anti-conservative,0.7897940001073296,0.41931606267856203,1.4000000000000001,21.008520402854966,7.079668364643407,anti-conservative,0.5961734693877551,0.4935400516795866,30.75,348.3143494897959,395.75,anti-conservative,0.9892561983471073,0.5363984674329502,1.4000000000000001,26.314214876033052,0.2888888888888914
GSE113900,GSE113900_Significant_genes.xlsx.gz,anti-conservative,0.7985083675452431,0.15450752536487095,86.95,1319.1757486031188,416.8700854321612,NA,NA,NA,NA,NA,NA,anti-conservative,0.7335923623445826,0.07968941561095219,86.95,1211.9312622113675,599.95,NA,NA,NA,NA,NA,NA
GSE106693,GSE106693_Control_v_zfp-1-1RNAi.xlsx,anti-conservative,NA,0.9359878822431908,NA,NA,NA,anti-conservative,NA,0.9914487552733181,NA,NA,NA,anti-conservative,NA,0.8945593015923547,NA,NA,NA,anti-conservative,NA,0.9661436829066887,NA,NA,NA
GSE75878,GSE75878_splicing.diff.gz,anti-conservative,NA,0.38135940158073645,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,0.9647289702161133,0.23668992375996956,2459.65,45085.0166202492,1708.5973684210549,NA,NA,NA,NA,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_mLN-GF.csv.gz,anti-conservative,0.9012254140345659,0.7554271463793256,173.20000000000002,2965.7525925049495,360.6727045566686,anti-conservative,0.8166350971733026,0.5446982551908621,31.8,493.4109257121094,135.66533531484913,anti-conservative,0.8006812652068126,0.724715338245144,173.20000000000002,2634.8819075425786,819.2000000000003,anti-conservative,0.6939130434782609,0.4641758241758242,31.8,419.2622608695652,266.5142857142856
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_pLN-SPF.csv.gz,anti-conservative,0.9115153064723478,0.887925372871029,68.65,1188.9349899972067,126.61883918270155,anti-conservative,0.7288654115086571,0.7691402555259985,14.4,199.41757658876855,101.77794451472647,anti-conservative,0.6818348144276006,0.850172305764411,68.65,889.3512401986408,608.6499999999999,anti-conservative,0.6084917104731096,0.7234708710723471,14.4,166.48333198544276,176.03636363636366
GSE104604,GSE104604_EIF5A_RNA-seq_genes.xls.gz,anti-conservative,0.7790572328250827,0.6851964275966557,147.15,2178.127164394007,792.9107253981256,anti-conservative,0.8130119450182544,0.523568273330959,44.300000000000004,684.3121541218646,193.5861420518262,anti-conservative,0.6650451950523311,0.6312280701754386,147.15,1859.3666085870598,1408.15,anti-conservative,0.7186757742761778,0.46102999623478225,44.300000000000004,604.9093992082588,329.4818181818183
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-SPF_vs_mLN-SPF.csv.gz,anti-conservative,0.8061259506639644,0.7133138348779664,181.60000000000002,2781.4569801709426,829.8244452719618,anti-conservative,0.8381994658759775,0.5843104375321517,29.8,474.5885375789784,109.29553901025349,anti-conservative,0.6871785793317106,0.6636898117139243,181.60000000000002,2371.0409701261337,1570.7111111111108,anti-conservative,0.7577397769516727,0.5401709401709401,29.8,429.03226171003706,181.02222222222235
GSE87495,GSE87495_results_dds_gencode22.csv.gz,anti-conservative,0.8823987368736357,0.3401706522557032,515.95,8650.198937509094,1306.4967279707253,anti-conservative,0.9077006299044144,0.14995474181928528,75.25,1297.7849756058365,145.3838634088645,anti-conservative,0.8203160302362555,0.29023381045712815,515.95,8041.599060207524,2147.2833333333347,anti-conservative,0.8836526576019778,0.12682137075013492,75.25,1263.4023872064276,188.25
GSE108157,GSE108157_huHrt_ICM.v.NICM_diffexp.xlsx,anti-conservative,NA,0.9797666460477517,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,0.9428241516743024,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19hi TRC,anti-conservative,0.8523870954274996,0.3892204428851642,343.5,5563.104378307576,1130.2325279915813,anti-conservative,0.908769630149584,0.15862183648833322,61.25,1057.5806570865784,116.82756486475682,anti-conservative,0.7389605978260869,0.29546904913848115,343.5,4822.826341711956,2305.5,anti-conservative,0.8938172043010753,0.1445466491458607,61.25,1040.1797715053763,138.25
