Accession,PDAT,suppdata_id,Type,pi0,SRP,fp,rs,ud,QCType,Type_after_filter,QCType_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist,model,taxon,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,citations,source,issn,total_cites,IF,impact_factor_without_journal_self_cites,5-year_impact_factor,immediacy_index,citable_items,cited_half-life,citing_half-life,eigenfactor_score,article_influence_score,%_articles_in_citable_items,average_journal_impact_factor_percentile,normalized_eigenfactor
GSE81707,2017-02-16,GSE81707_N2_HC125_RNA-seq_PairedEnd_gene_exp_diff.xlsx,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,28212751,2017 Feb 16,NA,Mol Cell,Minkina OHunter CP,Hunter CP,Stable Heritable Germline Silencing Directs Somatic Silencing at an Endogenous Locus.,65,4,659-670.e5,English,9802571,1097-2765,1097-4164,Journal Article,PubMed - indexed for MEDLINE,ppublish,28212751S1097-2765(17)30092-810.1016/j.molcel.2017.01.034PMC5389115NIHMS8498132821275128212751pmc-id: PMC5389115;manuscript-id: NIHMS849813;,10.1016/j.molcel.2017.01.034,2016/09/13 00:002016/11/27 00:002017/01/09 00:002017/02/19 06:002017/02/19 06:002017/09/07 06:00,NA,1,9,molecular cell,doi: 10.1016/j.molcel.2017.01.034,2017 Feb 16;65(4):659-670.e5,NA,mol cell,1097-2765,57961,14.714,14.207,14.370,3.013,316,7.2,5.6,0.18412,8.389,92.090,96.025,21.12230
GSE81707,2017-02-16,GSE81707_N2_HC125_RNA-seq_SingleEnd_gene_exp_diff.xlsx,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,28212751,2017 Feb 16,NA,Mol Cell,Minkina OHunter CP,Hunter CP,Stable Heritable Germline Silencing Directs Somatic Silencing at an Endogenous Locus.,65,4,659-670.e5,English,9802571,1097-2765,1097-4164,Journal Article,PubMed - indexed for MEDLINE,ppublish,28212751S1097-2765(17)30092-810.1016/j.molcel.2017.01.034PMC5389115NIHMS8498132821275128212751pmc-id: PMC5389115;manuscript-id: NIHMS849813;,10.1016/j.molcel.2017.01.034,2016/09/13 00:002016/11/27 00:002017/01/09 00:002017/02/19 06:002017/02/19 06:002017/09/07 06:00,NA,1,9,molecular cell,doi: 10.1016/j.molcel.2017.01.034,2017 Feb 16;65(4):659-670.e5,NA,mol cell,1097-2765,57961,14.714,14.207,14.370,3.013,316,7.2,5.6,0.18412,8.389,92.090,96.025,21.12230
GSE81834,2017-08-25,GSE81834_489_614_Gametocyte_Cuffdiff.xlsx.gz-sheet-Diff. Transcription,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Plasmodium yoelii,28787542,2017 Oct,2017 Aug 29,Mol Microbiol,Muñoz EEHart KJWalker MPKennedy MFShipley MMLindner SE,Lindner SE,ALBA4 modulates its stage-specific interactions and specific mRNA fates during Plasmodium yoelii growth and transmission.,106,2,266-284,English,8712028,0950-382X,1365-2958,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2878754210.1111/mmi.13762PMC5688949NIHMS9066272878754228787542pmc-id: PMC5688949;manuscript-id: NIHMS906627;,10.1111/mmi.13762,2017/08/03 00:002017/08/09 06:002017/12/07 06:002017/08/09 06:00,NA,1,6,molecular microbiology,doi: 10.1111/mmi.13762,2017 Oct;106(2):266-284,9,mol microbiol,0950-382X,35415,3.898,3.67,4.135,1.199,282,>10.0,9.0,0.04408,1.702,96.100,74.603,5.06426
GSE81834,2017-08-25,GSE81834_489_614_oo-spz_CuffDiff.xlsx.gz-sheet-Diff Transcription,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Plasmodium yoelii,28787542,2017 Oct,2017 Aug 29,Mol Microbiol,Muñoz EEHart KJWalker MPKennedy MFShipley MMLindner SE,Lindner SE,ALBA4 modulates its stage-specific interactions and specific mRNA fates during Plasmodium yoelii growth and transmission.,106,2,266-284,English,8712028,0950-382X,1365-2958,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2878754210.1111/mmi.13762PMC5688949NIHMS9066272878754228787542pmc-id: PMC5688949;manuscript-id: NIHMS906627;,10.1111/mmi.13762,2017/08/03 00:002017/08/09 06:002017/12/07 06:002017/08/09 06:00,NA,1,6,molecular microbiology,doi: 10.1111/mmi.13762,2017 Oct;106(2):266-284,9,mol microbiol,0950-382X,35415,3.898,3.67,4.135,1.199,282,>10.0,9.0,0.04408,1.702,96.100,74.603,5.06426
GSE81834,2017-08-25,GSE81834_489_614_Schizont_Cuffdiff.xlsx.gz-sheet-Transcript Diff. Expression,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Plasmodium yoelii,28787542,2017 Oct,2017 Aug 29,Mol Microbiol,Muñoz EEHart KJWalker MPKennedy MFShipley MMLindner SE,Lindner SE,ALBA4 modulates its stage-specific interactions and specific mRNA fates during Plasmodium yoelii growth and transmission.,106,2,266-284,English,8712028,0950-382X,1365-2958,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2878754210.1111/mmi.13762PMC5688949NIHMS9066272878754228787542pmc-id: PMC5688949;manuscript-id: NIHMS906627;,10.1111/mmi.13762,2017/08/03 00:002017/08/09 06:002017/12/07 06:002017/08/09 06:00,NA,1,6,molecular microbiology,doi: 10.1111/mmi.13762,2017 Oct;106(2):266-284,9,mol microbiol,0950-382X,35415,3.898,3.67,4.135,1.199,282,>10.0,9.0,0.04408,1.702,96.100,74.603,5.06426
GSE81858,2016-05-25,GSE81858_AA_ABBB_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Equus caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE81865,2017-03-07,GSE81865_RNAseq_uninjured-14dpi.txt.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,0.8608238587334015,0.4637678182524324,26.700000000000003,436.69594353545455,82.01916774057679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Danio rerio,28245924,2017 Feb 27,NA,Dev Cell,Goldman JAKuzu GLee NKarasik JGemberling MFoglia MJKarra RDickson ALSun FTolstorukov MYPoss KD,Poss KD,Resolving Heart Regeneration by Replacement Histone Profiling.,40,4,392-404.e5,English,101120028,1534-5807,1878-1551,Journal Article,PubMed - indexed for MEDLINE,ppublish,28245924S1534-5807(17)30040-010.1016/j.devcel.2017.01.013PMC5367476NIHMS8481742824592428245924pmc-id: PMC5367476;manuscript-id: NIHMS848174;,10.1016/j.devcel.2017.01.013,2016/05/17 00:002016/11/07 00:002017/01/26 00:002017/03/02 06:002017/03/02 06:002017/06/20 06:00,NA,1,10,developmental cell,doi: 10.1016/j.devcel.2017.01.013,2017 Feb 27;40(4):392-404.e5,NA,dev cell,1534-5807,25598,9.174,8.933,9.833,1.868,182,7.2,6.5,0.07613,5.262,89.560,92.346,8.73055
GSE81913,2016-10-18,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv,anti-conservative,0.6288201087104534,0.804021373604563,420.45000000000005,6422.964944108731,1947.1933300385863,NA,NA,NA,0.8142768181755552,0.4298183321416674,42.25,653.6607157904269,183.09410372705702,0.6890244954286701,0.5668708906156605,420.45000000000005,5504.306632956702,3605.449999999999,0.7346909060653966,0.368052999631947,42.25,589.773124843997,289.8863636363635,Other taxa,Danio rerio,27760340,2016 Oct 18,NA,Immunity,Cronan MRBeerman RWRosenberg AFSaelens JWJohnson MGOehlers SHSisk DMJurcic Smith KLMedvitz NAMiller SETrinh LAFraser SEMadden JFTurner JStout JELee STobin DM,Tobin DM,Macrophage Epithelial Reprogramming Underlies Mycobacterial Granuloma Formation and Promotes Infection.,45,4,861-876,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish,27760340S1074-7613(16)30383-110.1016/j.immuni.2016.09.014PMC5268069NIHMS8202342776034027760340pmc-id: PMC5268069;manuscript-id: NIHMS820234;,10.1016/j.immuni.2016.09.014,2015/12/10 00:002016/07/21 00:002016/07/29 00:002016/10/21 06:002017/09/07 06:002016/10/21 06:00,Immunity. 2016 Oct 18;45(4):710-711. PMID: 27760333,1,35,immunity,doi: 10.1016/j.immuni.2016.09.014,2016 Oct 18;45(4):861-876,59,immunity,1074-7613,43303,22.845,22.031,22.928,4.036,195,6.8,5.8,0.14937,12.696,88.720,98.344,17.14701
GSE81913,2016-10-18,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down,anti-conservative,0.5949227840045878,0.7592096490301972,251,3620.67081622501,1512.532388440858,NA,NA,NA,0.7894151872525771,0.4815041346457683,36.45,546.7094879317722,184.7450041793602,0.6263736263736264,0.5090174329872531,251,2987.1758241758243,2844.666666666666,0.6994170033051781,0.4147861594670106,36.45,484.38124563900107,297.6318181818182,Other taxa,Danio rerio,27760340,2016 Oct 18,NA,Immunity,Cronan MRBeerman RWRosenberg AFSaelens JWJohnson MGOehlers SHSisk DMJurcic Smith KLMedvitz NAMiller SETrinh LAFraser SEMadden JFTurner JStout JELee STobin DM,Tobin DM,Macrophage Epithelial Reprogramming Underlies Mycobacterial Granuloma Formation and Promotes Infection.,45,4,861-876,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish,27760340S1074-7613(16)30383-110.1016/j.immuni.2016.09.014PMC5268069NIHMS8202342776034027760340pmc-id: PMC5268069;manuscript-id: NIHMS820234;,10.1016/j.immuni.2016.09.014,2015/12/10 00:002016/07/21 00:002016/07/29 00:002016/10/21 06:002017/09/07 06:002016/10/21 06:00,Immunity. 2016 Oct 18;45(4):710-711. PMID: 27760333,1,35,immunity,doi: 10.1016/j.immuni.2016.09.014,2016 Oct 18;45(4):861-876,59,immunity,1074-7613,43303,22.845,22.031,22.928,4.036,195,6.8,5.8,0.14937,12.696,88.720,98.344,17.14701
GSE81913,2016-10-18,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up,anti-conservative,0.6754415695015964,0.880897385727956,169.45000000000002,2836.09317822044,435.3024858425233,NA,NA,NA,NA,NA,NA,NA,NA,0.7898052572981338,0.6380086479544788,169.45000000000002,2542.8175161342065,856.8346153846151,NA,NA,NA,NA,NA,Other taxa,Danio rerio,27760340,2016 Oct 18,NA,Immunity,Cronan MRBeerman RWRosenberg AFSaelens JWJohnson MGOehlers SHSisk DMJurcic Smith KLMedvitz NAMiller SETrinh LAFraser SEMadden JFTurner JStout JELee STobin DM,Tobin DM,Macrophage Epithelial Reprogramming Underlies Mycobacterial Granuloma Formation and Promotes Infection.,45,4,861-876,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish,27760340S1074-7613(16)30383-110.1016/j.immuni.2016.09.014PMC5268069NIHMS8202342776034027760340pmc-id: PMC5268069;manuscript-id: NIHMS820234;,10.1016/j.immuni.2016.09.014,2015/12/10 00:002016/07/21 00:002016/07/29 00:002016/10/21 06:002017/09/07 06:002016/10/21 06:00,Immunity. 2016 Oct 18;45(4):710-711. PMID: 27760333,1,35,immunity,doi: 10.1016/j.immuni.2016.09.014,2016 Oct 18;45(4):861-876,59,immunity,1074-7613,43303,22.845,22.031,22.928,4.036,195,6.8,5.8,0.14937,12.696,88.720,98.344,17.14701
GSE82008,2017-09-11,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz-set-0,anti-conservative,0.8110914146708256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9576803029140124,0.7973790479350154,151.55,2757.592548225753,127.24230769230735,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28886380,2017 Sep 7,NA,Cell,Grinberg-Bleyer YOh HDesrichard ABhatt DMCaron RChan TASchmid RMKlein UHayden MSGhosh S,Ghosh S,NF-κB c-Rel Is Crucial for the Regulatory T Cell Immune Checkpoint in Cancer.,170,6,1096-1108.e13,English,0413066,0092-8674,1097-4172,Journal Article,PubMed - indexed for MEDLINE,ppublish,28886380S0092-8674(17)30892-910.1016/j.cell.2017.08.004PMC5633372NIHMS9029572888638028886380pmc-id: PMC5633372;manuscript-id: NIHMS902957;,10.1016/j.cell.2017.08.004,2016/05/26 00:002017/07/02 00:002017/08/01 00:002017/09/09 06:002017/09/09 06:002017/09/28 06:00,Immunity. 2017 Sep 19;47(3):391-393. PMID: 28930651,1,36,cell,doi: 10.1016/j.cell.2017.08.004,2017 Sep 7;170(6):1096-1108.e13,60,cell,0092-8674,217952,30.41,29.638,34.103,6.358,455,9.1,5.3,0.59398,20.067,86.810,99.519,68.14412
GSE82008,2017-09-11,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz-set-1,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28886380,2017 Sep 7,NA,Cell,Grinberg-Bleyer YOh HDesrichard ABhatt DMCaron RChan TASchmid RMKlein UHayden MSGhosh S,Ghosh S,NF-κB c-Rel Is Crucial for the Regulatory T Cell Immune Checkpoint in Cancer.,170,6,1096-1108.e13,English,0413066,0092-8674,1097-4172,Journal Article,PubMed - indexed for MEDLINE,ppublish,28886380S0092-8674(17)30892-910.1016/j.cell.2017.08.004PMC5633372NIHMS9029572888638028886380pmc-id: PMC5633372;manuscript-id: NIHMS902957;,10.1016/j.cell.2017.08.004,2016/05/26 00:002017/07/02 00:002017/08/01 00:002017/09/09 06:002017/09/09 06:002017/09/28 06:00,Immunity. 2017 Sep 19;47(3):391-393. PMID: 28930651,1,36,cell,doi: 10.1016/j.cell.2017.08.004,2017 Sep 7;170(6):1096-1108.e13,60,cell,0092-8674,217952,30.41,29.638,34.103,6.358,455,9.1,5.3,0.59398,20.067,86.810,99.519,68.14412
GSE82008,2017-09-11,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz-set-2,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28886380,2017 Sep 7,NA,Cell,Grinberg-Bleyer YOh HDesrichard ABhatt DMCaron RChan TASchmid RMKlein UHayden MSGhosh S,Ghosh S,NF-κB c-Rel Is Crucial for the Regulatory T Cell Immune Checkpoint in Cancer.,170,6,1096-1108.e13,English,0413066,0092-8674,1097-4172,Journal Article,PubMed - indexed for MEDLINE,ppublish,28886380S0092-8674(17)30892-910.1016/j.cell.2017.08.004PMC5633372NIHMS9029572888638028886380pmc-id: PMC5633372;manuscript-id: NIHMS902957;,10.1016/j.cell.2017.08.004,2016/05/26 00:002017/07/02 00:002017/08/01 00:002017/09/09 06:002017/09/09 06:002017/09/28 06:00,Immunity. 2017 Sep 19;47(3):391-393. PMID: 28930651,1,36,cell,doi: 10.1016/j.cell.2017.08.004,2017 Sep 7;170(6):1096-1108.e13,60,cell,0092-8674,217952,30.41,29.638,34.103,6.358,455,9.1,5.3,0.59398,20.067,86.810,99.519,68.14412
GSE82008,2017-09-11,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz-set-3,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28886380,2017 Sep 7,NA,Cell,Grinberg-Bleyer YOh HDesrichard ABhatt DMCaron RChan TASchmid RMKlein UHayden MSGhosh S,Ghosh S,NF-κB c-Rel Is Crucial for the Regulatory T Cell Immune Checkpoint in Cancer.,170,6,1096-1108.e13,English,0413066,0092-8674,1097-4172,Journal Article,PubMed - indexed for MEDLINE,ppublish,28886380S0092-8674(17)30892-910.1016/j.cell.2017.08.004PMC5633372NIHMS9029572888638028886380pmc-id: PMC5633372;manuscript-id: NIHMS902957;,10.1016/j.cell.2017.08.004,2016/05/26 00:002017/07/02 00:002017/08/01 00:002017/09/09 06:002017/09/09 06:002017/09/28 06:00,Immunity. 2017 Sep 19;47(3):391-393. PMID: 28930651,1,36,cell,doi: 10.1016/j.cell.2017.08.004,2017 Sep 7;170(6):1096-1108.e13,60,cell,0092-8674,217952,30.41,29.638,34.103,6.358,455,9.1,5.3,0.59398,20.067,86.810,99.519,68.14412
GSE82008,2017-09-11,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz-set-4,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28886380,2017 Sep 7,NA,Cell,Grinberg-Bleyer YOh HDesrichard ABhatt DMCaron RChan TASchmid RMKlein UHayden MSGhosh S,Ghosh S,NF-κB c-Rel Is Crucial for the Regulatory T Cell Immune Checkpoint in Cancer.,170,6,1096-1108.e13,English,0413066,0092-8674,1097-4172,Journal Article,PubMed - indexed for MEDLINE,ppublish,28886380S0092-8674(17)30892-910.1016/j.cell.2017.08.004PMC5633372NIHMS9029572888638028886380pmc-id: PMC5633372;manuscript-id: NIHMS902957;,10.1016/j.cell.2017.08.004,2016/05/26 00:002017/07/02 00:002017/08/01 00:002017/09/09 06:002017/09/09 06:002017/09/28 06:00,Immunity. 2017 Sep 19;47(3):391-393. PMID: 28930651,1,36,cell,doi: 10.1016/j.cell.2017.08.004,2017 Sep 7;170(6):1096-1108.e13,60,cell,0092-8674,217952,30.41,29.638,34.103,6.358,455,9.1,5.3,0.59398,20.067,86.810,99.519,68.14412
GSE82134,2017-02-09,GSE82134_NCBI_res_root_deseq_full.xlsx,anti-conservative,0.6633862690869957,0.9984241334516767,388.3,7366.073729366435,11.644621002270469,NA,NA,NA,NA,NA,NA,NA,NA,0.8804838544685785,0.6182970637234486,388.3,6495.9457331128315,1001.4428571428571,NA,NA,NA,NA,NA,Other taxa,Hordeum vulgare,27446155,2016,2016 Jun 24,Front Plant Sci,Pacak ABarciszewska-Pacak MSwida-Barteczka AKruszka KSega PMilanowska KJakobsen IJarmolowski ASzweykowska-Kulinska Z,Szweykowska-Kulinska Z,Heat Stress Affects Pi-related Genes Expression and Inorganic Phosphate Deposition/Accumulation in Barley.,7,NA,926,English,101568200,NA,1664-462X,Journal Article,PubMed,NA,2744615510.3389/fpls.2016.00926PMC49193262744615527446155pmc-id: PMC4919326;,10.3389/fpls.2016.00926,2016/03/09 00:002016/06/10 00:002016/07/23 06:002016/07/23 06:002016/07/23 06:01,NA,1,3,frontiers in plant science,doi: 10.3389/fpls.2016.00926,2016;7:926,10,front plant sci,1664-462X,13463,4.291,3.577,4.672,0.525,1921,2.5,7.8,0.05001,1.306,86.730,90.802,5.72978
GSE82164,2017-06-01,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE82164,2017-06-01,GSE82164_Cuffdiff_transcript_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE82210,2016-12-28,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28041882,2017 Jan 18,2016 Dec 29,Neuron,He DWang JLu YDeng YZhao CXu LChen YHu YCZhou WLu QR,Lu QR,lncRNA Functional Networks in Oligodendrocytes Reveal Stage-Specific Myelination Control by an lncOL1/Suz12 Complex in the CNS.,93,2,362-378,English,8809320,0896-6273,1097-4199,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28041882S0896-6273(16)30912-610.1016/j.neuron.2016.11.044PMC5600615NIHMS8937632804188228041882pmc-id: PMC5600615;manuscript-id: NIHMS893763;,10.1016/j.neuron.2016.11.044,2016/06/16 00:002016/10/09 00:002016/11/21 00:002017/01/04 06:002017/07/27 06:002017/01/03 06:00,NA,1,14,neuron,doi: 10.1016/j.neuron.2016.11.044,2017 Jan 18;93(2):362-378,NA,neuron,0896-6273,82253,14.024,13.254,15.832,2.955,374,8.4,7.1,0.22658,8.618,91.440,97.876,26.01983
GSE83134,2016-10-05,GSE83134_RYBPfl.DESeq2.Output.txt.gz-set-0,anti-conservative,0.9797912067898764,NA,NA,NA,NA,NA,NA,NA,NA,0.9904929960774811,NA,NA,NA,NA,0.9679011533209391,NA,NA,NA,NA,0.977683315621679,NA,NA,NA,Human and mouse,Mus musculus,27705745,2016 Oct 5,2016 Oct 5,Elife,Rose NRKing HWBlackledge NPFursova NAEmber KJFischer RKessler BMKlose RJ,Klose RJ,RYBP stimulates PRC1 to shape chromatin-based communication between Polycomb repressive complexes.,5,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2770574510.7554/eLife.18591PMC50653152770574527705745pmc-id: PMC5065315;,10.7554/eLife.18591,2016/06/09 00:002016/10/01 00:002016/10/06 06:002017/11/01 06:002016/10/06 06:00,NA,1,9,elife,pii: e18591. doi: 10.7554/eLife.18591,2016 Oct 5;5,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE83137,2016-07-01,GSE83137_H2_vs_Lanact_pval.csv.gz,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Streptomyces albus,27412461,2016 Nov,2016 Jul 13,Appl Microbiol Biotechnol,Myronovskyi MBrötz ERosenkränzer BManderscheid NTokovenko BRebets YLuzhetskyy A,Luzhetskyy A,Generation of new compounds through unbalanced transcription of landomycin A cluster.,100,21,9175-9186,English,8406612,0175-7598,1432-0614,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2741246110.1007/s00253-016-7721-310.1007/s00253-016-7721-32741246127412461,10.1007/s00253-016-7721-3,2016/04/29 00:002016/06/30 00:002016/06/28 00:002016/07/15 06:002017/01/19 06:002016/07/15 06:00,NA,1,2,applied microbiology and biotechnology,NA,2016 Nov;100(21):9175-9186,8,appl microbiol biot,0175-7598,36332,3.42,3.079,3.716,0.681,874,6.8,7.7,0.05142,0.887,79.290,72.813,5.89978
GSE83214,2017-09-07,GSE83214_ein2_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Arabidopsis thaliana,28874528,2017 Sep 19,2017 Sep 5,Proc Natl Acad Sci U S A,Zhang FWang LQi BZhao BKo EERiggan NDChin KQiao H,Qiao H,EIN2 mediates direct regulation of histone acetylation in the ethylene response.,114,38,10274-10279,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28874528170793711410.1073/pnas.1707937114PMC56172892887452828874528pmc-id: PMC5617289;,10.1073/pnas.1707937114,2017/09/07 06:002018/06/09 06:002017/09/07 06:00,NA,1,12,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1707937114,2017 Sep 19;114(38):10274-10279,20,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83214,2017-09-07,GSE83214_ein3eil1_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Arabidopsis thaliana,28874528,2017 Sep 19,2017 Sep 5,Proc Natl Acad Sci U S A,Zhang FWang LQi BZhao BKo EERiggan NDChin KQiao H,Qiao H,EIN2 mediates direct regulation of histone acetylation in the ethylene response.,114,38,10274-10279,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28874528170793711410.1073/pnas.1707937114PMC56172892887452828874528pmc-id: PMC5617289;,10.1073/pnas.1707937114,2017/09/07 06:002018/06/09 06:002017/09/07 06:00,NA,1,12,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1707937114,2017 Sep 19;114(38):10274-10279,20,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE83214,2017-09-07,GSE83214_ENAP1ox_ein2_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Arabidopsis thaliana,28874528,2017 Sep 19,2017 Sep 5,Proc Natl Acad Sci U S A,Zhang FWang LQi BZhao BKo EERiggan NDChin KQiao H,Qiao H,EIN2 mediates direct regulation of histone acetylation in the ethylene response.,114,38,10274-10279,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28874528170793711410.1073/pnas.1707937114PMC56172892887452828874528pmc-id: PMC5617289;,10.1073/pnas.1707937114,2017/09/07 06:002018/06/09 06:002017/09/07 06:00,NA,1,12,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1707937114,2017 Sep 19;114(38):10274-10279,20,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
