suppdata_id,Filter,human,nnet,Type,classifier
GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_30-35_mm_vs_15-20_mm,raw,conservative,conservative,conservative,human
GSE84606_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE84610_mouse_RNAseq_summary.txt.gz,raw,conservative,conservative,conservative,human
GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE84699_RNAseq_pcbp1kd_vs_control_DESeq2.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE84699_RNAseq_pcbp1kd_vs_control_DESeq2.txt.gz,raw,spiky,spiky,spiky,human
GSE84737_All_genes_unfiltered_DE.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE84737_Genes_filtered_DE.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE84786_gene_exp.xls.gz-sheet-Fold change,raw,conservative,conservative,conservative,human
GSE84786_gene_exp.xls.gz-sheet-gene_exp,raw,conservative,conservative,conservative,human
GSE84786_isoform_exp.xlsx-sheet-Fold change,raw,conservative,conservative,conservative,human
GSE84786_isoform_exp.xlsx-sheet-isoform_exp,raw,conservative,conservative,conservative,human
GSE84798_gene_exp.diff.gz,raw,conservative,bimodal,conservative,human
GSE84875_human_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE84875_mouse_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE84933_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE85049_deseq2_mll3li_p53.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85049_deseq2_mll3li_p53.txt.gz,raw,spiky,spiky,spiky,human
GSE85308_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE85308_processed_data.txt.gz,raw,conservative,conservative,conservative,human
GSE85321_Supplemental_Table_2_YAD_RNA_seq_.xls.gz-sheet-YAD_Diff analysis,raw,bimodal,bimodal,bimodal,human
GSE85321_Supplemental_Table_3_YGD_RNA_seq_.xls.gz-sheet-YGD_Diff analysis,raw,bimodal,bimodal,bimodal,human
GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz-sheet-YAR diff. analysis,raw,bimodal,bimodal,bimodal,human
GSE85321_Supplemental_Table_6_JHD2_OE_YAD_.xls.gz-sheet-OE_EV_YAD_Diff analysis,raw,conservative,conservative,conservative,human
GSE85321_Supplemental_Table_7_JHD2_OE_YAR_.xls.gz-sheet-OE_EV_YAR_Diff analysis,raw,conservative,bimodal,conservative,human
GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE85329_IGF_project_IGF_results.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85329_IGF_project_IGF_results.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_H3WT_EPZ,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_K27M_DMSO,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_EPZ_x_K27M_EPZ,raw,other,other,other,human
GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-K27M_DMSO_x_K27M_EPZ,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85402_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE85416_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE85442_cuffdiff.gene_exp_diff.allg.txt.gz,raw,conservative,conservative,conservative,human
GSE85442_cuffdiff.isoform_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE85442_cuffdiff.tss_group_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE85554_deg_and_counts_table_new_read_counts.txt.gz,basemean,other,uniform,other,human
GSE85554_deg_and_counts_table_new_read_counts.txt.gz,raw,spiky,uniform,spiky,human
GSE85565_Result_Table.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85565_Result_Table.csv.gz,raw,spiky,bimodal,spiky,human
GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control,raw,conservative,conservative,conservative,human
GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,basemean,other,other,other,human
GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,raw,spiky,other,spiky,human
GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85643_gene_exp.diff.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE85643_isoform_exp.diff.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE85653_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE85863_Galaxy238-_Cuffdiff_on_data_40__data_35__and_others_gene_differential_expression_testing_.txt.gz,raw,conservative,conservative,conservative,human
GSE85883_C_DL_expression.diff.xlsx-sheet-gene_exp,raw,bimodal,bimodal,bimodal,human
GSE85883_CM_D_expression.diff.xlsx-sheet-gene_exp,raw,conservative,conservative,conservative,human
GSE85883_CM_L_expression.diff.xlsx-sheet-gene_exp,raw,conservative,conservative,conservative,human
GSE85883_M_DL_expression.diff.xlsx-sheet-gene_exp,raw,bimodal,bimodal,bimodal,human
GSE85950_EHEC_plusminus_Symbioflor.xlsx,raw,spiky,uniform,spiky,human
GSE86054_gene_expression.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE86054_gene_expression.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86077_glp-1_EVvs28_D4.diff.gz,raw,conservative,conservative,conservative,human
GSE86077_N2_EVvs28_D4.diff.gz,raw,conservative,conservative,conservative,human
GSE86159_significance_calls_genes_overexpression.txt.gz,raw,conservative,conservative,conservative,human
GSE86159_significance_calls_genes_tam_timecourse.txt.gz,raw,conservative,conservative,conservative,human
GSE86187_p0wt-ko-gene_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE86187_p6wt-ko_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE86202_1_TreatVSControl_circRNA_differential_expression.xlsx,raw,spiky,spiky,spiky,human
GSE86202_Gene_differential_expression.xlsx,raw,conservative,conservative,conservative,human
GSE86203_Rps26_dependent_recognition-DESeq.xlsx.gz-sheet-DESeq,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE86203_Rps26_dependent_recognition-DESeq.xlsx.gz-sheet-DESeq,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vElu_DiffExp,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vElu_DiffExp,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vFT_DiffExp,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vFT_DiffExp,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01dT,raw,other,other,other,human
GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86239_ETS2shRNA_gene_exp.diff.gz,raw,spiky,bimodal,spiky,human
GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE86301_shCdGAP_vs_shCtl_fpkm_counts.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE86301_shCdGAP_vs_shCtl_fpkm_counts.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE86323_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE86442_gene_differential_expression.txt.gz,raw,conservative,conservative,conservative,human
GSE86460_EVI1_vs_EVI1GATA2.gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE86476_DESeq2_DEXUS_edgeR_results.xlsx-sheet-DESeq2,basemean,uniform,uniform,uniform,human
GSE86476_DESeq2_DEXUS_edgeR_results.xlsx-sheet-DESeq2,raw,uniform,uniform,uniform,human
GSE86476_DESeq2_DEXUS_edgeR_results.xlsx-sheet-DEXUS,raw,uniform,uniform,uniform,human
GSE86521_DESeq_out_KO_vs_WT.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE86521_DESeq_out_KO_vs_WT.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE86837_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE86867_WT_quiescent_456_vs_WT_dividing_123.txt.gz,raw,conservative,conservative,conservative,human
GSE86907_Ooi_lab_M_musculus_wt_and_drosha_long_cuffdiff_out.txt.gz,raw,conservative,conservative,conservative,human
GSE86907_Ooi_lab_M_musculus_wt_and_drosha_mRNA_cuffdiff_out.txt.gz,raw,conservative,conservative,conservative,human
GSE86907_Ooi_lab_M_musculus_wt_and_drosha_short_cuffdiff_out.txt.gz,raw,conservative,conservative,conservative,human
GSE86909_control_vs_nfia.gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE86909_control_vs_nfia.isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE86950_cuffdiff_WGS7_ATCC55737.xlsx,raw,bimodal,bimodal,bimodal,human
GSE87071_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE87071_T0_T60_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE87071_T60_T120_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87167_all_genes.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,raw,conservative,conservative,conservative,human
GSE87240_gene_expnorliver.diff.gz,raw,conservative,conservative,conservative,human
GSE87240_gene_expsk.diff.gz,raw,conservative,conservative,conservative,human
GSE87240_hep_gene_exphep.diff.gz,raw,conservative,conservative,conservative,human
GSE87307_mRNA_processed_results.xlsx,raw,bimodal,bimodal,bimodal,human
GSE87315_CuffDiff_RNA-seq.csv.gz,raw,bimodal,bimodal,bimodal,human
GSE87398_gene_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87398_genes_group_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87441_gene_exp_CTRL_HDAC2-KD_statistics.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE87441_gene_exp_CTRL_SP3-KD_statistics.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-0,raw,anti-conservative,NA,anti-conservative,human
GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-0,raw,anti-conservative,NA,anti-conservative,human
GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87448_MYC_vs_CTRL_at_2fold-p005-3502_genes_Myc_Only.txt.gz-set-0,raw,anti-conservative,NA,anti-conservative,human
GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87495_results_dds_gencode22.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE87495_results_dds_gencode22.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87532_gene_exp.diff.name.txt.gz,raw,bimodal,conservative,bimodal,human
GSE87626_nc_vs_19_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE87635_CNOT3KO-WT.txt.gz,raw,conservative,conservative,conservative,human
GSE87706_SM_vs_RODI.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE87706_SM_vs_RODI.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,raw,spiky,spiky,spiky,human
GSE87824_processed_data.xlsx,raw,bimodal,bimodal,bimodal,human
GSE87855_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE87862_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE87890_vgat1_csv.csv.gz,raw,conservative,conservative,conservative,human
GSE87890_vgat2_csv.csv.gz,raw,conservative,conservative,conservative,human
GSE87890_vglut1_csv.csv.gz,raw,conservative,conservative,conservative,human
GSE87890_vglut2_csv.csv.gz,raw,conservative,conservative,conservative,human
GSE87890_vglut3_csv.csv.gz,raw,conservative,conservative,conservative,human
GSE87916_S15207_DeSeq.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE88700_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE88970_Whsc1_proB_DE.xlsx-sheet-4P_05_WT_vs_KO_results,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE88970_Whsc1_proB_DE.xlsx-sheet-4P_05_WT_vs_KO_results,raw,spiky,spiky,spiky,human
GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-0,raw,bimodal,anti-conservative,bimodal,human
GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-1,raw,bimodal,bimodal,bimodal,human
GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-2,raw,bimodal,bimodal,bimodal,human
GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-3,raw,bimodal,anti-conservative,bimodal,human
GSE89115_DEG.xls.gz-sheet-DEG_setC_setA,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89115_DEG.xls.gz-sheet-DEG_setC_setA,raw,spiky,anti-conservative,spiky,human
GSE89115_DEG.xls.gz-sheet-DEG_setC_setE,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89115_DEG.xls.gz-sheet-DEG_setC_setE,raw,spiky,spiky,spiky,human
GSE89115_DEG.xls.gz-sheet-DEG_setE_setA,basemean,uniform,uniform,uniform,human
GSE89115_DEG.xls.gz-sheet-DEG_setE_setA,raw,spiky,spiky,spiky,human
GSE89165_expression_table.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,raw,conservative,conservative,conservative,human
GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz,raw,conservative,conservative,conservative,human
GSE89238_SET2_KO_DESeq2_output.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89238_SET2_KO_DESeq2_output.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89245_2hr_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89245_4hr_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89245_6hr_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89319_4hpf_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89319_5hpf_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89319_6hpf_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89319_7hpf_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE89364_mav_RNASeq_exp_deqiangs.xlsx,raw,conservative,conservative,conservative,human
GSE89504_gene_exp.tabular.txt.gz,raw,bimodal,uniform,bimodal,human
GSE89504_TSS_groups_exp.tabular.txt.gz,raw,bimodal,uniform,bimodal,human
GSE89549_gene_exp.xlsx,raw,conservative,conservative,conservative,human
GSE89572_24h_DEGs.txt.gz,raw,conservative,conservative,conservative,human
GSE89572_2h_DEGs.txt.gz,raw,conservative,conservative,conservative,human
GSE89572_7d_DEGs.txt.gz,raw,conservative,conservative,conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant-set-0,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant-set-1,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_stau_deseq_ALL,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_stau_deseq_ALL,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_upf_deseq_ALL,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_upf_deseq_ALL,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant-set-0,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant-set-1,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_stau_deseq_ALL,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_stau_deseq_ALL,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_upf_deseq_ALL,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_upf_deseq_ALL,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89773_combined_expression_table.txt.gz-set-0,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89773_combined_expression_table.txt.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89773_combined_expression_table.txt.gz-set-1,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE89773_combined_expression_table.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE89796_161107_Supplementary_Information_FD2MinDiffExp.txt.gz,raw,conservative,conservative,conservative,human
GSE89796_161107_Supplementary_Information_FD2ProDiffExp.txt.gz,raw,conservative,conservative,conservative,human
GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,raw,conservative,conservative,conservative,human
GSE89796_161107_Supplementary_Information_hMSCProDiffExp.txt.gz,raw,conservative,conservative,conservative,human
GSE90022_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Pre-MI,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Sfrp2_12dP-MI,raw,uniform,uniform,uniform,human
GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Vehicle_12dP-MI,raw,uniform,uniform,uniform,human
GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_v Vehicle_12dP-MI,raw,other,other,other,human
GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_vs_Pre-MI,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90615_DifferentialExpression.xlsx-sheet-Vehicle_12dP-MI_vs_Pre-MI,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,raw,conservative,conservative,conservative,human
GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz,raw,conservative,conservative,conservative,human
GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE90899_WTvsUPF1aKO_DEXSeq.csv.gz,raw,conservative,conservative,conservative,human
GSE90921_deseq_res.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE90921_deseq_res.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE90925_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE90969_Master_Deseq_EMC3_AT2.xlsx-sheet-Sheet1-set-0,raw,conservative,conservative,conservative,human
GSE90974_Cuffdiff_Gene_Rb_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Rb_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Rb_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_RbvRv_24.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_RbvRv_36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_RbvRv_48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_RbvRv_Global.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Rv_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Rv_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Rv_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Sb_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Sb_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Sb_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SbvSv_24.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SbvSv_36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SbvSv_48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SbvSv_Global.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Sv_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Sv_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_Sv_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SvvRv_24.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SvvRv_36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SvvRv_48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Gene_SvvRv_Global.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Rb_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Rb_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Rb_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_RbvRv_24.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_RbvRv_36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_RbvRv_48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_RbvRv_Global.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Rv_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Rv_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Rv_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Sb_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Sb_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Sb_36v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SbvSv_24.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SbvSv_36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SbvSv_48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_SbvSv_Global.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Sv_24v36.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Sv_24v48.txt.gz,raw,conservative,NA,conservative,human
GSE90974_Cuffdiff_Transcript_Sv_36v48.txt.gz,raw,conservative,NA,conservative,human
