Accession,suppdata_id,instrument_model
GSE56013,GSE56013_F.G9amutant_fatbody_DCVrel.Mock.txt.gz,Illumina HiSeq 2000
GSE49313,GSE49313_DRRi_GFPi_cds_exp.diff.txt.gz,Illumina Genome Analyzer IIx
GSE48230,GSE48230_PC3-EMT14_v_PC3-EMT14-OVOL2_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE35616,GSE35616_DESeq.txt.gz,Illumina HiSeq 2000
GSE36710,GSE36710_RBFOX1_Transcriptional_Events.txt.gz,Illumina Genome Analyzer II
GSE121795,GSE121795_ResultsDESeqpaired.csv.gz,Illumina HiSeq 2500
GSE115266,GSE115266_Horvath01_DESeq2_Differential_Gene_Expression.csv.gz,Illumina HiSeq 2000
GSE110971,GSE110971_Sm_vs_PBS_Gexon_KwGn_DESeq2-All_2.anntNM.txt.gz,Illumina HiSeq 2000
GSE72286,GSE72286_548B_Ter119+-gene_exp.diff.gz,Illumina NextSeq 500
GSE102987,GSE102987_klph_ko_wt_gene_exp.diff.gz,Illumina HiSeq 2000
GSE104420,GSE104420_HC_cuffdiffresult.txt.gz,Illumina HiSeq 2500
GSE77422,GSE77422_H358_Control-GNF5.xlsx-sheet-Sheet1,Illumina HiSeq 2000
GSE75332,GSE75332_Ad_AGGF1vsAd_NC.Differential_analysis_results.txt.gz,Illumina Genome Analyzer
GSE86202,GSE86202_1_TreatVSControl_circRNA_differential_expression.xlsx,Illumina HiSeq 2500
GSE75962,GSE75962_control_vs_H2O2.DEseq.txt.gz,Illumina HiSeq 2000
GSE74196,GSE74196_SnapC_gene_exp.diff.gz,Illumina HiSeq 2500
GSE68360,GSE68360_gene_exp.diff.gz,Illumina HiSeq 2000
GSE70283,GSE70283_cuffdiff_gene_exp.diff.gz,Illumina HiSeq 2000
GSE57397,GSE57397_degexp.KO-REC-REP2-RNA.vs.KO-HS-REP2-RNA.output_score.txt.gz,Illumina HiSeq 2000
GSE56013,GSE56013_I.G9amutant_rel.to_Wildtype_DCV_WholeFly.txt.gz,Illumina HiSeq 2000
GSE58082,GSE58082_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE51037,GSE51037_Untreated_Nitrate_Processed_CunninghamBussel.xlsx.gz,Illumina HiSeq 2000
GSE49313,GSE49313_PhanDRR1.2_PhanGFP_cds_exp.diff.txt.gz,Illumina Genome Analyzer IIx
GSE48230,GSE48230_PC3-EMT14_v_PC3-EMT14-OVOL2_isoform_exp.diff.txt.gz,Illumina HiSeq 2000
GSE122950,GSE122950_isoform_exp_diff.xls.gz-sheet-Control_vs_Treated,Illumina HiSeq 2000
GSE115102,GSE115102_RNAseq_p53KO_vs_p53CryKO_UV_CuffDiff.xlsx-sheet-p53_KO,Illumina HiSeq 2500
GSE115102,GSE115102_RNAseq_p53KO_vs_p53CryKO_UV_CuffDiff.xlsx-sheet-p53_Cry_TKO,Illumina HiSeq 2500
GSE106440,GSE106440_gene_exp.diff.gz,Illumina HiSeq 2500
GSE72286,GSE72286_560I548B_Ter119+gene_exp.diff.gz,Illumina NextSeq 500
GSE107133,GSE107133_20141113_Rodriguez_Maize_MACE.txt.gz,Illumina HiSeq 2000
GSE110998,GSE110998_gene_exp_N2_vs_fog2_N6_PC_GEO.xlsx.gz-sheet-gene_exp.diff,Illumina HiSeq 2000
GSE111244,GSE111244_gene_exp.diff.Th0_48h.txt.gz,Illumina HiSeq 2000
GSE103670,GSE103670_gene_exp.diff.gz,Illumina HiSeq 2500
GSE93748,GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,Illumina HiSeq 2500
GSE96814,GSE96814_Deseq2_MS2RsaA.xlsx-sheet-Feuil1,Illumina HiSeq 2500
GSE89004,GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,Illumina HiSeq 2500
GSE77422,GSE77422_PC9M_Control-GNF5.xlsx,Illumina HiSeq 2000
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Grain,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Grain,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Root,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Root,Illumina HiSeq 2000
GSE70833,GSE70833_Rennoll_et_al_processed_data.xlsx-sheet-Cuffdiff,Illumina HiSeq 2500
GSE78711,GSE78711_gene.exp.all.txt.gz,Illumina MiSeq
GSE78711,GSE78711_gene.exp.all.txt.gz,Illumina NextSeq 500
GSE68360,GSE68360_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE63141,GSE63141_eTMglc_gene_exp.diff.gz,Illumina MiSeq
GSE57397,GSE57397_degexp.WT-REC-REP1-RNA.vs.WT-HS-REP1-RNA.output_score.txt.gz,Illumina HiSeq 2000
GSE56013,GSE56013_J.G9amutant_rel.to_Wildtype_DCV_Fatbody.txt.gz,Illumina HiSeq 2000
GSE56346,GSE56346_wtNplus_vs_wtNminus_DESeq_output.txt.gz,Illumina MiSeq
GSE48812,GSE48812_24h_PRECvsLNCAP.diff.txt.gz,Illumina HiSeq 2000
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz,Illumina HiSeq 2000
GSE48230,GSE48230_PC3-EMT14_v_PC3-Epi_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE47399,GSE47399_diff_exp_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE17970,GSE17970_supplemental_table_1.xls.gz,Illumina Genome Analyzer II
GSE17970,GSE17970_supplemental_table_1.xls.gz,Illumina Genome Analyzer
GSE119325,GSE119325_day6vsday2_gene_description.txt.gz,Illumina HiSeq 4000
GSE107671,GSE107671_abundance.xlsx,Illumina HiSeq 2500
GSE107671,GSE107671_abundance.xlsx,Illumina HiSeq 4000
GSE72286,GSE72286_560I548B_Ter119-gene_exp.diff.gz,Illumina NextSeq 500
GSE85653,GSE85653_gene_exp.diff.gz,Illumina HiSeq 2000
GSE110998,GSE110998_gene_exp_N2_vs_fog2_dT_PC_GEO.xlsx.gz-sheet-gene_exp.diff,Illumina HiSeq 2000
GSE111244,GSE111244_gene_exp.diff.Th17_48h.txt.gz,Illumina HiSeq 2000
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz,Illumina HiSeq 2500
GSE96552,GSE96552_SP_cont-vs-cKO_gene_exp.diff.gz,Illumina HiSeq 1500
GSE96814,GSE96814_Deseq_TotRNA.xlsx-sheet-Feuil1,Illumina HiSeq 2500
GSE77422,GSE77422_PC9M_SCR-AA.xlsx,Illumina HiSeq 2000
GSE83541,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz,Illumina HiSeq 2500
GSE70093,GSE70093_Supplementary_file_2.xls.gz-sheet-Sharbati Grain,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_2.xls.gz-sheet-Lalat Grain,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_2.xls.gz-sheet-Sharbati Root,Illumina HiSeq 2000
GSE70093,GSE70093_Supplementary_file_2.xls.gz-sheet-Lalat Root,Illumina HiSeq 2000
GSE79724,GSE79724_DEseq_LG3-LG6-LG9_LG2-LG5-LG8_DEG_list.csv.gz,Illumina HiSeq 2000
GSE81575,GSE81575_gene_exp.diff.gz,Illumina HiSeq 2500
GSE86202,GSE86202_Gene_differential_expression.xlsx,Illumina HiSeq 2500
GSE85950,GSE85950_EHEC_plusminus_Symbioflor.xlsx,AB 5500xl Genetic Analyzer
GSE83827,GSE83827_WT_vs_tf5.xlsx-sheet-gene_exp_diff,Illumina HiSeq 2500
GSE76125,GSE76125_SenesUntreated_vs_SenesTreated_gene_exp.diff.gz,Illumina NextSeq 500
GSE73289,GSE73289_gene_exp.diff.gz,Illumina HiSeq 2000
GSE68360,GSE68360_promoters.diff.gz,Illumina HiSeq 2000
GSE63141,GSE63141_eTMgly_gene_exp.diff.gz,Illumina MiSeq
GSE57397,GSE57397_degexp.WT-REC-REP2-RNA.vs.WT-HS-REP2-RNA.output_score.txt.gz,Illumina HiSeq 2000
GSE48230,GSE48230_PC3-EMT14_v_PC3-Epi_isoform_exp.diff.txt.gz,Illumina HiSeq 2000
GSE107391,GSE107391_RNAseq_gene_differential_expression_testing.tabular.txt.gz,Illumina HiSeq 4000
GSE121725,GSE121725_OVVSGSF_circRNA_differential_expression.xlsx,Illumina HiSeq 4000
GSE110646,GSE110646_Cuffdiff_gene_expression_March2016_reformat.csv.gz,Illumina HiSeq 2000
GSE72286,GSE72286_560I_Ter119+-gene_exp.diff.gz,Illumina NextSeq 500
GSE109615,GSE109615_gene_description.txt.gz,HiSeq X Ten
GSE85643,GSE85643_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siDDX5-17 vs siCTRL,Illumina HiSeq 2500
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siREST vs siCTRL,Illumina HiSeq 2500
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siDDX5-17+siREST vs siCTRL,Illumina HiSeq 2500
GSE96552,GSE96552_cKO_SP-vs-SR_gene_exp.diff.gz,Illumina HiSeq 1500
GSE95333,GSE95333_gene_exp_diff.txt.gz,Illumina HiSeq 2500
GSE70141,GSE70141_Ax2_0H_1+2_ChdC_0H_1+2_DESeq.results.genenames.txt.gz,Illumina HiSeq 2000
GSE77422,GSE77422_PC9_Control-GNF5.xlsx,Illumina HiSeq 2000
GSE79723,GSE79723_DEseq_LG1401-LG437-LG8736_LG1405-LG435-LG8737_DEG_list.csv.gz,Illumina HiSeq 2000
GSE85321,GSE85321_Supplemental_Table_2_YAD_RNA_seq_.xls.gz-sheet-YAD_Diff analysis,Illumina HiSeq 2500
GSE78240,GSE78240_DESeq_Output.txt.gz,Illumina Genome Analyzer IIx
GSE70314,GSE70314_Gal474_cuffdiff_sictrl.1_siAtad2.1_gene_differential_expression_testing.txt.gz,Illumina HiSeq 1000
GSE45788,GSE45788_S72_2_RefII_S72_1_Emf_exp.cuff.gz,AB SOLiD System 3.0
GSE68360,GSE68360_splicing.diff.gz,Illumina HiSeq 2000
GSE61845,GSE61845_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE52502,GSE52502_gene_exp.diff.gz,Illumina Genome Analyzer II
GSE50554,GSE50554_Routine_gene.diff.gz,Illumina HiSeq 2000
GSE44333,GSE44333_d33_mock_vs_mhv_res_noNA.txt.gz,Illumina Genome Analyzer II
GSE17970,GSE17970_supplemental_table_3.xls.gz-sheet-Hoja1,Illumina Genome Analyzer II
GSE17970,GSE17970_supplemental_table_3.xls.gz-sheet-Hoja1,Illumina Genome Analyzer
GSE122932,GSE122932_DifferentialExpression.xlsx-sheet-gRNA3_Cas9.vs.gRNA3,Illumina HiSeq 4000
GSE122932,GSE122932_DifferentialExpression.xlsx-sheet-ncapg2_gRNA3_Cas9.vs.phenol_red,Illumina HiSeq 4000
GSE122932,GSE122932_DifferentialExpression.xlsx-sheet-ncapg2_gRNA3.vs.phenol_red,Illumina HiSeq 4000
GSE107391,GSE107391_RNAseq_transcript_differential_expression_testing.tabular.txt.gz,Illumina HiSeq 4000
GSE121725,GSE121725_Transcript_differential_expression.xlsx,Illumina HiSeq 4000
GSE116819,GSE116819_xlaevisrnaseq-run1-results-diffexpr-genelist-treated-vs-control.csv.gz,Illumina HiSeq 4000
GSE104607,GSE104607_Fold_change_Data_and_other_analysis_File.xlsx.gz-sheet-all,Illumina HiSeq 2000
GSE116815,GSE116815_DESeq2_DP_ASL.txt.gz,Illumina HiSeq 2500
GSE117610,GSE117610_PC9_parental_vs_DTC.csv.gz,Illumina HiSeq 2000
GSE97167,GSE97167_result_foldchange_deseq2.txt.gz,Illumina HiSeq 2000
GSE85643,GSE85643_isoform_exp.diff.txt.gz,Illumina HiSeq 2000
GSE107207,GSE107207_res.genes.hampshire.c-d.csv.gz,Illumina HiScanSQ
GSE96552,GSE96552_cont_SP-vs-SR_gene_exp.diff.gz,Illumina HiSeq 1500
GSE70141,GSE70141_Ax2_0H_1_2_Ax2_10H_1_2_DESeq.results.genenames.txt.gz,Illumina HiSeq 2000
GSE77422,GSE77422_PC9_SCR-AA.xlsx,Illumina HiSeq 2000
GSE85321,GSE85321_Supplemental_Table_3_YGD_RNA_seq_.xls.gz-sheet-YGD_Diff analysis,Illumina HiSeq 2500
GSE48812,GSE48812_6h_LNCAPvsPC3.diff.txt.gz,Illumina HiSeq 2000
GSE50708,GSE50708_DE_result.txt.gz,Illumina HiSeq 2000
GSE50554,GSE50554_Routine_isoform.diff.gz,Illumina HiSeq 2000
GSE108435,GSE108435_gut_vs_liver.txt.gz,Illumina HiSeq 2000
GSE119273,GSE119273_LR73_AC_results.txt.gz,Illumina NextSeq 500
GSE116815,GSE116815_DESeq2_DPlike_ASL.txt.gz,Illumina HiSeq 2500
GSE113979,GSE113979_DESeq2.txt.gz,Illumina HiSeq 2500
GSE113979,GSE113979_DESeq2.txt.gz,Illumina NextSeq 500
GSE103607,GSE103607_deseq.toptable.xlsx,Illumina HiSeq 2500
GSE108106,GSE108106_DE_results_starved_vs_fed.txt.gz,Illumina HiSeq 2500
GSE107207,GSE107207_res.genes.pietrain.a-b.csv.gz,Illumina HiScanSQ
GSE94840,GSE94840_Alox5_vs_Control.all.gene.result.txt.gz,Illumina HiSeq 2500
GSE96072,GSE96072_Galaxy106-_Cuffdiff_on_data_40__data_39__and_others_transcript_differential_expression_testing_.tabular.txt.gz,Illumina HiSeq 2500
GSE95687,GSE95687_sleuthResults.txt.gz,Illumina HiSeq 4000
GSE70141,GSE70141_Ax2_10H_1_2_ChdC_12H_1_2_DESeq.results.genenames.txt.gz,Illumina HiSeq 2000
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,Illumina HiSeq 2000
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,Illumina NextSeq 500
GSE75614,GSE75614_processed_data_mrna-seq_differential_expression.xlsx,Illumina HiSeq 2500
GSE80354,GSE80354_Gata6_DEseq2_res.csv.gz,Illumina HiSeq 2000
GSE81128,GSE81128_DESeq2_Results.txt.gz,Illumina HiSeq 2000
GSE85321,GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,Illumina HiSeq 2500
GSE74103,GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,Illumina HiSeq 2000
GSE70314,GSE70314_Gal476_cuffdiff_sictrl.1_siAtad2.1_transcript_differential_expression_testing.txt.gz,Illumina HiSeq 1000
GSE78824,GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz,Illumina HiSeq 2000
GSE60630,GSE60630_PDC3_vs_DMSO_gene_exp.diff.gz,Illumina HiSeq 2000
GSE50554,GSE50554_Stringent_gene.diff.gz,Illumina HiSeq 2000
GSE43660,GSE43660_control_vs_IL4_1hr.txt.gz,Illumina Genome Analyzer
GSE111227,GSE111227_TruSeq.DESeq2_results.txt.gz,Illumina NextSeq 500
GSE99598,GSE99598_hp_rna.csv.gz,Illumina HiSeq 2500
GSE99598,GSE99598_hp_rna.csv.gz,Illumina NextSeq 500
GSE111082,GSE111082_Mouse_EV_N2NL_DESeq2.txt.gz,Ion Torrent Proton
GSE111082,GSE111082_Mouse_EV_N2NL_DESeq2.txt.gz,Ion Torrent Proton
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs ATH (sortUP),Illumina HiSeq 2000
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs ATH (sortDOWN),Illumina HiSeq 2000
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs VDA (sortUP) ,Illumina HiSeq 2000
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs VDA (sortDOWN),Illumina HiSeq 2000
GSE99347,GSE99347_H2AfZKO_WT.anno.txt.gz,Illumina HiSeq 2500
GSE96072,GSE96072_Galaxy24-_Cuffdiff_on_data_7__data_6__and_others_transcript_differential_expression_testing_.tabular.txt.gz,Illumina HiSeq 2500
GSE58467,GSE58467_FPKM.txt.gz,Illumina HiSeq 2000
GSE73321,GSE73321_FW_VS_BW_expression_diff.txt.gz,Illumina Genome Analyzer II
GSE86159,GSE86159_significance_calls_genes_overexpression.txt.gz,Illumina HiSeq 2500
GSE85321,GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz-sheet-YAR diff. analysis,Illumina HiSeq 2500
GSE74103,GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,Illumina HiSeq 2000
GSE60630,GSE60630_PDC3_vs_DMSO_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE71295,GSE71295_gene_exp.diff.gz,Illumina HiSeq 2500
GSE63836,GSE63836_C15Dx_versus_Untr.DESeq.txt.gz,Illumina HiSeq 2500
GSE63133,GSE63133_D.rerio_SVCV_infected__24K__vs_control__0K_.txt.gz,Illumina HiSeq 2000
GSE54240,GSE54240_phoP_RNA-seq.tsv.gz,Illumina HiSeq 2000
GSE50554,GSE50554_Stringent_isoform.diff.gz,Illumina HiSeq 2000
GSE43660,GSE43660_control_vs_IL4_4hr.txt.gz,Illumina Genome Analyzer
GSE111012,GSE111012_450_vs_Phi11.txt.gz,Illumina HiSeq 2000
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,Illumina HiSeq 1000
GSE96072,GSE96072_Galaxy55-_Cuffdiff_on_data_2__data_4__and_others_transcript_differential_expression_testing_.tabular.txt.gz,Illumina HiSeq 2500
GSE89504,GSE89504_TSS_groups_exp.tabular.txt.gz,Illumina MiSeq
GSE85328,GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz,Illumina Genome Analyzer II
GSE86159,GSE86159_significance_calls_genes_tam_timecourse.txt.gz,Illumina HiSeq 2500
GSE85321,GSE85321_Supplemental_Table_6_JHD2_OE_YAD_.xls.gz-sheet-OE_EV_YAD_Diff analysis,Illumina HiSeq 2500
GSE74103,GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,Illumina HiSeq 2000
GSE70314,GSE70314_Gal485_cuffdiff_sictrl.2_siAtad2.2_gene_differential_expression_testing.txt.gz,Illumina HiSeq 1000
GSE60630,GSE60630_PDC3_vs_DMSO_splicing.diff.gz,Illumina HiSeq 2000
GSE63836,GSE63836_Dx_versus_C15Dx.DESeq.txt.gz,Illumina HiSeq 2500
GSE63133,GSE63133_D.rerio_SVCV_infected__24S__vs_control__0S_.txt.gz,Illumina HiSeq 2000
GSE61537,GSE61537_ahr-1ia03vsWild-type.xls.gz,Illumina HiSeq 2000
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz,Illumina HiSeq 2000
GSE48812,GSE48812_6h_PRECvsLNCAP.diff.txt.gz,Illumina HiSeq 2000
GSE57682,GSE57682_Id2_3_Treg_G42_Cuffdiff.txt.gz,Illumina HiSeq 2500
GSE50739,GSE50739_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE43660,GSE43660_control_vs_il33_1hr.txt.gz,Illumina Genome Analyzer
GSE111012,GSE111012_450_vs_Phi80.txt.gz,Illumina HiSeq 2000
GSE100414,GSE100414_DN345_KK43_DESeq2.txt.gz,Illumina NextSeq 500
GSE94724,GSE94724_gene_exp.diff.gz,Illumina HiSeq 2000
GSE93574,GSE93574_res_dds_LEKU_vs_LPS.csv.gz,Illumina HiSeq 1000
GSE97235,GSE97235_Nef_table.txt.gz,Illumina HiSeq 2000
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,Illumina NextSeq 500
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01dT,Illumina NextSeq 500
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,Illumina NextSeq 500
GSE94390,GSE94390_gene_expression.xls.gz-sheet-Named Genes,Illumina HiSeq 2500
GSE83265,GSE83265_gene_exp.diff.gz,Illumina HiSeq 4000
GSE87307,GSE87307_mRNA_processed_results.xlsx,Illumina HiSeq 2500
GSE85321,GSE85321_Supplemental_Table_7_JHD2_OE_YAR_.xls.gz-sheet-OE_EV_YAR_Diff analysis,Illumina HiSeq 2500
GSE63133,GSE63133_D.rerio_SVCV_infected__6K__vs_control__0K_.txt.gz,Illumina HiSeq 2000
GSE61537,GSE61537_ahr-1ju145vsWild-type.xls.gz,Illumina HiSeq 2000
GSE43660,GSE43660_control_vs_il33_4hr.txt.gz,Illumina Genome Analyzer
GSE36695,GSE36695_H1H9KSR_SFM.txt.gz,Illumina Genome Analyzer II
GSE86950,GSE86950_cuffdiff_WGS7_ATCC55737.xlsx,Illumina HiSeq 2000
GSE108472,GSE108472_Soma_RNAseq.xlsx-sheet-diff_exp,Illumina HiSeq 2000
GSE108678,GSE108678_PIPELINE_2_ALL_DATA.xlsx,Illumina HiSeq 2500
GSE102060,GSE102060_BPA_vs_Control.txt.gz,Illumina HiSeq 2000
GSE93574,GSE93574_res_dds_LE_vs_LPS.csv.gz,Illumina HiSeq 1000
GSE98084,GSE98084_All_Data_BaCl2.xlsx,Illumina HiSeq 2000
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,Illumina HiSeq 2000
GSE71133,GSE71133_Supplementary_Table_2.xlsx-sheet-FC > 0,Illumina HiSeq 2500
GSE71133,GSE71133_Supplementary_Table_2.xlsx-sheet-FC < 0,Illumina HiSeq 2500
GSE70314,GSE70314_Gal487_cuffdiff_sictrl.2_siAtad2.2_transcript_differential_expression_testing.txt.gz,Illumina HiSeq 1000
GSE59621,GSE59621_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-E VS LYP9-E,Illumina Genome Analyzer IIx
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-M VS LYP9-M,Illumina Genome Analyzer IIx
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S4,Illumina Genome Analyzer IIx
GSE62668,GSE62668_Embryo.txt.gz,Illumina MiSeq
GSE63133,GSE63133_D.rerio_SVCV_infected__6S__vs_control__0S_.txt.gz,Illumina HiSeq 2000
GSE60171,GSE60171_cuffdiff.FGF-1day.vs.iBET-1day.txt.gz,Illumina HiSeq 2000
GSE36695,GSE36695_H1H9KSR_hfSFM.txt.gz,Illumina Genome Analyzer II
GSE102543,GSE102543_p179_normalized_counts_table.xls.gz,Illumina HiSeq 2500
GSE123459,GSE123459_WTCvsWTV.xlsx,Illumina HiSeq 4000
GSE108749,GSE108749_DMSO-vs-129_results.csv.gz,Illumina HiSeq 2000
GSE112404,GSE112404_Figure2_sorted_RNAseq_P8_WT_vs_Opn4DTA_DTA.xlsx-sheet-LD-P8-WTB_LD-P8-DTAKO.csv,Illumina HiSeq 2500
GSE113688,GSE113688_HDP_4days_Gene_Exp.txt.gz,Illumina NextSeq 500
GSE108471,GSE108471_Germline_RNAseq.xlsx-sheet-diff_exp,Illumina HiSeq 2500
GSE98084,GSE98084_FPKM_Replicate_1.xlsx,Illumina HiSeq 2000
GSE87890,GSE87890_vgat1_csv.csv.gz,Illumina HiSeq 2500
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,Illumina HiSeq 2000
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,Illumina HiSeq 2000
GSE85416,GSE85416_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE89504,GSE89504_gene_exp.tabular.txt.gz,Illumina MiSeq
GSE83584,GSE83584_processed_data_Day0.txt.gz,Illumina HiSeq 2500
GSE79916,GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,Illumina HiSeq 2500
GSE62200,GSE62200_Table_S6.xls.gz,Illumina Genome Analyzer IIx
GSE62668,GSE62668_Sperm.txt.gz,Illumina MiSeq
GSE60171,GSE60171_cuffdiff.FGF-5days.vs.iBET-5days.txt.gz,Illumina HiSeq 2000
GSE36695,GSE36695_H1KSR_H1SFM.txt.gz,Illumina Genome Analyzer II
GSE109006,GSE109006_AM_Gore_Oct2016_RNAseq.txt.gz,Illumina HiSeq 2500
GSE113688,GSE113688_JunB_WT_KO_Gene_Exp.txt.gz,Illumina NextSeq 500
GSE98084,GSE98084_FPKM_Replicate_2.xlsx,Illumina HiSeq 2000
GSE86476,GSE86476_DESeq2_DEXUS_edgeR_results.xlsx-sheet-DESeq2,Illumina NextSeq 500
GSE86476,GSE86476_DESeq2_DEXUS_edgeR_results.xlsx-sheet-DEXUS,Illumina NextSeq 500
GSE87890,GSE87890_vgat2_csv.csv.gz,Illumina HiSeq 2500
GSE89168,GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz,Illumina HiSeq 2000
GSE83584,GSE83584_processed_data_Day3_5.txt.gz,Illumina HiSeq 2500
GSE64242,GSE64242_cufdiff_isoform_exp.diff.gz,Illumina Genome Analyzer IIx
GSE54473,GSE54473_Suv420_gene_exp.xlsx.gz-sheet-gene_exp,Illumina HiSeq 2000
GSE53470,GSE53470_gene_exp_P251_PCJ_3rep_combined.diff.gz,Illumina HiSeq 2000
GSE36695,GSE36695_H1SFM_H9SFM.txt.gz,Illumina Genome Analyzer II
GSE109844,GSE109844_CD4lowHLA-G_vs_human_N_CD4_diff.xls.gz,HiSeq X Ten
GSE109844,GSE109844_CD4lowHLA-G_vs_human_N_CD4_diff.xls.gz,HiSeq X Ten
GSE108800,GSE108800_Chr_dox_noDox_gene_exp.xlsx,Illumina HiSeq 3000
GSE108392,GSE108392_Henna_RNA_results_annotated_shPPFIA1_vs_shScr.xlsx,Illumina NextSeq 500
GSE109111,GSE109111_CuffDiff_DGE_genes.txt.gz,Illumina HiSeq 2500
GSE108347,GSE108347_gene_exp.diff.gz,Illumina NextSeq 500
GSE113688,GSE113688_WH_30days_Gene_Exp.txt.gz,Illumina NextSeq 500
GSE98045,GSE98045_TSS_groups_differential_exp.txt.gz,Illumina HiSeq 2000
GSE100092,GSE100092_cds.diff.gz,Illumina HiSeq 2000
GSE106467,GSE106467_Isl-4R_vs_Isl-m1-Treg.gene_exp.csv.gz,Illumina NextSeq 500
GSE98510,GSE98510_deSeq2_PTH_vs_C.txt.gz,Illumina HiSeq 2000
GSE87890,GSE87890_vglut1_csv.csv.gz,Illumina HiSeq 2500
GSE81251,GSE81251_Kdm6a_def_mouse_expression_value.xlsx,Illumina HiSeq 2500
GSE84296,GSE84296_Mouse_diff_exp_total.xls.gz-sheet-Sheet1,Illumina Genome Analyzer IIx
GSE84296,GSE84296_Mouse_diff_exp_total.xls.gz-sheet-VEGFA,Illumina Genome Analyzer IIx
GSE84296,GSE84296_Mouse_diff_exp_total.xls.gz-sheet-CXCR4,Illumina Genome Analyzer IIx
GSE66148,GSE66148_NC_v_CNS.txt.gz,Illumina HiSeq 2000
GSE71185,GSE71185_CHD8_CRISPR_RNASeq_Cuffdiff_PolyA.txt.gz,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_up,Illumina HiSeq 2000
