Accession,suppdata_id,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
GSE54984,GSE54984_Differential_Gene_Expression_Summary.xlsx.gz-sheet-EBDay4_ControlVSBrachyuryKD,24616493,2014 Mar 25,2014 Mar 10,Proc Natl Acad Sci U S A,Lolas MValenzuela PDTjian RLiu Z,Liu Z,Charting Brachyury-mediated developmental pathways during early mouse embryogenesis.,111,12,4478-83,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24616493140261211110.1073/pnas.1402612111PMC39704792461649324616493pmc-id: PMC3970479;,10.1073/pnas.1402612111,2014/03/12 06:002014/03/13 06:002014/06/18 06:00,NA,1,20,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1402612111,2014 Mar 25;111(12):4478-83
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C1_WtE8.0_Vs_Wt10.0,24616493,2014 Mar 25,2014 Mar 10,Proc Natl Acad Sci U S A,Lolas MValenzuela PDTjian RLiu Z,Liu Z,Charting Brachyury-mediated developmental pathways during early mouse embryogenesis.,111,12,4478-83,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24616493140261211110.1073/pnas.1402612111PMC39704792461649324616493pmc-id: PMC3970479;,10.1073/pnas.1402612111,2014/03/12 06:002014/03/13 06:002014/06/18 06:00,NA,1,20,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1402612111,2014 Mar 25;111(12):4478-83
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C2_Wt_VS_ Tc E8.0,24616493,2014 Mar 25,2014 Mar 10,Proc Natl Acad Sci U S A,Lolas MValenzuela PDTjian RLiu Z,Liu Z,Charting Brachyury-mediated developmental pathways during early mouse embryogenesis.,111,12,4478-83,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24616493140261211110.1073/pnas.1402612111PMC39704792461649324616493pmc-id: PMC3970479;,10.1073/pnas.1402612111,2014/03/12 06:002014/03/13 06:002014/06/18 06:00,NA,1,20,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1402612111,2014 Mar 25;111(12):4478-83
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C3_Wt_VS_Tc_E10.0,24616493,2014 Mar 25,2014 Mar 10,Proc Natl Acad Sci U S A,Lolas MValenzuela PDTjian RLiu Z,Liu Z,Charting Brachyury-mediated developmental pathways during early mouse embryogenesis.,111,12,4478-83,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24616493140261211110.1073/pnas.1402612111PMC39704792461649324616493pmc-id: PMC3970479;,10.1073/pnas.1402612111,2014/03/12 06:002014/03/13 06:002014/06/18 06:00,NA,1,20,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1402612111,2014 Mar 25;111(12):4478-83
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C4_TcE8.0_VS_TcE10.0,24616493,2014 Mar 25,2014 Mar 10,Proc Natl Acad Sci U S A,Lolas MValenzuela PDTjian RLiu Z,Liu Z,Charting Brachyury-mediated developmental pathways during early mouse embryogenesis.,111,12,4478-83,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24616493140261211110.1073/pnas.1402612111PMC39704792461649324616493pmc-id: PMC3970479;,10.1073/pnas.1402612111,2014/03/12 06:002014/03/13 06:002014/06/18 06:00,NA,1,20,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1402612111,2014 Mar 25;111(12):4478-83
GSE41487,GSE41487_ResultsContr123vsRas123Individual.xls.gz-sheet-Contr vs Ras1,24659248,2014 Apr 15,2014 Apr 15,Biol Open,Hauling TKrautz RMarkus RVolkenhoff AKucerova LTheopold U,Theopold U,A Drosophila immune response against Ras-induced overgrowth.,3,4,250-60,English,101578018,NA,2046-6390,Journal Article,PubMed,epublish,24659248bio.2014649410.1242/bio.20146494PMC39887942465924824659248pmc-id: PMC3988794;,10.1242/bio.20146494,2014/03/25 06:002014/03/25 06:002014/03/25 06:01,NA,1,15,Biology open,doi: 10.1242/bio.20146494,2014 Apr 15;3(4):250-60
GSE41487,GSE41487_ResultsContr123vsRas123Individual.xls.gz-sheet-Contr vs Ras2,24659248,2014 Apr 15,2014 Apr 15,Biol Open,Hauling TKrautz RMarkus RVolkenhoff AKucerova LTheopold U,Theopold U,A Drosophila immune response against Ras-induced overgrowth.,3,4,250-60,English,101578018,NA,2046-6390,Journal Article,PubMed,epublish,24659248bio.2014649410.1242/bio.20146494PMC39887942465924824659248pmc-id: PMC3988794;,10.1242/bio.20146494,2014/03/25 06:002014/03/25 06:002014/03/25 06:01,NA,1,15,Biology open,doi: 10.1242/bio.20146494,2014 Apr 15;3(4):250-60
GSE41487,GSE41487_ResultsContr123vsRas123Individual.xls.gz-sheet-Contr vs Ras3,24659248,2014 Apr 15,2014 Apr 15,Biol Open,Hauling TKrautz RMarkus RVolkenhoff AKucerova LTheopold U,Theopold U,A Drosophila immune response against Ras-induced overgrowth.,3,4,250-60,English,101578018,NA,2046-6390,Journal Article,PubMed,epublish,24659248bio.2014649410.1242/bio.20146494PMC39887942465924824659248pmc-id: PMC3988794;,10.1242/bio.20146494,2014/03/25 06:002014/03/25 06:002014/03/25 06:01,NA,1,15,Biology open,doi: 10.1242/bio.20146494,2014 Apr 15;3(4):250-60
GSE41487,GSE41487_ResultsContr123vsRas123Multiple.xls.gz-sheet-RawData Contr123 vs Ras123,24659248,2014 Apr 15,2014 Apr 15,Biol Open,Hauling TKrautz RMarkus RVolkenhoff AKucerova LTheopold U,Theopold U,A Drosophila immune response against Ras-induced overgrowth.,3,4,250-60,English,101578018,NA,2046-6390,Journal Article,PubMed,epublish,24659248bio.2014649410.1242/bio.20146494PMC39887942465924824659248pmc-id: PMC3988794;,10.1242/bio.20146494,2014/03/25 06:002014/03/25 06:002014/03/25 06:01,NA,1,15,Biology open,doi: 10.1242/bio.20146494,2014 Apr 15;3(4):250-60
GSE41487,GSE41487_ResultsContr123vsRas12Multiple.xls.gz-sheet-RawData Contr123 vs Ras12,24659248,2014 Apr 15,2014 Apr 15,Biol Open,Hauling TKrautz RMarkus RVolkenhoff AKucerova LTheopold U,Theopold U,A Drosophila immune response against Ras-induced overgrowth.,3,4,250-60,English,101578018,NA,2046-6390,Journal Article,PubMed,epublish,24659248bio.2014649410.1242/bio.20146494PMC39887942465924824659248pmc-id: PMC3988794;,10.1242/bio.20146494,2014/03/25 06:002014/03/25 06:002014/03/25 06:01,NA,1,15,Biology open,doi: 10.1242/bio.20146494,2014 Apr 15;3(4):250-60
GSE55596,GSE55596_LOLOdiff_nonovel.txt.gz,24631156,2014 Mar 20,2014 Mar 13,Immunity,Ray JPMarshall HDLaidlaw BJStaron MMKaech SMCraft J,Craft J,Transcription factor STAT3 and type I interferons are corepressive insulators for differentiation of follicular helper and T helper 1 cells.,40,3,367-77,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24631156S1074-7613(14)00073-910.1016/j.immuni.2014.02.005PMC3992517NIHMS5703642463115624631156pmc-id: PMC3992517;manuscript-id: NIHMS570364;,10.1016/j.immuni.2014.02.005,2013/07/17 00:002014/02/19 00:002014/03/18 06:002014/03/19 06:002014/05/16 06:00,Immunity. 2014 Mar 20;40(3):307-9. PMID: 24656041,1,81,Immunity,doi: 10.1016/j.immuni.2014.02.005,2014 Mar 20;40(3):367-77
GSE55596,GSE55596_alldiff_nonovel.txt.gz,24631156,2014 Mar 20,2014 Mar 13,Immunity,Ray JPMarshall HDLaidlaw BJStaron MMKaech SMCraft J,Craft J,Transcription factor STAT3 and type I interferons are corepressive insulators for differentiation of follicular helper and T helper 1 cells.,40,3,367-77,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24631156S1074-7613(14)00073-910.1016/j.immuni.2014.02.005PMC3992517NIHMS5703642463115624631156pmc-id: PMC3992517;manuscript-id: NIHMS570364;,10.1016/j.immuni.2014.02.005,2013/07/17 00:002014/02/19 00:002014/03/18 06:002014/03/19 06:002014/05/16 06:00,Immunity. 2014 Mar 20;40(3):307-9. PMID: 24656041,1,81,Immunity,doi: 10.1016/j.immuni.2014.02.005,2014 Mar 20;40(3):367-77
GSE51119,GSE51119_IBH1KD_vs_Col_gene_exp.diff.txt.gz,24505057,2014 Feb 18,2014 Feb 6,Proc Natl Acad Sci U S A,Zhiponova MKMorohashi KVanhoutte IMachemer-Noonan KRevalska MVan Montagu MGrotewold ERussinova E,Russinova E,Helix-loop-helix/basic helix-loop-helix transcription factor network represses cell elongation in Arabidopsis through an apparent incoherent feed-forward loop.,111,7,2824-9,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24505057140020311110.1073/pnas.1400203111PMC39329322450505724505057pmc-id: PMC3932932;,10.1073/pnas.1400203111,2014/02/08 06:002014/02/08 06:002014/04/16 06:00,NA,1,9,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1400203111,2014 Feb 18;111(7):2824-9
GSE51119,GSE51119_IBH1ox_vs_Col_gene_exp.diff.txt.gz,24505057,2014 Feb 18,2014 Feb 6,Proc Natl Acad Sci U S A,Zhiponova MKMorohashi KVanhoutte IMachemer-Noonan KRevalska MVan Montagu MGrotewold ERussinova E,Russinova E,Helix-loop-helix/basic helix-loop-helix transcription factor network represses cell elongation in Arabidopsis through an apparent incoherent feed-forward loop.,111,7,2824-9,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24505057140020311110.1073/pnas.1400203111PMC39329322450505724505057pmc-id: PMC3932932;,10.1073/pnas.1400203111,2014/02/08 06:002014/02/08 06:002014/04/16 06:00,NA,1,9,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1400203111,2014 Feb 18;111(7):2824-9
GSE51119,GSE51119_bHLH159KD_vs_Col_gene_exp.diff.txt.gz,24505057,2014 Feb 18,2014 Feb 6,Proc Natl Acad Sci U S A,Zhiponova MKMorohashi KVanhoutte IMachemer-Noonan KRevalska MVan Montagu MGrotewold ERussinova E,Russinova E,Helix-loop-helix/basic helix-loop-helix transcription factor network represses cell elongation in Arabidopsis through an apparent incoherent feed-forward loop.,111,7,2824-9,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24505057140020311110.1073/pnas.1400203111PMC39329322450505724505057pmc-id: PMC3932932;,10.1073/pnas.1400203111,2014/02/08 06:002014/02/08 06:002014/04/16 06:00,NA,1,9,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1400203111,2014 Feb 18;111(7):2824-9
GSE51119,GSE51119_bHLH159ox_vs_Col_gene_exp.diff.txt.gz,24505057,2014 Feb 18,2014 Feb 6,Proc Natl Acad Sci U S A,Zhiponova MKMorohashi KVanhoutte IMachemer-Noonan KRevalska MVan Montagu MGrotewold ERussinova E,Russinova E,Helix-loop-helix/basic helix-loop-helix transcription factor network represses cell elongation in Arabidopsis through an apparent incoherent feed-forward loop.,111,7,2824-9,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24505057140020311110.1073/pnas.1400203111PMC39329322450505724505057pmc-id: PMC3932932;,10.1073/pnas.1400203111,2014/02/08 06:002014/02/08 06:002014/04/16 06:00,NA,1,9,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1400203111,2014 Feb 18;111(7):2824-9
GSE50554,GSE50554_Routine_gene.diff.gz,24946810,2014 Apr 30,2014 Apr 30,Genome Biol,Mak KSBurdach JNorton LJPearson RCCrossley MFunnell AP,Funnell AP,Repression of chimeric transcripts emanating from endogenous retrotransposons by a sequence-specific transcription factor.,15,4,R58,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24946810gb-2014-15-4-r5810.1186/gb-2014-15-4-r58PMC40565332494681024946810pmc-id: PMC4056533;,10.1186/gb-2014-15-4-r58,2013/09/17 00:002014/04/30 00:002014/06/21 06:002014/06/21 06:002015/03/31 06:00,Genome Biol. 2016;17(1):119. PMID: 27259285,1,7,Genome biology,doi: 10.1186/gb-2014-15-4-r58,2014 Apr 30;15(4):R58
GSE50554,GSE50554_Routine_isoform.diff.gz,24946810,2014 Apr 30,2014 Apr 30,Genome Biol,Mak KSBurdach JNorton LJPearson RCCrossley MFunnell AP,Funnell AP,Repression of chimeric transcripts emanating from endogenous retrotransposons by a sequence-specific transcription factor.,15,4,R58,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24946810gb-2014-15-4-r5810.1186/gb-2014-15-4-r58PMC40565332494681024946810pmc-id: PMC4056533;,10.1186/gb-2014-15-4-r58,2013/09/17 00:002014/04/30 00:002014/06/21 06:002014/06/21 06:002015/03/31 06:00,Genome Biol. 2016;17(1):119. PMID: 27259285,1,7,Genome biology,doi: 10.1186/gb-2014-15-4-r58,2014 Apr 30;15(4):R58
GSE50554,GSE50554_Stringent_gene.diff.gz,24946810,2014 Apr 30,2014 Apr 30,Genome Biol,Mak KSBurdach JNorton LJPearson RCCrossley MFunnell AP,Funnell AP,Repression of chimeric transcripts emanating from endogenous retrotransposons by a sequence-specific transcription factor.,15,4,R58,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24946810gb-2014-15-4-r5810.1186/gb-2014-15-4-r58PMC40565332494681024946810pmc-id: PMC4056533;,10.1186/gb-2014-15-4-r58,2013/09/17 00:002014/04/30 00:002014/06/21 06:002014/06/21 06:002015/03/31 06:00,Genome Biol. 2016;17(1):119. PMID: 27259285,1,7,Genome biology,doi: 10.1186/gb-2014-15-4-r58,2014 Apr 30;15(4):R58
GSE50554,GSE50554_Stringent_isoform.diff.gz,24946810,2014 Apr 30,2014 Apr 30,Genome Biol,Mak KSBurdach JNorton LJPearson RCCrossley MFunnell AP,Funnell AP,Repression of chimeric transcripts emanating from endogenous retrotransposons by a sequence-specific transcription factor.,15,4,R58,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24946810gb-2014-15-4-r5810.1186/gb-2014-15-4-r58PMC40565332494681024946810pmc-id: PMC4056533;,10.1186/gb-2014-15-4-r58,2013/09/17 00:002014/04/30 00:002014/06/21 06:002014/06/21 06:002015/03/31 06:00,Genome Biol. 2016;17(1):119. PMID: 27259285,1,7,Genome biology,doi: 10.1186/gb-2014-15-4-r58,2014 Apr 30;15(4):R58
GSE42805,GSE42805_acute_gene.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_cds.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_cds_exp.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_gene_exp.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_isoform_exp.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_promoters.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_splicing.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE42805,GSE42805_tss_group_exp.diff.gz,24758366,2014 Apr 22,2014 Apr 22,Genome Biol,Feng JWilkinson MLiu XPurushothaman IFerguson DVialou VMaze IShao NKennedy PKoo JDias CLaitman BStockman VLaPlant QCahill MENestler EJShen L,Shen L,Chronic cocaine-regulated epigenomic changes in mouse nucleus accumbens.,15,4,R65,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,24758366gb-2014-15-4-r6510.1186/gb-2014-15-4-r65PMC40730582475836624758366pmc-id: PMC4073058;,10.1186/gb-2014-15-4-r65,2013/08/08 00:002014/04/22 00:002014/04/25 06:002014/04/25 06:002015/03/31 06:00,Genome Biol. 2015;16:227. PMID: 26467768,1,57,Genome biology,doi: 10.1186/gb-2014-15-4-r65,2014 Apr 22;15(4):R65
GSE54440,GSE54440_WT_Z2_RNAseq_rep2.txt.gz,24598257,2014 May,2014 Mar 5,Nucleic Acids Res,Cai WWang CLi YYao CShen LLiu SBao XSchnable PSGirton JJohansen JJohansen KM,Johansen KM,Genome-wide analysis of regulation of gene expression and H3K9me2 distribution by JIL-1 kinase mediated histone H3S10 phosphorylation in Drosophila.,42,9,5456-67,English,0411011,0305-1048,1362-4962,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24598257gku17310.1093/nar/gku173PMC40271572459825724598257pmc-id: PMC4027157;,10.1093/nar/gku173,2014/03/07 06:002014/03/07 06:002014/07/16 06:00,NA,1,5,Nucleic acids research,doi: 10.1093/nar/gku173,2014 May;42(9):5456-67
GSE44233,GSE44233_processed_data.txt.gz,23850773,2013 Sep 15,2013 Jul 11,Dev Biol,Rosenfeld GEMercer EJMason CEEvans T,Evans T,Small heat shock proteins Hspb7 and Hspb12 regulate early steps of cardiac morphogenesis.,381,2,389-400,English,0372762,0012-1606,1095-564X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,23850773S0012-1606(13)00358-810.1016/j.ydbio.2013.06.025PMC3777613NIHMS5065982385077323850773pmc-id: PMC3777613;manuscript-id: NIHMS506598;,10.1016/j.ydbio.2013.06.025,2012/11/28 00:002013/06/17 00:002013/06/24 00:002013/07/16 06:002013/07/16 06:002013/11/08 06:00,NA,1,14,Developmental biology,doi: 10.1016/j.ydbio.2013.06.025,2013 Sep 15;381(2):389-400
GSE52385,GSE52385_siCtrl_VS_siSRA_assemblenewgenes.txt.gz,24486609,2014 Apr 17,2014 Jan 30,J Mol Biol,McKay DBXi LBarthel KKBCech TR,Cech TR,"Structure and function of steroid receptor RNA activator protein, the proposed partner of SRA noncoding RNA.",426,8,1766-1785,English,2985088R,0022-2836,1089-8638,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2448660910.1016/j.jmb.2014.01.006PMC4043375NIHMS582333S0022-2836(14)00044-82448660924486609pmc-id: PMC4043375;manuscript-id: NIHMS582333;,10.1016/j.jmb.2014.01.006,2013/11/11 00:002014/01/21 00:002014/01/22 00:002014/02/04 06:002014/02/04 06:002014/06/10 06:00,NA,1,5,Journal of molecular biology,doi: 10.1016/j.jmb.2014.01.006,2014 Apr 17;426(8):1766-1785
GSE52385,GSE52385_siCtrl_VS_siSRA_notassemblenewgenes.txt.gz,24486609,2014 Apr 17,2014 Jan 30,J Mol Biol,McKay DBXi LBarthel KKBCech TR,Cech TR,"Structure and function of steroid receptor RNA activator protein, the proposed partner of SRA noncoding RNA.",426,8,1766-1785,English,2985088R,0022-2836,1089-8638,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2448660910.1016/j.jmb.2014.01.006PMC4043375NIHMS582333S0022-2836(14)00044-82448660924486609pmc-id: PMC4043375;manuscript-id: NIHMS582333;,10.1016/j.jmb.2014.01.006,2013/11/11 00:002014/01/21 00:002014/01/22 00:002014/02/04 06:002014/02/04 06:002014/06/10 06:00,NA,1,5,Journal of molecular biology,doi: 10.1016/j.jmb.2014.01.006,2014 Apr 17;426(8):1766-1785
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_B_isoform_exp_diff,24019458,2013 Sep 24,2013 Sep 9,Proc Natl Acad Sci U S A,Lee EMadar ADavid GGarabedian MJDasgupta RLogan SK,Logan SK,Inhibition of androgen receptor and β-catenin activity in prostate cancer.,110,39,15710-5,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24019458121816811010.1073/pnas.1218168110PMC37857162401945824019458pmc-id: PMC3785716;,10.1073/pnas.1218168110,2013/09/11 06:002013/09/11 06:002013/12/16 06:00,NA,1,31,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1218168110,2013 Sep 24;110(39):15710-5
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_C_isoform_exp_diff,24019458,2013 Sep 24,2013 Sep 9,Proc Natl Acad Sci U S A,Lee EMadar ADavid GGarabedian MJDasgupta RLogan SK,Logan SK,Inhibition of androgen receptor and β-catenin activity in prostate cancer.,110,39,15710-5,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24019458121816811010.1073/pnas.1218168110PMC37857162401945824019458pmc-id: PMC3785716;,10.1073/pnas.1218168110,2013/09/11 06:002013/09/11 06:002013/12/16 06:00,NA,1,31,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1218168110,2013 Sep 24;110(39):15710-5
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_D_isoform_exp_diff,24019458,2013 Sep 24,2013 Sep 9,Proc Natl Acad Sci U S A,Lee EMadar ADavid GGarabedian MJDasgupta RLogan SK,Logan SK,Inhibition of androgen receptor and β-catenin activity in prostate cancer.,110,39,15710-5,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24019458121816811010.1073/pnas.1218168110PMC37857162401945824019458pmc-id: PMC3785716;,10.1073/pnas.1218168110,2013/09/11 06:002013/09/11 06:002013/12/16 06:00,NA,1,31,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1218168110,2013 Sep 24;110(39):15710-5
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_E_isoform_exp_diff,24019458,2013 Sep 24,2013 Sep 9,Proc Natl Acad Sci U S A,Lee EMadar ADavid GGarabedian MJDasgupta RLogan SK,Logan SK,Inhibition of androgen receptor and β-catenin activity in prostate cancer.,110,39,15710-5,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,24019458121816811010.1073/pnas.1218168110PMC37857162401945824019458pmc-id: PMC3785716;,10.1073/pnas.1218168110,2013/09/11 06:002013/09/11 06:002013/12/16 06:00,NA,1,31,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1218168110,2013 Sep 24;110(39):15710-5
