PubMedIds,citations
26826130,29
26202974,8
25302705,16
25229538,13
25257309,31
24194914,25
23947565,34
30297527,7
30093685,10
29795344,27
29463593,13
29518357,42
28222234,19
28387303,9
28426722,14
28739829,5
27523468,18
27635759,14
26997480,694
26955760,46
26431949,27
26481684,18
26729707,55
25904743,77
25497548,80
25157846,9
25121757,25
24381224,37
23783272,53
30038266,8
30300142,3
29662084,15
30305014,4
30127433,22
30022165,22
29898915,3
29500179,56
29507394,10
30214182,3
29385124,2
29037144,1
28591637,42
27836962,6
27566938,25
27626377,147
26694192,18
26146076,74
26404941,54
25519955,15
25212499,8
24214998,27
23594524,58
19965432,89
31012843,6
30389925,8
30286083,7
29719248,10
29184190,11
28850031,6
28436936,26
27332732,66
26916115,21
27571753,26
26121046,22
26004630,12
25917919,11
24793291,43
24904168,176
24164894,29
24240175,103
22570629,67
22456704,362
22325991,68
30082875,0
29968757,4
29760424,5
29618798,13
30237157,1
30146480,4
29846586,19
29703889,19
29215019,8
28368492,7
28474673,124
28275001,23
27880797,2
27618650,110
27365425,109
26059508,33
25417815,75
25184630,1268
25126782,113
24912554,1
24631741,25
23589863,19
31263060,0
30807238,0
30218073,0
30146160,26
29887318,29
29794059,5
29199514,1
28821669,16
28733386,9
28668826,9
28614708,8
26883116,85
25708228,38
26046530,31
25847616,5
25961939,111
25751143,77
25126780,696
24905168,201
24407023,27
23991084,22
23510235,33
23071449,172
22922032,98
31068130,1
30341336,2
30293519,4
30150754,6
29846577,2
29358050,39
29445154,7
29217578,35
29084942,15
28709640,17
28705662,1
28867488,3
28356389,14
27117520,40
26724867,148
26678340,38
26593974,27
26371188,26
25564442,36
23685885,204
23385571,153
30692590,3
30643267,13
30449618,103
30301888,36
30322915,8
30286781,6
30017356,28
29572095,36
29587824,12
29114017,7
29118075,1
29116191,4
28539638,10
28483418,86
28195168,24
27840109,60
27591477,11
27162171,29
26576949,35
26389737,18
26084335,106
25639794,41
25547674,57
25231172,21
30295127,2
29722104,18
29017057,31
28196600,45
28249162,69
28115022,24
28076798,21
27564458,11
27605307,9
27270402,58
26256287,6
26170447,27
26000487,881
25600643,173
24835570,133
24922577,66
23894493,13
23966636,60
23949429,20
23084400,127
22763441,752
22500808,205
22341442,53
20220758,809
30128894,3
30865899,8
30101356,1
30538148,0
30508567,1
29979629,5
29416031,13
30122553,26
29587632,14
28827345,30
28548080,27
28057705,17
27351100,19
27329140,21
26744418,28
26459762,12
26029872,30
25896324,167
25730776,52
24813887,19
25053707,38
24280390,48
30478228,4
30538175,0
30429577,0
30375396,3
30087114,14
30108108,3
29727680,20
29329637,8
29202482,2
28959968,30
28911330,28
28757360,86
28754123,20
28288683,2
27851913,116
27144525,18
26896382,23
26627735,18
26576678,45
25191843,24
25150838,397
24623808,8
30556340,6
30310934,4
30026257,12
30242166,4
30174296,31
30072429,4
29731431,5
29725104,10
28650481,41
28686611,14
28553926,16
27095295,8
26939553,18
26694141,8
26235913,60
24988207,15
24475138,14
25063866,2
24373411,3
24564826,13
22955974,236
23075480,56
30093634,8
29616851,1
30372516,2
30069049,23
29949775,8
29130426,14
29233992,12
29100054,10
28263995,8
28132837,33
28192450,9
27936238,11
27373493,13
26743005,16
27009967,19
27797949,13
26457646,115
25904135,18
26019175,51
25231882,26
25189322,9
25516599,56
24098974,83
30446384,12
29315726,28
29758070,0
29379150,19
29180486,10
28071661,17
28123935,16
27941970,11
27832824,78
27477907,30
27548259,9
27472900,47
27132887,15
26799155,9
26894958,38
26637943,66
26214369,52
25524641,12
26321221,67
24952381,5
24936470,60
23884293,28
22705880,45
22374396,128
21645359,151
30840882,1
30018341,48
29472610,86
30078725,12
29891535,11
29719936,4
29514095,26
29547672,19
30007277,5
29161446,10
28490802,5
28818938,188
28628087,22
28569170,9
27732864,10
27476449,21
26154604,35
25827832,28
24927582,59
24367927,40
23271652,200
22822204,85
21300888,90
30707899,6
31703090,0
29999500,11
28825401,7
28409894,12
28683259,4
28575659,12
28212608,7
28178345,19
27910913,4
27912097,39
27829007,2
27376549,21
27161320,14
26687720,19
26651947,21
26123024,83
25242168,27
25091051,47
25069045,54
24810289,23
25268989,65
23699410,43
22581800,185
30661759,17
29862458,2
30395538,6
30085220,2
29941933,45
29331043,8
29898394,2
29769722,129
29456073,58
29105654,17
29073164,3
28449092,15
28428441,19
28739185,8
29272704,48
29054931,11
28369573,20
27220464,51
27113450,6
27664055,2
26669816,3
25599561,214
25266257,10
24204317,96
22073188,61
29875417,3
29654311,28
30134926,3
29259104,11
30087163,5
28935704,7
29022589,104
28875934,13
28363030,12
28593993,16
28506207,13
28073001,11
27096886,11
26715761,34
26472275,16
26838806,38
26376863,18
25822018,99
24291790,129
24048436,138
23739895,153
22998561,30
22355165,27
31021818,1
30509175,2
30543324,4
29848287,7
29483136,32
29444893,10
30456375,1
28916561,7
29263365,30
29095935,11
28974650,14
28893194,5
27268410,8
27231349,12
27332731,64
26220403,25
26209646,49
25326603,15
24774536,39
25352550,20
25500896,42
24077178,105
24146627,12
23746550,66
23486062,57
30958820,1
30687646,3
30145104,5
29939498,4
30092200,32
29641999,16
29118030,9
29203764,16
28920919,28
28411024,1
28258184,10
27956586,15
27514375,7
27214048,148
26769049,5
27326930,45
26351290,5
26186542,16
25977771,11
24590763,43
24470147,16
23754374,33
21876675,254
21276245,66
30862861,3
30638745,12
30472192,14
30537984,5
30181174,4
29734136,1
29562202,12
30087120,2
28533227,14
28648780,9
28566371,10
28658631,17
27865919,16
27601008,46
26711177,33
26751567,2
25825768,17
25254549,22
23869956,17
24013503,93
23977132,12
22042643,21
21730963,91
31619230,0
30567574,29
30289932,1
30135097,6
29615068,7
29242551,14
29079696,19
28956761,10
28928204,15
28651114,11
28436955,41
28334784,1
28821643,15
27853148,59
27803059,9
27401556,35
27562557,20
25946140,17
25431125,14
25320077,13
25329823,18
24906153,135
24855953,135
24496837,6
31175057,3
30272197,0
29757681,0
30057112,5
29662176,44
28831049,18
29122925,15
28636953,23
28512145,2
28218746,45
28333933,5
27198227,51
27157830,30
26680538,29
27524866,3
26482878,69
26231172,3
25838384,60
25555918,13
26139371,99
24574008,35
25220461,11
25053433,27
30005139,1
29764999,12
29720659,34
29337183,14
29437824,10
29338044,6
29180822,52
28437865,4
27998933,25
27663586,15
28202772,85
27624101,5
27694995,61
27534536,58
26598604,0
26146088,63
25786603,43
25691467,30
25706746,64
24852944,3
24631153,195
25535917,28
24723731,32
19843606,44
30659184,2
30626753,9
30054515,8
29487233,1
28959962,32
28823556,27
28826478,14
28977517,63
27929004,179
28030540,2
27870869,2
27515512,8
27127229,14
26878175,28
26872699,112
25986129,42
26367796,219
25978676,3
24953657,41
24885796,32
24509080,28
24121688,35
23908766,37
23536882,25
22128135,51
30509999,12
30526668,1
30323345,17
30286795,9
29920186,18
29229600,13
29057918,11
28965832,26
28977666,15
28695896,24
27941877,11
28510592,30
28264064,9
28166220,63
28002401,232
28009288,8
27189164,10
27284195,206
26792242,18
26636579,49
26150426,92
24299736,226
23594475,174
30293940,2
29540811,2
30199532,9
29873797,7
29717015,9
30285185,0
29078418,18
29050947,7
28575647,30
27412461,9
27282075,16
27623010,14
27528688,14
27294409,51
26914168,22
26878113,173
26677805,26
25906821,6
25263440,28
26046767,8
25699542,16
24814484,41
24498427,32
30621583,1
30625328,2
30720798,1
30459181,2
30276955,24
29895827,8
29379020,27
30337919,8
30185226,23
29705805,1
29381239,11
28965760,50
28559300,3
28366644,38
28346409,86
28193893,3
27852217,9
27114556,14
27133794,86
26837761,43
25557080,525
25344199,12
25096407,82
24948010,21
29967479,3
29563139,6
29631039,3
28402433,17
28492552,5
27704301,8
27989769,79
28460002,10
27815362,33
27257070,18
27121950,210
27020754,31
26887495,57
26683696,51
25270054,45
25137373,16
24442673,51
24066122,16
23023169,120
21960545,192
21964334,549
21378182,28
20436462,854
30262910,6
29330365,56
30115703,4
30224650,19
30224647,4
30146127,10
30110641,0
29843956,6
29773645,5
28538171,16
28346408,149
28191781,14
27322055,18
26843191,84
26359231,31
25880665,18
25780925,41
25338000,15
24531762,156
23117578,18
23395637,76
24204792,20
22581526,26
22747694,80
20299548,387
30407533,2
30201684,11
30108060,6
29543133,12
29764370,2
29706547,51
29530749,24
29695787,8
29514097,10
29588405,6
28756741,1
28813672,7
28500049,3
28662188,7
28285903,42
27642011,16
26656736,13
26498364,15
25711832,8
25258386,4
23935064,25
22012392,578
30416088,0
29968706,2
29903888,5
29527701,4
29438366,1
29462149,7
29093439,28
28913923,13
29061122,5
29073243,3
28802827,2
28467421,8
28065642,12
27870849,8
27793094,23
27713404,48
27386823,29
27210754,27
27134141,29
27034728,24
26299970,49
25237102,210
25072156,28
24706903,65
30476274,0
30355665,3
30126904,5
29444173,5
30115738,12
29300726,29
29263384,29
29093060,13
28732206,36
28484006,24
28485712,6
27899593,9
28395321,12
27409813,154
27251447,61
27279727,11
27181905,13
27007663,26
27661005,11
26446794,19
25818812,21
24998913,190
24465684,38
24167250,15
22431509,171
30686581,26
30093671,1
30025088,2
29988149,1
29355840,44
28855728,29
29056552,25
28895534,10
28398509,31
28418000,65
28099419,68
27927715,41
27799288,11
28040774,30
26157032,56
26111542,8
25850426,12
25253673,50
23491407,39
22992520,1067
22378147,37
30885934,3
30392976,13
30157436,5
29311158,18
28348365,7
28826673,37
28650479,34
28152560,8
28211118,7
28423325,12
27994142,14
28094017,63
27980209,37
27066737,30
26264855,18
27363021,10
25720964,39
24261934,13
24229644,54
24009397,1413
23007396,14
21655081,86
21309872,123
30478191,4
30586455,16
29959322,10
29740082,11
30143796,4
29722878,8
29924996,8
29791840,2
29262348,30
28566753,6
29033351,18
28506464,39
28704398,21
28431249,164
28351980,19
28196804,4
27791031,38
27496870,16
26692141,7
26621731,61
26068471,58
25034661,18
23604310,107
23547856,19
22508932,94
30973326,1
30479344,4
29362419,2
30454035,5
30139814,7
30038024,18
29794128,19
28749036,8
28667298,1
29063832,9
28965766,59
28420326,5
28334977,9
28430982,1
27487356,9
27192578,33
25595182,20
26864203,88
26884396,48
26322927,42
26176921,85
25784758,44
24846381,42
31685822,0
30275444,12
29743621,4
30038282,44
29997286,3
30073192,8
29632089,4
29777213,9
30335163,5
29093577,0
28935935,32
28676719,12
28910288,6
28789611,13
28522611,29
28261952,18
28031484,31
26918470,8
26095607,25
25773599,64
24909886,135
24722488,8
23308112,38
30760930,31
30522514,1
30517867,1
30150718,18
30107174,17
30038414,36
30021172,5
30574141,3
29507891,3
29151363,19
28976803,3
28886095,2
28740264,5
28296635,14
28446439,41
28085958,23
27215382,10
26437771,22
25931448,194
25237058,37
25210768,7
25008993,19
24124593,92
23840587,25
30610360,12
30645970,9
30482867,6
30567591,5
30291253,8
30209249,18
29968778,7
30271400,2
29940464,4
29498532,11
29474909,154
29429127,6
29107534,50
28375666,8
28654985,8
28874392,50
28125717,17
27524441,36
26850658,64
26366565,20
26296338,33
25575081,75
25257300,29
23201122,114
22019781,159
30428342,6
29950417,2
28948974,14
29668986,19
29425513,3
28575165,27
28645917,9
28649393,7
27941798,77
27919074,33
27820945,64
27737018,22
27089465,26
27077873,28
26627737,427
26032017,18
26078448,23
24561261,99
24379348,115
24209750,86
23314903,49
22815831,7
22267485,115
31168755,0
30778227,11
30374131,9
30279561,8
30054476,15
30190287,2
30100168,10
28800922,4
29095876,1
28746874,24
27777310,14
27811057,37
27094239,31
27197233,35
26862702,24
25952370,7
25527408,21
25483067,42
24486181,148
25401475,40
22203967,83
31447391,1
31443695,1
30361512,2
30475793,1
30104629,11
29975766,3
29443959,20
29398480,6
29180365,5
29295920,4
30456357,6
28686870,95
28533418,21
28212751,17
27503929,11
27264199,3
26246194,36
25870185,7
26463167,16
25770585,40
24761971,11
25314013,54
24676137,35
24127433,56
22308418,33
30598530,8
29883638,9
29858012,20
29608178,91
29606348,7
29273784,2
28877474,30
28687705,19
28400392,7
28535794,29
28453527,8
27739497,12
27477514,62
27152443,51
27091985,24
25815464,37
25768906,169
25762685,24
25182493,10
23288296,35
23525042,120
22931923,25
22981823,135
21284373,21
30397344,25
30185628,7
30297778,16
30089251,9
29592892,4
29731168,62
29769440,8
29212856,14
30239885,5
30512017,1
28935638,10
28707409,18
28658220,34
27554085,0
27535962,22
27271570,21
27056296,23
25985394,821
26527316,20
25323333,63
24866127,45
24584051,141
21700228,33
18486559,263
30692551,1
30237246,26
30144504,8
29914891,4
29420858,11
29909983,23
29608794,5
28576771,8
28512247,25
28538179,13
27312099,39
27094326,1
26767426,13
26424790,56
26299972,26
26118398,26
24981170,117
24710272,18
24209455,29
23758631,103
23984645,29
23332759,157
31110217,6
30737497,11
29426892,5
30337646,1
30485818,2
29849167,1
29439001,8
29567835,0
29046437,2
29162797,24
28289288,221
28252016,11
28076791,18
27723719,40
27488962,35
26257057,94
26813637,20
26771355,17
26592664,4
25918225,23
24965678,4
24947819,19
24104204,13
24005891,93
30577865,18
29643462,4
29459660,28
29317679,15
30401432,12
29967020,2
29866713,1
29504228,9
29122575,3
29579120,4
29217756,11
28484260,39
28947490,14
28320873,12
26972004,17
27324481,12
25512341,91
25870109,4
25140675,60
23995732,42
23810559,32
23437373,17
30325674,2
30419824,10
30250226,3
29676999,1
29475944,3
29262317,16
29158377,42
28985562,304
28363996,20
26821568,6
27638861,16
27641500,75
27007052,8
26883595,7
27019227,45
26367242,32
26687838,429
26187636,35
25976405,41
25664853,37
24714811,64
23197803,120
21624812,214
31896772,0
30557653,1
30292490,1
30395284,5
29593334,14
29279353,14
29544468,3
29466761,7
29304863,11
29718466,6
28701485,14
28604658,19
28317875,36
28391318,13
27851959,26
27559130,14
27282694,15
26657764,14
26311470,14
25587995,30
24695521,13
23622242,154
31056481,1
30651639,48
30566610,4
30510257,4
29937142,2
29645346,2
29719254,11
28899689,6
28945192,22
27126046,152
27020753,23
26976573,4
26959683,21
26401023,63
26659448,4
26276635,66
26004067,140
25892301,52
25693568,218
25389311,31
24752171,65
23990805,26
22226239,71
21953461,40
30143626,6
30166337,2
29754815,46
29560857,4
29526553,10
29756027,5
29309434,9
28938749,5
28709001,31
28637883,16
28489820,81
28494942,2
28778989,27
27711201,25
27184390,7
27105116,14
28348845,10
25555215,48
25792609,50
24582926,168
24586398,30
24217910,6
25254650,53
23638299,76
31273197,1
30425322,10
29643508,31
29642012,7
29166589,46
29150239,34
28827316,12
29065928,1
27928057,10
28842479,16
27867036,63
27898737,11
27716510,164
27692069,12
27653685,15
27110815,21
26808898,107
26494701,2
26824474,9
26460946,42
25896322,197
25607527,6
24100010,48
30778252,50
30630428,5
30230973,4
30146491,2
29709033,0
29420174,4
29302015,102
29244830,5
29061961,36
28855512,19
28041878,8
28575451,11
27580596,4
27185854,58
27378699,30
26531897,16
26461092,89
26138486,46
25835551,115
24358224,9
24121774,5
23107761,64
23637334,35
30778087,0
31175193,0
30760212,1
29317660,53
30158319,4
30291027,19
29391598,8
29579041,2
29444425,17
29425489,16
28978667,11
27762676,5
28440307,4
25672394,8
25680271,97
25934699,13
25873175,129
25790853,33
25569234,31
25362363,98
25416955,60
24591639,115
24691005,66
21701496,45
30517869,7
30139986,1
30292704,4
30036358,1
30312469,4
28497843,13
28705896,2
28432195,16
28514688,21
28142205,6
28264810,8
28057745,60
27460974,45
27263970,55
27189340,38
26144867,10
25609572,27
24662484,296
23892778,417
23663777,234
22722828,86
22579285,87
21098291,38
21981858,58
30329026,0
30463900,13
30140058,1
30102689,6
29749398,5
29703862,2
29307557,6
29728425,5
30016502,3
29237075,0
28974718,2
28584128,25
28437467,14
28576864,12
28079881,7
27552923,5
26411690,15
25548193,99
25258085,491
24705786,286
25369871,18
25172496,36
21324177,218
30582457,3
30552326,10
30532148,0
30181541,26
30134841,14
28678782,65
28525743,43
28049773,5
28076754,10
27869805,138
27294618,29
27272654,66
26952870,616
26917451,2
26253700,58
26124181,41
25456834,349
24508457,32
24285721,51
25239471,76
25263593,194
25017104,134
16954541,255
31074696,0
30537514,6
30274785,6
30468429,2
29894694,7
29513657,39
29192027,9
28916825,18
28698233,2
28414331,152
28215825,41
28957441,26
28802249,28
27643534,29
27246518,8
27435961,54
27071914,14
27540268,16
27716282,14
26607761,61
25545155,15
23070853,21
22495308,97
30664621,0
31194824,1
30181118,6
30173917,13
29398485,9
29321691,11
29405118,18
29220666,47
29138457,11
29155810,3
28495756,8
28442218,2
28095498,1
27498866,34
27033977,28
27562560,13
26071899,16
26052046,233
26150554,5
25875092,11
24367078,162
24131564,53
22871668,28
21543516,386
31844089,0
30971389,1
30335158,4
30530645,14
29992946,7
29674686,5
29618777,7
29410524,6
30485811,4
30463281,0
29720573,11
29458327,5
29220483,6
29196538,12
27913566,22
27808157,4
26369909,43
25934505,40
25403182,39
24335803,377
25437545,30
25070796,11
23696805,26
23696746,140
30518613,46
30295421,3
30026510,3
30380419,1
29807996,4
29481611,3
29669249,11
29502955,24
29100015,16
28994391,20
28398475,42
28031488,22
27728806,68
26668375,63
26455506,7
26278041,18
24485460,26
25030167,126
24586154,35
24315443,321
23878396,17
23475073,29
30413718,7
29691400,20
30446660,5
30348622,1
29849122,4
29695612,6
29668735,0
29559556,4
29339432,5
28701793,10
28797240,13
28665271,40
27642173,9
28241141,49
27889451,112
27650856,10
26960573,23
25865896,73
25363786,34
24740603,31
30635567,1
30428023,2
29331085,8
29630061,41
29307583,8
29158443,7
28985737,14
28727825,2
28205406,4
28344040,218
28017796,60
28267805,0
27375130,6
26960548,15
27655631,21
26896439,5
26293298,21
25533783,56
26321201,68
25428507,873
25437054,34
23603901,306
22030749,321
30809544,0
30591072,7
29754406,5
29554117,10
30619337,2
29183988,28
29145811,9
28702320,4
28525757,29
28973375,10
27163634,24
27300438,44
27211859,9
27882944,9
26907498,26
26410628,88
26030523,247
25684655,20
25199720,21
25060624,53
18927111,559
31649055,0
30550786,9
30389856,2
30375404,10
30249787,1
30232138,4
29898247,2
29569324,5
29925953,42
29547716,70
29483647,29
28759003,13
28669602,5
28848051,5
27373831,27
26759243,16
26808549,27
26700685,14
27573812,19
26500261,4
26556806,11
26468601,3
23664307,29
22722342,157
30695063,0
30022049,23
30423295,2
30382077,1
30081074,9
29728077,9
29431744,21
29440509,12
29066772,5
28193779,47
28062693,13
27804979,14
27701403,37
27428650,45
27404344,6
27546572,20
27039848,30
26305564,34
26095365,19
25605014,37
23637642,24
23530127,54
22981606,12
23085716,102
31911949,0
29966484,1
29804889,5
29570877,20
30254142,4
29084945,23
29064391,10
28938092,32
28844887,42
28365150,10
28132886,2
28178307,9
26598390,20
26768488,29
26494711,58
26290475,37
25453829,22
24684830,11
23029578,20
22684280,51
31862882,0
30745430,6
30594368,0
29873131,1
30295958,0
30423296,23
29907525,45
29907650,4
29501710,2
29606099,5
29415187,17
29572261,23
28591571,12
26952838,15
26832413,16
27247229,21
26556800,8
24465609,23
24465497,11
25521328,21
25044704,18
24237761,22
23576721,84
30851670,0
30154105,0
30086300,6
29792171,0
29235714,3
28808124,16
28795417,5
28813658,15
28700938,5
28396519,19
28324012,7
28494858,34
28332630,4
27861989,49
28751527,9
26522984,20
26466562,60
26324326,19
25310285,5
25356552,19
24578380,148
23416048,20
22409515,15
31833833,0
30948719,6
31484672,0
30639209,21
30609410,3
30518857,23
29549264,21
30496290,11
30253736,8
29731256,7
29141937,4
29300007,14
30578270,1
29208628,20
28731788,6
28572455,39
28122954,16
27664238,17
27469166,11
26923823,14
26766588,51
26147683,71
24894551,31
23264659,47
30726291,2
30554998,5
30593567,1
30605687,5
30337587,5
29396410,30
30380416,2
29533773,1
29054872,4
29199958,16
29126440,3
28363799,4
28575669,91
28417961,18
28180295,13
27851739,291
27614199,5
27048655,6
26993344,18
26935695,177
26668354,13
26542580,129
24897521,6
22761876,45
30208026,2
30016619,18
28935571,5
28588230,2
27799484,14
28092655,15
27886462,6
28110276,11
27926862,26
27798619,37
26814573,70
26654095,4
26638077,79
26748534,9
26561938,15
26474064,80
25936916,35
25815422,15
25923014,65
24838653,38
25490918,54
21706160,31
31719182,0
30273600,0
30348759,9
30300589,3
29867223,4
29768462,6
29093270,8
28984244,85
28709449,14
28345629,9
27820699,17
27863248,94
26373670,4
27540088,13
27376470,44
27064447,18
26677964,4
26908599,7
26098997,132
24713300,17
24224966,56
30391350,4
29296022,26
29510191,11
29802404,17
29563186,4
29265531,8
30082275,17
29236749,0
28916632,3
28559245,13
28221248,3
27763814,12
28411283,9
28082324,1
27622333,96
25640179,147
26056085,23
24852848,444
24799676,37
24289921,188
25269644,14
24727675,8
22343290,37
30237440,2
30503706,1
30517145,7
29788449,5
29874592,5
29196657,42
28455512,4
28214471,10
28111073,103
27799328,8
27930301,11
27806055,18
27566829,21
27026628,13
27008915,23
26975654,2
27309802,169
26675721,95
26331775,14
25104390,235
24954536,339
24154603,337
22936248,80
21533138,47
21248844,421
30053898,3
29326266,29
29249359,111
30102332,0
29320739,20
28813415,210
28770848,3
28835928,8
28584127,13
27834668,64
27881084,15
27699411,20
27411783,25
27659207,3
27565344,72
27027282,193
26599013,15
26248555,22
25614096,20
25670080,55
25132547,254
23623381,146
31023719,1
30668923,0
30526477,3
30232453,39
30253734,4
30185219,18
29950183,1
29101163,78
29323290,86
30185909,23
29234016,11
29073931,20
28538183,15
28425486,9
27777629,6
27525483,32
27111144,52
26611474,15
26659182,112
25976353,32
26297486,61
25590628,41
24639548,43
23617599,28
31358949,0
30087459,12
30166440,59
29853617,5
29890952,2
29522205,1
29675472,10
29510661,1
29325176,5
29235481,10
28827661,28
28916735,57
28371128,21
28445727,6
27757989,22
27444640,11
27355827,22
27140416,20
26976440,6
26854227,29
25783031,78
25813539,40
24161570,30
21261984,102
31147716,0
30376110,2
30561324,8
30061575,12
29426817,17
29870403,5
30013181,5
29262327,14
29167539,2
28747429,7
26524527,178
26430118,50
25925588,16
25849986,67
25414352,24
25043050,39
24362762,363
24129406,19
25017721,130
25301781,81
22907753,13
22173241,17
22194413,270
21177970,107
30462273,1
30478415,2
29258423,6
28916805,16
28824165,18
28360091,11
28416184,24
28209632,17
28401346,38
28167773,6
27591185,14
27455346,28
27578754,24
26947130,6
27542215,2
26615396,19
25906746,23
24280257,14
25208576,24
24464295,56
23386205,16
21955303,9
19349980,990
31451708,0
30429466,27
30232200,12
30045983,8
30158700,38
29874120,8
29996101,7
28886367,28
28780410,4
28817599,3
28524846,17
28375211,6
28196867,16
27911439,21
27212659,33
26712209,9
27350246,64
26545815,24
25808873,50
25483350,43
25434823,13
23728302,464
22837360,171
20086188,337
30309899,0
30213884,23
29502968,35
29526696,21
28587571,10
29343640,12
28878348,14
28930664,53
28420336,13
28073004,27
27378372,9
27158840,69
26932670,24
26644347,16
26584623,7
26071953,28
25542255,13
24788520,60
25059688,45
24395885,71
22960373,94
30446205,3
30482693,3
30498193,18
29643389,0
30127394,45
29885943,3
29497140,0
29342143,19
29666070,11
28819234,8
28623283,2
28757162,27
28768204,61
28737768,49
28714474,10
29259119,8
28132025,7
26742432,7
27142817,14
27833659,14
26594381,10
24927774,22
22302877,227
21873192,89
30097337,4
30546011,7
30349036,8
30108334,2
30482234,2
30400182,5
30118958,4
29979993,6
29771928,1
29472620,58
29273203,5
29134255,1
30532653,0
28512179,10
28514453,130
28174237,48
27810962,15
27502401,9
26801249,24
26335634,54
26340425,72
25065684,22
20716350,28
30485549,8
31558581,0
31398226,1
30030441,30
30413617,8
30413361,37
30333187,1
30224758,30
30104650,4
30157439,16
29346554,4
29716997,8
28352086,4
28130225,40
28383283,15
28151558,2
28327113,0
28195173,16
27764183,8
26848586,21
25803486,60
25607463,39
25480296,750
23539454,100
21306427,16
29914715,2
29555923,7
29970451,14
30038221,13
29959210,6
29688346,5
29432565,6
29436476,17
30053257,3
28530711,11
28347747,4
28335028,4
28288114,26
28046107,9
26957556,10
26940531,29
27240213,48
27058666,73
26819476,43
24586560,21
24342436,9
23843944,40
23663783,152
20614006,99
20398280,48
30266989,0
30625312,2
30537932,2
30143638,1
30095409,9
29132306,13
29078378,4
28768192,17
28423198,3
28696309,11
28383698,14
27798604,23
27818938,19
27259149,84
27212235,42
26764022,13
27342557,10
26300265,38
26147080,47
25988972,20
26010068,31
26138677,571
25313052,31
22541430,495
29795225,14
30059005,13
29967493,24
29908565,3
29054992,22
29131867,6
28723572,12
28430105,10
28297676,17
27941249,32
27539783,13
27596364,12
27075392,121
26674251,95
26459632,20
26840567,8
26646110,14
26350972,15
25542004,4
25344811,62
25255216,127
25104025,1
25056316,36
23856776,10
22805557,76
30979870,2
30664650,8
30301775,3
30418965,2
29674431,61
29233536,38
28886385,41
28832682,4
28596291,10
28534195,7
28356386,14
28321121,10
27876680,13
27728778,39
27452456,11
27309819,97
26616534,17
26394329,4
26383955,292
25456137,187
23958565,55
23341638,92
21151993,106
30061415,9
29945868,5
29871632,6
29689192,26
29440247,19
29394395,11
29476010,7
29202695,10
28647344,7
28832647,5
28637794,20
28394372,17
28216628,9
28219337,5
29025069,5
26944677,45
26276636,327
26118502,10
25430741,32
25479006,24
25293778,15
24982146,94
25268051,9
24496724,24
30357827,1
29335468,8
30333037,2
29996108,17
29898397,32
29720649,71
30613274,3
29209594,8
29117894,7
27989770,65
27420775,4
27052732,102
26997247,48
26942929,1
26689544,114
26779813,114
26559510,8
26536359,64
26279574,38
25253444,18
24477002,365
22555619,51
23409773,39
31237234,0
30333494,7
29802342,1
29609036,2
29753320,5
29242298,13
29158406,32
28464948,5
27095822,4
28094016,41
27241552,59
27304075,7
27295279,74
26823433,130
27507791,6
27716143,7
26607721,22
26694039,9
26159997,54
25086293,20
24176112,136
23143603,52
21177435,90
31604912,1
30913540,0
30312408,7
30065315,27
29709598,0
29735710,16
29069077,24
28474697,9
28414328,21
28137912,8
27282340,20
27229370,26
27803124,25
26472907,40
25535248,32
24931571,24
25468973,23
25049118,57
25099370,23
24564208,21
24879558,62
22347391,68
30375383,3
29524228,10
29976840,4
29308654,3
29328908,111
28808260,8
28994650,37
28649719,44
28455435,19
28472137,36
28916722,9
29387864,2
27571552,89
26444236,419
26178716,25
26000486,112
25945737,119
25573754,16
26235621,27
25965570,114
24973820,52
30988468,1
30760496,4
30670627,1
30388153,1
29932905,35
29791506,3
29088702,134
28993899,5
28249000,1
28112734,32
28222283,3
27165742,38
25477280,17
25857206,15
26225632,24
25693838,120
25736208,22
25310978,34
24997565,87
24125077,45
24082143,36
23369045,29
22981233,110
29666172,12
30472156,6
29916804,1
29779890,49
29785026,26
29305506,5
29440259,9
28951542,13
28928467,15
28841135,5
28039555,3
28233874,26
28205547,45
27708008,288
27356971,8
26940867,306
26973718,23
25840722,89
26352406,20
25915476,151
25126783,164
23690579,50
22113690,480
20616234,244
30552148,6
30275445,4
29643333,5
29950394,19
29653697,21
28505376,11
28787592,9
28092686,112
28429794,4
27737960,17
27537368,10
27190234,14
26847026,18
27125672,48
26725122,8
27371588,13
26330747,12
25543152,314
24925914,1217
24191055,105
23374351,322
21398260,78
31266962,3
30375394,10
29302059,12
29976658,3
29526082,4
29649254,2
29459403,17
28729413,11
28784160,13
28446217,7
28318822,35
27733505,17
27418678,20
27225120,186
27107716,25
26671595,7
26565914,80
24529597,127
24438502,71
24852236,10
23891561,56
24054998,108
21952137,77
21573164,74
31488837,0
30764831,6
30726734,15
30344048,9
30192227,16
30080846,9
29622030,13
29457792,26
29530939,8
29334313,8
29129909,11
28637665,6
28383660,30
28319088,144
28384715,7
27288344,10
27183216,45
26944679,38
24836610,79
25251011,17
24095730,36
22682255,108
21179090,853
31578316,0
31181066,1
30681411,9
29872087,1
30143541,10
30076102,24
29605720,4
28963353,27
28613034,12
28671693,127
27063795,57
26644408,6
25963149,10
26087292,8
25865500,27
25519132,105
24892994,68
24486021,46
25326705,69
24626166,50
24170860,291
22753484,145
22799740,73
21325135,115
30193169,4
