Accession,suppdata_id,Type,pi0,Type_after_filter,pi0_after_filter
GSE74176,GSE74176_wt-SPL_line1-SPL_annotated.txt.gz,anti-conservative,0.8480900024715244,NA,NA
GSE83736,GSE83736_DESeq2.Vav.WTvsKO.StimulatedInteractions.txt.gz,anti-conservative,0.5609259704575211,anti-conservative,0.32170721212863074
GSE77044,GSE77044_comparison2.xls.gz,anti-conservative,0.6863115822824271,anti-conservative,0.6618580381436824
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTPvsGFP.csv.gz,anti-conservative,0.745006540824305,anti-conservative,0.694817951476797
GSE33736,GSE33736_HAmCqG0_G8expression.txt.gz,anti-conservative,0.5952606378479599,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-0,anti-conservative,0.5315531743406946,anti-conservative,0.439171443819321
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-1,anti-conservative,0.5728086630416599,anti-conservative,0.4933980733864634
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-2,anti-conservative,0.466714740639917,anti-conservative,0.27275990612861184
GSE111189,GSE111189_diff-Deseq2-R-Oil-vs-85-Oil.txt.gz,anti-conservative,0.5695824635120064,anti-conservative,0.40548581908730447
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-0,anti-conservative,0.637508385486126,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-1,anti-conservative,0.6734152645633037,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-2,anti-conservative,0.5142715071745034,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-3,anti-conservative,0.6173018164290506,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-4,anti-conservative,0.636487705532549,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-5,anti-conservative,0.5274573535202403,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-6,anti-conservative,0.5701098987127807,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-7,anti-conservative,0.559953995651446,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-8,anti-conservative,0.5819638795143995,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-9,anti-conservative,0.5828321066858773,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-10,anti-conservative,0.5706695381810724,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-11,anti-conservative,0.5846724956016631,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-12,anti-conservative,0.5926075592114286,NA,NA
GSE116916,GSE116916_Processed_data_Wareham2.txt.gz,anti-conservative,0.9889145587504008,anti-conservative,0.9339023874593448
GSE79830,GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz,anti-conservative,0.7194075512743572,NA,NA
GSE116915,GSE116915_Microbead_vs_control_raw_data_RNAseq_mouse.define_DESeq2.txt.gz,anti-conservative,0.8804598022081321,anti-conservative,0.5101335956889396
GSE70228,GSE70228_ThermococcusIsoforms_exp.diff.xlsx,anti-conservative,0.8512010050492634,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_K27M_DMSO,anti-conservative,0.7820605684109595,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_H3WT_EPZ,anti-conservative,0.8396960889079939,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-K27M_DMSO_x_K27M_EPZ,anti-conservative,0.8484643819821943,NA,NA
GSE83218,GSE83218_HSC.txt.gz,anti-conservative,0.8810709474044911,anti-conservative,0.7689746913969264
GSE58053,GSE58053_25mm-over-0mm.txt.gz,anti-conservative,0.5585856924503773,NA,NA
GSE114336,GSE114336_Merkel_Keratinocytes_DEseq_RPKM.xlsx,anti-conservative,0.5234330362823296,NA,NA
GSE98082,GSE98082_E13_5_Tie2_Ino80_KO_DESeq2.csv.gz,anti-conservative,0.8975265475086373,anti-conservative,0.6410662421130016
GSE98526,GSE98526_A12_vs_UA159T5.txt.gz,anti-conservative,0.5788357584245976,NA,NA
GSE58053,GSE58053_25mm-over-1mm.txt.gz,anti-conservative,0.6776416622124118,NA,NA
GSE94017,GSE94017_ATO_versus_control_diff.xlsx,anti-conservative,0.5846482276061575,anti-conservative,0.5542192619289843
GSE98526,GSE98526_A1_vs_UA159T5.txt.gz,anti-conservative,0.799125130030444,NA,NA
GSE84737,GSE84737_All_genes_unfiltered_DE.txt.gz,anti-conservative,0.4466535264733583,NA,NA
GSE109152,GSE109152_All.HFD_v_ND.2_counts.txt.gz,anti-conservative,0.9175732340717133,NA,NA
GSE98526,GSE98526_UA159T5_vs_UA159T0.txt.gz,anti-conservative,0.9342759497616371,NA,NA
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,anti-conservative,0.47416746098900353,NA,NA
GSE57397,GSE57397_degexp.KO-REC-REP1-RNA.vs.KO-HS-REP1-RNA.output_score.txt.gz,anti-conservative,0.37558658925521343,NA,NA
GSE115266,GSE115266_Horvath01_DESeq2_Differential_Gene_Expression.csv.gz,anti-conservative,0.4482863613808697,anti-conservative,0.19260708436936252
GSE75962,GSE75962_control_vs_H2O2.DEseq.txt.gz,anti-conservative,0.7682686414601022,anti-conservative,0.6895679459915021
GSE57397,GSE57397_degexp.KO-REC-REP2-RNA.vs.KO-HS-REP2-RNA.output_score.txt.gz,anti-conservative,0.39171873143651337,NA,NA
GSE51037,GSE51037_Untreated_Nitrate_Processed_CunninghamBussel.xlsx.gz,anti-conservative,0.8954628215813549,NA,NA
GSE89004,GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,anti-conservative,0.4430149247561282,anti-conservative,0.21438111795550768
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,anti-conservative,0.30309102370419133,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Grain,anti-conservative,0.6008041184505725,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Grain,anti-conservative,0.6025658059981591,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Root,anti-conservative,0.605828528779286,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Root,anti-conservative,0.4891812314652437,NA,NA
GSE63141,GSE63141_eTMglc_gene_exp.diff.gz,anti-conservative,0.9520512581221658,NA,NA
GSE57397,GSE57397_degexp.WT-REC-REP1-RNA.vs.WT-HS-REP1-RNA.output_score.txt.gz,anti-conservative,0.3389721099166014,NA,NA
GSE56346,GSE56346_wtNplus_vs_wtNminus_DESeq_output.txt.gz,anti-conservative,0.3620479064385239,anti-conservative,0.22764760881916613
GSE48812,GSE48812_24h_PRECvsLNCAP.diff.txt.gz,anti-conservative,0.0057327443743459714,NA,NA
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz-set-0,anti-conservative,0.6506106644504697,NA,NA
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz-set-1,anti-conservative,0.9882508287927472,NA,NA
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz-set-2,anti-conservative,0.8247880694810099,NA,NA
GSE119325,GSE119325_day6vsday2_gene_description.txt.gz,anti-conservative,0.6040339813682934,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-0,anti-conservative,0.5976839970636814,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-1,anti-conservative,0.6823161570930446,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-2,anti-conservative,0.5064214314553129,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-3,anti-conservative,0.641639537529822,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-4,anti-conservative,0.3367230170673518,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-5,anti-conservative,0.426518752064599,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-6,anti-conservative,0.854361643432938,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-7,anti-conservative,0.5038791044228299,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-8,anti-conservative,0.5063466948063865,NA,NA
GSE110255,GSE110255_PCT101800875_All_Data_saki_RPKM.csv.gz-set-9,anti-conservative,0.31597998164800883,NA,NA
GSE83541,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz,anti-conservative,0.8198490877512481,anti-conservative,0.7048283929226973
GSE63141,GSE63141_eTMgly_gene_exp.diff.gz,anti-conservative,0.778206125745246,NA,NA
GSE57397,GSE57397_degexp.WT-REC-REP2-RNA.vs.WT-HS-REP2-RNA.output_score.txt.gz,anti-conservative,0.36709516046003227,NA,NA
GSE110646,GSE110646_Cuffdiff_gene_expression_March2016_reformat.csv.gz,anti-conservative,0.8754471855616883,NA,NA
GSE109615,GSE109615_gene_description.txt.gz-set-0,anti-conservative,0.6856250887757321,NA,NA
GSE109615,GSE109615_gene_description.txt.gz-set-1,anti-conservative,0.6562612303099349,NA,NA
GSE109615,GSE109615_gene_description.txt.gz-set-3,anti-conservative,0.6936018291964208,NA,NA
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siDDX5-17 vs siCTRL,anti-conservative,0.5932360917261223,anti-conservative,0.5575987644522854
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siDDX5-17+siREST vs siCTRL,anti-conservative,0.4903974767098354,anti-conservative,0.403760140183621
GSE70141,GSE70141_Ax2_0H_1+2_ChdC_0H_1+2_DESeq.results.genenames.txt.gz,anti-conservative,0.6067670671124679,anti-conservative,0.3816358870532274
GSE78240,GSE78240_DESeq_Output.txt.gz,anti-conservative,0.6591772772661036,anti-conservative,0.5902366837509215
GSE45788,GSE45788_S72_2_RefII_S72_1_Emf_exp.cuff.gz,anti-conservative,0.8337034180325998,NA,NA
GSE121725,GSE121725_Transcript_differential_expression.xlsx,anti-conservative,0.824435853838268,NA,NA
GSE97167,GSE97167_result_foldchange_deseq2.txt.gz,anti-conservative,0.7902054914089683,anti-conservative,0.8152218508485508
GSE107207,GSE107207_res.genes.hampshire.c-d.csv.gz,anti-conservative,0.6064148868512583,anti-conservative,0.5495279408268922
GSE70141,GSE70141_Ax2_0H_1_2_Ax2_10H_1_2_DESeq.results.genenames.txt.gz,anti-conservative,0.22142409010147504,anti-conservative,0.056194106977641836
GSE48812,GSE48812_6h_LNCAPvsPC3.diff.txt.gz,anti-conservative,0.005753037784634435,NA,NA
GSE50708,GSE50708_DE_result.txt.gz,anti-conservative,0.31931735484562423,NA,NA
GSE108435,GSE108435_gut_vs_liver.txt.gz,anti-conservative,0.5461691064541274,anti-conservative,0.08774788882030495
GSE119273,GSE119273_LR73_AC_results.txt.gz,anti-conservative,0.6850063648073563,anti-conservative,0.5914344632008446
GSE108106,GSE108106_DE_results_starved_vs_fed.txt.gz,anti-conservative,0.6685818909326398,anti-conservative,0.535620991959282
GSE95687,GSE95687_sleuthResults.txt.gz,anti-conservative,0.7126661603164058,NA,NA
GSE70141,GSE70141_Ax2_10H_1_2_ChdC_12H_1_2_DESeq.results.genenames.txt.gz,anti-conservative,0.2953876162499788,anti-conservative,0.1507685385000381
GSE80354,GSE80354_Gata6_DEseq2_res.csv.gz,anti-conservative,0.7793822210681216,anti-conservative,0.8662943153278886
GSE81128,GSE81128_DESeq2_Results.txt.gz,anti-conservative,0.31617563751558975,anti-conservative,0.14007019188940723
GSE85321,GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,anti-conservative,0.4604319679740172,NA,NA
GSE74103,GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,anti-conservative,0.6181199828819224,anti-conservative,0.5263372578412363
GSE78824,GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz,anti-conservative,0.7776794249327688,NA,NA
GSE111227,GSE111227_TruSeq.DESeq2_results.txt.gz,anti-conservative,0.6759891205876875,anti-conservative,0.2595191870755764
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs ATH (sortUP),anti-conservative,0.7855919834105963,anti-conservative,0.6062219593980772
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs ATH (sortDOWN),anti-conservative,0.7855919834105963,anti-conservative,0.6062219593980772
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs VDA (sortDOWN),anti-conservative,0.5225375022664492,anti-conservative,0.38752506750917187
GSE74103,GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,anti-conservative,0.42427263353058287,anti-conservative,0.26737829365379795
GSE63836,GSE63836_C15Dx_versus_Untr.DESeq.txt.gz,anti-conservative,0.6306823151812686,anti-conservative,0.41574743331377445
GSE111012,GSE111012_450_vs_Phi11.txt.gz,anti-conservative,0.7458004765233087,anti-conservative,0.8223934879444005
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,anti-conservative,0.572087011972372,anti-conservative,0.40400038173832553
GSE74103,GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,anti-conservative,0.29278201164898393,anti-conservative,0.2299542442890612
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz-set-1,anti-conservative,0.3916228091706874,NA,NA
GSE48812,GSE48812_6h_PRECvsLNCAP.diff.txt.gz,anti-conservative,0.007626998982313734,NA,NA
GSE111012,GSE111012_450_vs_Phi80.txt.gz,anti-conservative,0.6457121411657225,anti-conservative,0.698836759790195
GSE100414,GSE100414_DN345_KK43_DESeq2.txt.gz,anti-conservative,0.5617781919155039,anti-conservative,0.32463838782029764
GSE93574,GSE93574_res_dds_LEKU_vs_LPS.csv.gz,anti-conservative,0.4124765206108855,anti-conservative,0.20200443043539268
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,anti-conservative,0.9338817860681851,NA,NA
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,anti-conservative,0.9624202920076195,NA,NA
GSE102060,GSE102060_BPA_vs_Control.txt.gz,anti-conservative,0.6204637383302807,anti-conservative,0.25344749745072126
GSE93574,GSE93574_res_dds_LE_vs_LPS.csv.gz,anti-conservative,0.45596495960087624,anti-conservative,0.22918489874792836
GSE98084,GSE98084_All_Data_BaCl2.xlsx,anti-conservative,0.7625029146426094,NA,NA
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-M VS LYP9-M,anti-conservative,0.8057452957288106,NA,NA
GSE123459,GSE123459_WTCvsWTV.xlsx,anti-conservative,0.5996281813482449,anti-conservative,0.3555919341815049
GSE108749,GSE108749_DMSO-vs-129_results.csv.gz,anti-conservative,0.7923819359824312,anti-conservative,0.6364809103767975
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,anti-conservative,0.5365262885508296,anti-conservative,0.37360419392720556
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,anti-conservative,0.8166989464624483,anti-conservative,0.8284130348034053
GSE79916,GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,anti-conservative,0.12975357039220364,NA,NA
GSE109006,GSE109006_AM_Gore_Oct2016_RNAseq.txt.gz,anti-conservative,0.8187558431818088,anti-conservative,0.8847825218434415
GSE64242,GSE64242_cufdiff_isoform_exp.diff.gz,anti-conservative,0.9291008143939333,NA,NA
GSE66148,GSE66148_NC_v_CNS.txt.gz-set-0,anti-conservative,0.5456236073367345,anti-conservative,0.2738926812269529
GSE66148,GSE66148_NC_v_CNS.txt.gz-set-1,anti-conservative,0.5233254071794053,anti-conservative,0.23647292698463748
GSE66148,GSE66148_NC_v_CNS.txt.gz-set-2,anti-conservative,0.5357488388675025,anti-conservative,0.28122421142675447
GSE71185,GSE71185_CHD8_CRISPR_RNASeq_Cuffdiff_PolyA.txt.gz,anti-conservative,0.37590621855414125,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_down,anti-conservative,0.7634676983412526,NA,NA
GSE93614,GSE93614_Air_Eth_Results.txt.gz,anti-conservative,0.6810208162382518,anti-conservative,0.5876802064986559
GSE102793,GSE102793_deseq2_genes.tsv.gz,anti-conservative,0.547428051586468,anti-conservative,0.35523183580330725
GSE103405,GSE103405_Table_S1.xlsx,anti-conservative,0.5111242798774867,anti-conservative,0.4673071301052267
GSE77398,GSE77398_mal_all6_cuffdiff_genes.xls.gz,anti-conservative,0.7608401063278454,NA,NA
GSE71185,GSE71185_CHD8_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,anti-conservative,0.47249461964801515,NA,NA
GSE74554,GSE74554_Diff_All_genes_A30_C30.csv.gz,anti-conservative,0.34369822172439335,anti-conservative,0.3140652653060159
GSE116458,GSE116458_nESCs_EpiLSCs_desep_table.txt.gz,anti-conservative,0.9142079391770656,anti-conservative,0.993318819344076
GSE108898,GSE108898_deseq2_analysis_cml39_vs_wt.txt.gz,anti-conservative,0.748180935468686,anti-conservative,0.5026773010716903
GSE113683,GSE113683_DESeq2_res_Ax35_10x_vs._WT.csv.gz,anti-conservative,0.842813540167217,anti-conservative,0.7177567888285932
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_NSR.txt.gz,anti-conservative,0.8970843444865081,NA,NA
GSE116230,GSE116230_Smad4ff_vs_Smad4iECKO.deseq.res.csv.gz,anti-conservative,0.5269062471183936,anti-conservative,0.650712248577225
GSE107199,GSE107199_polyIC_vs._WT_ctrl_all.xlsx.gz-set-0,anti-conservative,0.6855767960005946,NA,NA
GSE113683,GSE113683_DESeq2_res_Ax35_30x_vs._WT.csv.gz,anti-conservative,0.7370484105211375,anti-conservative,0.626694364253166
GSE109279,GSE109279_DESeq2.DiffExp_WT_SIRT3KO_MEFs.txt.gz,anti-conservative,0.44222151280010247,anti-conservative,0.18957863211859216
GSE101596,GSE101596_S14203_genesdiff_wo5.xlsx,anti-conservative,0.4887603757390261,NA,NA
GSE80135,GSE80135_Lipo_siProx_SC_results.csv.gz,anti-conservative,0.9520475587390697,anti-conservative,0.8212345643174033
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,anti-conservative,0.7723860657632631,NA,NA
GSE73376,GSE73376_full_list_edgeR_annotated_DGCR8.txt.gz,anti-conservative,0.8011301113134042,NA,NA
GSE122095,GSE122095_N-VS-W.DEGseq_Method.GeneDiffExp.txt.gz,anti-conservative,0.31195933462410863,NA,NA
GSE73376,GSE73376_full_list_edgeR_annotated_RRP6.txt.gz,anti-conservative,0.8205313547391613,NA,NA
GSE67646,GSE67646_DESeq_1.10.1.txt.gz,anti-conservative,0.6706257087789578,anti-conservative,0.24885419725382424
GSE56169,GSE56169_normalized_RNASeq_Ctrl_vs_E2a.txt.gz,anti-conservative,0.3722325809385595,NA,NA
GSE113333,GSE113333_Typhi_gene_exp.diff.gz,anti-conservative,0.49646905246518647,NA,NA
GSE111538,GSE111538_Adipo_Yes_vs_Adipo_No.DESeq2_Results.xlsx.gz,anti-conservative,0.9926861489287987,anti-conservative,0.8568868406711725
GSE104560,GSE104560_Emerin_null_differentiaton_day_0_to_1_transition.diff.gz,anti-conservative,0.8579020927204621,NA,NA
GSE75147,GSE75147_regulated.phf5a_kd_402.down.G166.list.txt.gz,anti-conservative,0.019976872106713645,NA,NA
GSE54846,GSE54846_130529.DESeq.120813.combined-htseq-Luc123-m1_123.HGNC.protein_coding.rsgt20.txt.gz,anti-conservative,0.7932086070818433,anti-conservative,0.45382910922471364
GSE104560,GSE104560_Emerin_null_differentiaton_day_1_to_2_transition.diff.gz,anti-conservative,0.9898809725846406,NA,NA
GSE116587,GSE116587_Littleetal_RNASEQ.xlsx,anti-conservative,0.8169408877673897,NA,NA
GSE103400,GSE103400_HNC3-_vs_+.txt.gz,anti-conservative,0.8419651167974407,anti-conservative,0.7019997560469211
GSE96555,GSE96555_DESeq.ctrl48hVstatsf148h-orig-FDR1.1.txt.gz,anti-conservative,0.8147800088944498,anti-conservative,0.5825147807259052
GSE111305,GSE111305_SGI_vs_Control.DESeq2_Results.xlsx-sheet-SGI_vs_Control.DESeq2_Results,anti-conservative,0.9931908283635471,anti-conservative,0.7342533702179008
GSE81069,GSE81069_1vs2_DESeq_func_added.csv.gz,anti-conservative,0.6827854655391813,anti-conservative,0.19416737823217783
GSE80135,GSE80135_siNeg_siProx_sig_results.csv.gz,anti-conservative,0.7854391087077985,anti-conservative,0.5049393531784075
GSE114363,GSE114363_gene_exp.diff.txt.gz,anti-conservative,0.9345084415110786,NA,NA
GSE114917,GSE114917_High_vs_Low_LP4_removed_all_genes.tsv.gz,anti-conservative,0.444425168469035,anti-conservative,0.18699460855859096
GSE96555,GSE96555_DESeq.ctrl72hVstatsf172h-orig-FDR1.1.txt.gz,anti-conservative,0.6175713780385043,anti-conservative,0.3411373892735812
GSE104415,GSE104415_processed.csv.gz,anti-conservative,0.5273956009681057,anti-conservative,0.38996214478475616
GSE106545,GSE106545_U251_WT_VS_AXLKO_FPKM.xlsx,anti-conservative,0.47324001679132954,NA,NA
GSE86203,GSE86203_Rps26_dependent_recognition-DESeq.xlsx.gz-sheet-DESeq,anti-conservative,0.5226610827269162,anti-conservative,0.4071206103041027
GSE81069,GSE81069_1vs3_DESeq_func_added.csv.gz,anti-conservative,0.8155340008263164,anti-conservative,0.22248636781938852
GSE89773,GSE89773_combined_expression_table.txt.gz-set-0,anti-conservative,0.4102929627792169,anti-conservative,0.21140516400188405
GSE89773,GSE89773_combined_expression_table.txt.gz-set-1,anti-conservative,0.49542980380894586,anti-conservative,0.2649378875501629
GSE75731,GSE75731_ckvsd119a_gene_exp_diff.txt.gz,anti-conservative,0.49487419566703333,NA,NA
GSE75147,GSE75147_regulated.phf5a_kd_861.down.0827.list.txt.gz,anti-conservative,0.01573332714614093,NA,NA
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_1_differentiation.diff.gz,anti-conservative,0.8918145986079418,NA,NA
GSE96549,GSE96549_DESeq.L3NbVsL3NbBarcIR-orig-FDR1.1.txt.gz,anti-conservative,0.6709608840314538,anti-conservative,0.41509252392022433
GSE86203,GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vElu_DiffExp,anti-conservative,0.39573417223073387,anti-conservative,0.2789466579454229
GSE86203,GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vFT_DiffExp,anti-conservative,0.7875420494650729,anti-conservative,0.7443696269784658
GSE97345,GSE97345_Cassette_AARap_diffexp.txt.gz,anti-conservative,0.5779679540901169,anti-conservative,0.561113554764956
GSE81069,GSE81069_4vs5_DESeq_func_added.csv.gz,anti-conservative,0.7376623292995005,anti-conservative,0.20769776614755717
GSE75731,GSE75731_ckvsdrug_gene_exp_diff.txt.gz,anti-conservative,0.6415255623971489,NA,NA
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,anti-conservative,0.9612506512393788,NA,NA
GSE75147,GSE75147_regulated.phf5a_kd_861.down.G166.list.txt.gz,anti-conservative,0.013633899871189075,NA,NA
GSE72390,GSE72390_DiffExpr_Location_7-12_vs_1-6_Oncorhynchus_keta_de_novo.xlsx,anti-conservative,0.902114664552387,anti-conservative,0.7926468290348354
GSE44402,GSE44402_QW_Table_S2-AS_targets_of_PQBP1_identified_from_RNA-seq.xlsx.gz,anti-conservative,0.2348753418189081,NA,NA
GSE107555,GSE107555_HL60_deseq_norm_countFeatures.txt.gz,anti-conservative,0.7784490590545996,anti-conservative,0.6359427742845167
GSE101480,GSE101480_Group370_vs_GroupCtrl.all.gene.result.txt.gz,anti-conservative,0.432841722440293,NA,NA
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_2_differentiation.diff.gz,anti-conservative,0.683595062866098,NA,NA
GSE96549,GSE96549_DESeq.dsBarcGDVsdsmCherry-orig-FDR1.1.txt.gz,anti-conservative,0.7636971869731451,anti-conservative,0.575399252412895
GSE75731,GSE75731_ckvsv149a_gene_exp_diff.txt.gz,anti-conservative,0.7253445419753191,NA,NA
GSE113716,GSE113716_DESeq2_results_t05_vs_t0.txt.gz,anti-conservative,0.41357570463157517,anti-conservative,0.3683451914388706
GSE104049,GSE104049_DESeq2.GMC3hvsNB3h.xlsx,anti-conservative,0.7666744104612481,anti-conservative,0.471326784417964
GSE99211,GSE99211_AnZwijsen_Solid-20180116-diffexpr-results-Group_KO.SetA_vs_Ctrl.csv.gz,anti-conservative,0.737673954464861,anti-conservative,0.7304885933721851
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_3_differentiation.diff.gz,anti-conservative,0.645556534833883,NA,NA
GSE97345,GSE97345_Cassette_NrdRap_diffexp.txt.gz,anti-conservative,0.5941603119010062,anti-conservative,0.5890184912974045
GSE75147,GSE75147_regulated.phf5a_kd_861.up.G166.list.txt.gz,anti-conservative,0.036843182674334264,NA,NA
GSE52402,GSE52402_B19P16_B20P3_RPKM.txt.gz,anti-conservative,0.6262290656232968,NA,NA
GSE113716,GSE113716_DESeq2_results_t15_vs_t0.txt.gz,anti-conservative,0.3265868627016313,anti-conservative,0.2932058526329979
GSE104049,GSE104049_DESeq2.GMC5hvsNB5h.xlsx,anti-conservative,0.694018857946692,anti-conservative,0.32982628842125383
GSE99211,GSE99211_AnZwijsen_Solid-20180116-diffexpr-results-Group_KO.SetB_vs_Ctrl.csv.gz,anti-conservative,0.6357618984953943,anti-conservative,0.5508216947568723
GSE113848,GSE113848_sleuth.de.results.wald.ctl.tsv.gz,anti-conservative,0.5271679749861171,NA,NA
GSE97443,GSE97443_KnockDown1_vs_Control1.all.gene.result.txt.gz,anti-conservative,0.5084159992675371,anti-conservative,0.22765189719943546
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_4_differentiation.diff.gz,anti-conservative,0.6023168092626348,NA,NA
GSE113716,GSE113716_DESeq2_results_t1_vs_t0.txt.gz,anti-conservative,0.3989492524654262,anti-conservative,0.36398597309088004
GSE104049,GSE104049_DESeq2.GMC90mvsNB90m.xlsx,anti-conservative,0.7523807465665536,anti-conservative,0.5692934350478137
GSE99211,GSE99211_AnZwijsen_Solid-20180116-diffexpr-results-KO.SetBvsKO.SetA.csv.gz,anti-conservative,0.7549467718510499,anti-conservative,0.7868898630950372
GSE113848,GSE113848_sleuth.de.results.wald.oe.tsv.gz,anti-conservative,0.6464218537270998,NA,NA
GSE102369,GSE102369_deseq_differential_expression_results.txt.gz,anti-conservative,0.5766451386815484,anti-conservative,0.42459991310759304
GSE104560,GSE104560_WT_differentiation_day_0_to_1_transition.diff.gz,anti-conservative,0.9260543200364233,NA,NA
