Accession,suppdata_id,Type,pi0,SRP,pi01,fp,rs,ud
GSE113848,GSE113848_sleuth.de.results.wald.oe.tsv.gz,anti-conservative,0.8335758124656755,NA,NA,NA,NA,NA
GSE102369,GSE102369_deseq_differential_expression_results.txt.gz,anti-conservative,0.6847595799557848,NA,NA,NA,NA,NA
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S1,anti-conservative,0.5071218686189551,NA,NA,NA,NA,NA
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S3,anti-conservative,0.7163644919998018,NA,NA,NA,NA,NA
GSE65072,GSE65072_DESeq_plusDOX_minusDOX.xlsx,anti-conservative,0.5681780889350763,NA,NA,NA,NA,NA
GSE113716,GSE113716_DESeq2_results_t2_vs_t0.txt.gz,anti-conservative,0.26126126126126126,NA,NA,NA,NA,NA
GSE118423,GSE118423_alc.csv.gz,anti-conservative,0.949950239173007,NA,NA,NA,NA,NA
GSE96626,GSE96626_DE_TrtVsVeh.xlsx,anti-conservative,0.8747242818039279,NA,NA,NA,NA,NA
GSE113716,GSE113716_DESeq2_results_t4_vs_t0.txt.gz,anti-conservative,0.2528216704288939,NA,NA,NA,NA,NA
GSE61954,GSE61954_all_genes_expression_values_supp_table.txt.gz,anti-conservative,0.9394395294468546,NA,NA,NA,NA,NA
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,anti-conservative,0.8836206896551725,NA,NA,NA,NA,NA
GSE97060,GSE97060_122KOMouse_SleuthOutput.txt.gz,anti-conservative,0.48707533234859673,NA,NA,NA,NA,NA
GSE65935,GSE65935_DKOrvsDKOnr_diffexp.txt.gz,anti-conservative,0.5849445733436454,NA,NA,NA,NA,NA
GSE59814,GSE59814_processed_data.txt.gz,anti-conservative,0.5762261100826532,NA,NA,NA,NA,NA
GSE121173,GSE121173_gene_exp.diff.txt.gz,anti-conservative,0.8125318981116318,NA,NA,NA,NA,NA
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,anti-conservative,0.7773399695838518,NA,NA,NA,NA,NA
GSE65935,GSE65935_WTvsDKOnr_diffexp.txt.gz,anti-conservative,0.5154456339481491,NA,NA,NA,NA,NA
GSE113404,GSE113404_DESeq2_results_Mat1_OE_wt.xlsx,anti-conservative,0.9150899017353126,NA,NA,NA,NA,NA
GSE65935,GSE65935_WTvsDKOr_diffexp.txt.gz,anti-conservative,0.48779856301378727,NA,NA,NA,NA,NA
GSE113404,GSE113404_DESeq2_results_Mat2_OE_wt.xlsx,anti-conservative,0.5179593961478397,NA,NA,NA,NA,NA
GSE98989,GSE98989_DESeq2_infectedvsnon-infected.complete.txt.gz,anti-conservative,0.8940298118517747,NA,NA,NA,NA,NA
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,anti-conservative,0.7394652508729135,NA,NA,NA,NA,NA
GSE65973,GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,anti-conservative,0.3537174502179804,NA,NA,NA,NA,NA
GSE118116,GSE118116_sleuth_test_results.txt.gz,anti-conservative,0.46317068610955314,NA,NA,NA,NA,NA
GSE114941,GSE114941_DEseq2.xlsx,anti-conservative,0.6954972817654621,NA,NA,NA,NA,NA
GSE103868,GSE103868_DESeq2_Results_01_MockTransfected_Vs_Untransfected.txt.gz,anti-conservative,0.5312065195786126,NA,NA,NA,NA,NA
GSE98989,GSE98989_edgeR_infectedvsnon-infected.complete.txt.gz,anti-conservative,0.9096617393938051,NA,NA,NA,NA,NA
GSE71862,GSE71862_DeSeq2_MCF7_vs_MCF10A_foldchange.txt.gz,anti-conservative,0.370632672332389,NA,NA,NA,NA,NA
GSE102842,GSE102842_Input_gfp-La_WT_vs_RNA_IP_gfp-La_WT.txt.gz,anti-conservative,0.6646525679758308,NA,NA,NA,NA,NA
GSE95337,GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,anti-conservative,0.6285327258173757,NA,NA,NA,NA,NA
GSE74920,GSE74920_SupplementalTable1.xlsx.gz,anti-conservative,0.5071218686189551,NA,NA,NA,NA,NA
GSE65487,GSE65487_deseq.rminus_rplus.ensembl.csv.gz,anti-conservative,0.6619488106829878,NA,NA,NA,NA,NA
GSE74920,GSE74920_SupplementalTable3.xlsx.gz,anti-conservative,0.7163644919998018,NA,NA,NA,NA,NA
GSE98467,GSE98467_RNA-Seq_CB15N_vs_CJW5477_expression_data.txt.gz,anti-conservative,0.4144614903642169,NA,NA,NA,NA,NA
GSE65487,GSE65487_deseq.rplus_gplus.ensembl.csv.gz,anti-conservative,0.49000401848503117,NA,NA,NA,NA,NA
GSE115950,GSE115950_DESeq2_genes_diffexp_by_fc_Migr_mLN_SPF_vs_Migr_pLN_SPF.csv.gz,anti-conservative,0.7441150668908545,NA,NA,NA,NA,NA
GSE79776,GSE79776_Veh_V_EGF_DESeq_Results.txt.gz,anti-conservative,0.6870653013910356,NA,NA,NA,NA,NA
GSE109582,GSE109582_DESeq_results.csv.gz,anti-conservative,0.25483672211953173,NA,NA,NA,NA,NA
GSE41766,GSE41766_PRE1-Ox_IBH1-Ox_vs_IBH1-Ox.txt.gz,anti-conservative,0.6867860745345001,NA,NA,NA,NA,NA
GSE37682,GSE37682_RAW.txt.gz,anti-conservative,0.6427283161173963,NA,NA,NA,NA,NA
GSE119332,GSE119332_control_vs_rraga_mutants_analyzed.xlsx.gz,anti-conservative,0.9129671203031045,NA,NA,NA,NA,NA
GSE58495,GSE58495_diffexp_LSK.txt.gz-set-0,anti-conservative,0.7698292268916208,NA,NA,NA,NA,NA
GSE58495,GSE58495_diffexp_LSK.txt.gz-set-1,anti-conservative,0.6183424266043128,NA,NA,NA,NA,NA
GSE99096,GSE99096_Yang_Processed_data_Oxidative_Stress.xlsx,anti-conservative,0.28457446808510634,NA,NA,NA,NA,NA
GSE95108,GSE95108_DEtest_wo_wt1.xlsx-sheet-DEtest,anti-conservative,0.9736634075306845,NA,NA,NA,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-5,anti-conservative,0.9566670012788001,NA,NA,NA,NA,NA
GSE40478,GSE40478_output_score.txt.gz,anti-conservative,0.3479597124358967,NA,NA,NA,NA,NA
GSE116776,GSE116776_KO_vs_WT.txt.gz,anti-conservative,0.711224670122526,NA,NA,NA,NA,NA
GSE104065,GSE104065_NSCs_E12KOvsWt_DESeq.txt.gz,anti-conservative,0.8462549277266755,NA,NA,NA,NA,NA
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv,anti-conservative,0.5668708906156605,NA,NA,NA,NA,NA
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up,anti-conservative,0.6380086479544788,NA,NA,NA,NA,NA
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down,anti-conservative,0.5090174329872531,NA,NA,NA,NA,NA
GSE66793,GSE66793_cmp1-3-geo-gene.tsv.gz,anti-conservative,0.8211170563659019,NA,NA,NA,NA,NA
GSE111126,GSE111126_Mutt110_vs_Wt.txt.gz,anti-conservative,0.5991116620183866,NA,NA,NA,NA,NA
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,anti-conservative,0.5554858934169279,NA,NA,NA,NA,NA
GSE111126,GSE111126_Mutt110_vs_Wtcu.txt.gz,anti-conservative,0.5474411504780269,NA,NA,NA,NA,NA
GSE102595,GSE102595_SupplementalTable_Expression_and_SplicingChanges.xlsx-sheet-Splicing_allDEXseq3rep3cond,anti-conservative,0.8968670710031071,NA,NA,NA,NA,NA
GSE101898,GSE101898_Galaxy122-_CellXtype_QKO_vs_QT7_.tabular.txt.gz,anti-conservative,0.7994030849188891,NA,NA,NA,NA,NA
GSE111126,GSE111126_Wtcu_vs_Wt.txt.gz,anti-conservative,0.6974101115856178,NA,NA,NA,NA,NA
GSE102546,GSE102546_deseq2.results.csv.gz,anti-conservative,0.8875057571585974,NA,NA,NA,NA,NA
GSE82134,GSE82134_NCBI_res_root_deseq_full.xlsx,anti-conservative,0.6182970637234486,NA,NA,NA,NA,NA
GSE63510,GSE63510_ko_vs_wt_fold_changes_p_values.txt.gz,anti-conservative,0.6200881975851331,NA,NA,NA,NA,NA
GSE92971,GSE92971_run1513_gencode_DESeq2_lateFGFvsControl_gene_diff_rawcnt.txt.gz,anti-conservative,0.9295898498838012,NA,NA,NA,NA,NA
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,anti-conservative,0.231755692006738,NA,NA,NA,NA,NA
GSE78967,GSE78967_Deseq_Analysis.xlsx,anti-conservative,0.4595123384708184,NA,NA,NA,NA,NA
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-2,anti-conservative,0.5168282175551966,NA,NA,NA,NA,NA
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-3,anti-conservative,0.5266558966074314,NA,NA,NA,NA,NA
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,anti-conservative,0.39193825042881647,NA,NA,NA,NA,NA
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-0,anti-conservative,0.7640069645492191,NA,NA,NA,NA,NA
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-1,anti-conservative,0.7698881716519682,NA,NA,NA,NA,NA
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5 wt VS 14.5 S1pr2 null,anti-conservative,0.8065455799624344,NA,NA,NA,NA,NA
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2 CTRL VS 14.5+2+JTE+CTGF,anti-conservative,0.5770144996434514,NA,NA,NA,NA,NA
GSE76482,GSE76482_deseq.comparisons.xls.gz-sheet-14.5+2+JTE VS 14.5+2+JTE+CTGF,anti-conservative,0.7700954757943111,NA,NA,NA,NA,NA
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,anti-conservative,0.465891472868217,NA,NA,NA,NA,NA
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-0,anti-conservative,0.49736967957914874,NA,NA,NA,NA,NA
GSE101167,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-1,anti-conservative,0.5435688972274338,NA,NA,NA,NA,NA
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3,anti-conservative,0.4484505363528009,NA,NA,NA,NA,NA
GSE102474,GSE102474_RNA_DESeq2.tsv.gz,anti-conservative,0.7557601527450772,NA,NA,NA,NA,NA
GSE109177,GSE109177_Ctrl_Untr_vs_Ctrl_PR20-ExpDiff_k562_.csv.gz,anti-conservative,0.5573424020596768,NA,NA,NA,NA,NA
GSE101157,GSE101157_LargeRNA.shL1.100hrs.293T.xlsx.gz,anti-conservative,0.5514105337512692,NA,NA,NA,NA,NA
GSE113053,GSE113053_deseq.HSC.bfx338.xls.gz-sheet-all_genes,anti-conservative,0.7384153808180706,NA,NA,NA,NA,NA
GSE109177,GSE109177_SafePR50_vs_TMX2PR50-ExpDiff_neurons_.csv.gz,anti-conservative,0.7870353548199557,NA,NA,NA,NA,NA
GSE87916,GSE87916_S15207_DeSeq.xlsx,anti-conservative,0.9458097443815406,NA,NA,NA,NA,NA
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx-set-0,anti-conservative,0.469114605689312,NA,NA,NA,NA,NA
GSE99401,GSE99401_GEO_Bonetti_CommaDB_raw_reads.xlsx-set-1,anti-conservative,0.5019503447765885,NA,NA,NA,NA,NA
GSE113053,GSE113053_deseq.MPP.bfx312.xls.gz-sheet-all_genes,anti-conservative,0.8214790294857213,NA,NA,NA,NA,NA
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,anti-conservative,0.9587543356959735,NA,NA,NA,NA,NA
GSE100578,GSE100578_A512P_vs_WT.txt.gz,anti-conservative,0.7575315195753152,NA,NA,NA,NA,NA
GSE118334,GSE118334_Wnt11_NP_RNAseq_DiffExp.txt.gz,anti-conservative,0.04003990509059534,NA,NA,NA,NA,NA
GSE117433,GSE117433_RTflow_v_GSE117433_37Static.RNAseqgene_exp.diff.gz,anti-conservative,0.5333951762523191,NA,NA,NA,NA,NA
GSE107671,GSE107671_abundance.xlsx-set-1,anti-conservative,0.8774123583569405,NA,NA,NA,NA,NA
GSE113979,GSE113979_DESeq2.txt.gz,anti-conservative,0.8612424128484718,NA,NA,NA,NA,NA
GSE17970,GSE17970_supplemental_table_1.xls.gz,anti-conservative,0.44249606137406666,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz-set-0,anti-conservative,0.6293793252595156,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet1kd_vs_v6.5_DESeq_results.txt.gz-set-1,anti-conservative,0.5122343054869006,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet1kd_vs_v6.5_DEXSeq_results.txt.gz,anti-conservative,0.8031773750742517,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz-set-1,anti-conservative,0.5760599590396095,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet2kd_vs_v6.5_DEXSeq_results.txt.gz,anti-conservative,0.8020052721255782,NA,NA,NA,NA,NA
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,anti-conservative,0.5493233618233618,NA,NA,NA,NA,NA
GSE58865,GSE58865_Hyphae_vs_Oidia_DESeq_results.txt.gz,anti-conservative,0.43235394278795214,NA,NA,NA,NA,NA
GSE84699,GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,anti-conservative,0.6220282279857972,NA,NA,NA,NA,NA
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant-set-0,anti-conservative,0.21271613832853023,NA,NA,NA,NA,NA
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_stau_deseq_ALL,anti-conservative,0.5268861697306457,NA,NA,NA,NA,NA
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_upf_deseq_ALL,anti-conservative,0.45557444564654115,NA,NA,NA,NA,NA
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant-set-0,anti-conservative,0.2637474541751528,NA,NA,NA,NA,NA
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_stau_deseq_ALL,anti-conservative,0.5630140620854338,NA,NA,NA,NA,NA
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_upf_deseq_ALL,anti-conservative,0.5094226637077741,NA,NA,NA,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-2,anti-conservative,0.2688858570311855,0.975019024953343,0.30769971615654507,1045.3,19364.56034889086,508.85125152597175
GSE57217,GSE57217_bck1wt_geneexp_diff.txt.gz,anti-conservative,0.6776140073202097,0.7685549727789469,0.725781259970872,81.55000000000001,1190.8375025723392,466.60617669414955
GSE41367,GSE41367_japonica_soap.expr.txt.gz,anti-conservative,0.16996545863260046,0.7041257250741276,0.2895092376742401,1920.95,25699.21592004176,15336.514056238142
GSE41367,GSE41367_remanei_gns.expr.txt.gz,anti-conservative,0.15788807826930373,0.7482643706196764,0.26601393613175955,685.45,9745.058443983886,4381.4615325075865
GSE57217,GSE57217_mkk2wt_geneexp_diff.txt.gz,anti-conservative,0.7598773841961853,0.9013516918150922,0.8016980678691439,69.05,1182.5283520768103,143.58618184048396
GSE41367,GSE41367_remanei_soap.expr.txt.gz,anti-conservative,0.14225183598733485,0.7330726872282554,0.25386002719869544,1451.7,20219.830780935907,10043.300408451385
GSE101342,GSE101342_All_Genes_LincDUSP_V481_cells_DESeq2.csv.gz,anti-conservative,0.41203002567985775,0.859248623640484,0.45691026444424515,373,6089.49499574011,1160.9038138852502
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,anti-conservative,0.4577457685246828,0.8672393364238982,0.5076763724916529,371.3,6118.113346669675,1079.9632973204198
GSE43189,GSE43189_processed_h99_rim101.csv.gz,anti-conservative,0.39312438997939486,0.8381442797561998,0.4640635598811383,218,3471.5936067501793,799.8699143360245
GSE101342,GSE101342_All_Genes_LincDUSP_V703_cells_DESeq2.csv.gz,anti-conservative,0.5554717360692014,0.8246929806122917,0.5968717954205597,231.95000000000002,3634.4632002074004,936.8174799050603
GSE93877,GSE93877_NB4_RNASeq_ATRA.txt.gz,anti-conservative,0.8113067109795573,0.9043191428352456,0.8419891957633918,96.55000000000001,1658.928251574116,194.09270478957592
GSE61915,GSE61915_FilteredDifferentialExpression_min_10reads_3M-24M.xls.gz,anti-conservative,0.5474216118165328,0.7511006364160757,0.6236541331430212,229.65,3277.3149619060837,1445.924800804325
GSE57217,GSE57217_mpk1wt_geneexp_diff.txt.gz,anti-conservative,0.7138964577656676,0.8042559994347825,0.7693893146233269,71.65,1094.873904830541,331.3324306647803
GSE103415,GSE103415_DESeq2_genes_diffexp_by_fc_wildtype_vs_knockout.xls.gz,anti-conservative,0.37580252379898166,0.8540015288165126,0.420029668061264,117.75,1910.6149203447428,382.47598936727036
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,anti-conservative,0.9436054848539164,NA,0.9503476322842302,NA,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-2,anti-conservative,0.1894879314234153,0.8267694268119173,0.2467535812744118,145.3,2282.46235659966,578.4413742105326
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-3,anti-conservative,0.11504624407850214,0.7428516874797367,0.23060957821211545,133.35,1882.126177983035,877.0577397856919
GSE53040,GSE53040_wtDMSOvswtXP13.txt.gz,anti-conservative,0.6213423353037427,0.8626692038575151,0.6938682962514783,134.70000000000002,2207.829293432538,407.4223410269242
GSE61915,GSE61915_FilteredDifferentialExpression_min_10reads_3M-29M.xls.gz,anti-conservative,0.74306786528235,0.8175739943409553,0.7988833985007695,136.70000000000002,2123.484935501763,579.537837281845
GSE114463,GSE114463_DESeq2_genes_diffexp_by_fc_N2_15_vs_O2_15.csv.gz,anti-conservative,0.9182516689759415,NA,0.9195979192590611,NA,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-1,anti-conservative,0.050338209847412295,0.7699207131426078,0.14576618544553013,146.70000000000002,2146.0000037423906,832.9429060818438
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-3,anti-conservative,0.09977752309040652,0.7127209552782626,0.2222012492942066,123.65,1674.4309762829862,946.9611054911525
GSE75878,GSE75878_promoters.diff.gz,anti-conservative,0.2921877905895481,NA,0.4373592179024403,NA,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_mLN-GF_vs_mLN-SPF.csv.gz,anti-conservative,0.6663814494737742,0.7761287665345601,0.738584483549233,124.80000000000001,1840.3565312067487,683.9631407601141
GSE114463,GSE114463_DESeq2_genes_diffexp_by_fc_N2_60_vs_O2_60.csv.gz,anti-conservative,0.4935400516795866,0.7376957064877405,0.5907011768664241,30.75,430.9987165154624,207.74322276346936
GSE113900,GSE113900_Significant_genes.xlsx.gz,anti-conservative,0.07968941561095219,0.7985083675452431,0.15450752536487095,86.95,1319.1757486031188,416.8700854321612
GSE106693,GSE106693_Control_v_zfp-1-1RNAi.xlsx,anti-conservative,0.8945593015923547,NA,0.9359878822431908,NA,NA,NA
GSE75878,GSE75878_splicing.diff.gz,anti-conservative,0.23668992375996956,NA,0.38135940158073645,NA,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_mLN-GF.csv.gz,anti-conservative,0.724715338245144,0.9012254140345659,0.7554271463793256,173.20000000000002,2965.7525925049495,360.6727045566686
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_pLN-SPF.csv.gz,anti-conservative,0.850172305764411,0.9115153064723478,0.887925372871029,68.65,1188.9349899972067,126.61883918270155
GSE104604,GSE104604_EIF5A_RNA-seq_genes.xls.gz,anti-conservative,0.6312280701754386,0.7790572328250827,0.6851964275966557,147.15,2178.127164394007,792.9107253981256
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-SPF_vs_mLN-SPF.csv.gz,anti-conservative,0.6636898117139243,0.8061259506639644,0.7133138348779664,181.60000000000002,2781.4569801709426,829.8244452719618
GSE87495,GSE87495_results_dds_gencode22.csv.gz,anti-conservative,0.29023381045712815,0.8823987368736357,0.3401706522557032,515.95,8650.198937509094,1306.4967279707253
GSE108157,GSE108157_huHrt_ICM.v.NICM_diffexp.xlsx,anti-conservative,0.9428241516743024,NA,0.9797666460477517,NA,NA,NA
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19hi TRC,anti-conservative,0.29546904913848115,0.8523870954274996,0.3892204428851642,343.5,5563.104378307576,1130.2325279915813
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19lo TRC,anti-conservative,0.6612821807168098,0.8695569039311484,0.720851908023536,151.85,2508.802101376953,432.80422123225026
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Cxcl9+ TRC,anti-conservative,0.650168041552093,0.7601243506746812,0.7227767981154193,121,1747.5258822010921,725.5051325607756
GSE112903,GSE112903_Table_S3_MRC.xlsx,anti-conservative,0.6067814202923623,0.823816319738674,0.6530815552814797,173.9,2721.971502048553,706.6241393908131
GSE92720,GSE92720_Control_H32.xls.gz,anti-conservative,0.5484472849823182,0.9150119729629578,0.5811377156683161,373.40000000000003,6491.643943383,658.9597452638018
GSE112903,GSE112903_Table_S4_PvC.xlsx,anti-conservative,0.6524562162921019,0.9230726150352917,0.6761030252511763,192.15,3369.999656601595,304.2559586578868
GSE112903,GSE112903_Table_S5_CD34+_SC.xlsx,anti-conservative,0.5664927926412026,0.8746918285364268,0.5943813128298047,221.95000000000002,3688.619175529539,604.133715704942
GSE106860,GSE106860_processed_data.txt.gz,anti-conservative,0.1740362811791383,0.9070564270556796,0.21469989441706178,188.95000000000002,3256.377925951242,367.8625321380091
GSE91388,GSE91388_DESeq2_output.txt.gz,anti-conservative,0.3857453395691984,0.8080941896852974,0.4577702432614821,350.1,5375.36174036763,1579.6899370474403
GSE112903,GSE112903_Table_S6_Inmt+_SC.xlsx,anti-conservative,0.5590635181501025,0.8178697074604905,0.5906779827077887,203.70000000000002,3165.401128784336,861.8718419152551
GSE60968,GSE60968_VEC_vs_CRE_DE.txt.gz,anti-conservative,0.3271488072699735,0.8568121013561226,0.3791609091407188,369.70000000000005,6018.505243555812,1173.8801947968077
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ SC,anti-conservative,0.48510657306005767,0.862991536176021,0.5210329324208058,265.65000000000003,4355.820330118039,801.3168622095409
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ Inmt+ SC,anti-conservative,0.538366641993585,0.7844251122539115,0.605510687844382,188.60000000000002,2810.908947250666,984.7862347620567
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ TRC,anti-conservative,0.5233160621761658,0.7882267661247041,0.6185498003087687,183.25,2744.4085429546885,935.4433124244579
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ CD34+ SC,anti-conservative,0.7904693731465385,0.8752262197357583,0.8174109446211356,82.25,1367.7597748920564,222.7883725499148
GSE50535,GSE50535_diffexp_1.txt.gz-set-0,anti-conservative,0.6207923083396449,0.9941920339917941,0.6302199984175768,459.85,8686.404929791404,51.04151760786954
GSE50535,GSE50535_diffexp_1.txt.gz-set-1,anti-conservative,0.6438820163258436,0.9660205096961305,0.6407879295515052,434.05,7966.722842438502,290.08406627892873
GSE112903,GSE112903_Table_S8_FDC.xlsx,anti-conservative,0.5998234742809307,0.8655525786003853,0.6385793250453498,201.05,3306.3675726245415,593.3578618712345
GSE52153,GSE52153_czt-1DMSOvsczt-1STS.txt.gz,anti-conservative,0.4806997769540335,0.9225191429949375,0.54817227066652785,212.60000000000002,3726.4238262137505,339.2625249706789
GSE50535,GSE50535_diffexp_2.txt.gz,anti-conservative,0.6183667969773821,0.8150567700077012,0.5558708977138126,573.45,8880.491790457409,2472.2918497119554
GSE50535,GSE50535_diffexp_3.txt.gz-set-0,anti-conservative,0.6162287728292214,0.8807086873897269,0.611213234305757,562.45,9411.737423224686,1447.4849573173233
GSE50535,GSE50535_diffexp_3.txt.gz-set-1,anti-conservative,0.27721884011534764,0.8700385046139943,0.30210397794291627,997.4000000000001,16487.75168553796,2830.7348484015856
GSE113231,GSE113231_pde_expression_data_112413.txt.gz,anti-conservative,0.8994708994708994,NA,0.9288756995579772,NA,NA,NA
GSE52153,GSE52153_wtDMSOvswtSTS.txt.gz,anti-conservative,0.6425696891077141,0.9515209086113094,0.7136974457294667,138.95000000000002,2512.0627747792873,134.50805343573847
GSE70488,GSE70488_Day_vs_Night_sSeq.txt.gz,anti-conservative,8.141002157365572e-4,0.47795549712059643,0.3529089123932393,399.90000000000003,3631.5536626720036,8298.98674923529
GSE87089,GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-2,anti-conservative,0.1029460081042602,0.5407769432138091,0.2877646739895891,185.10000000000002,1901.858431588645,2986.520761801062
GSE72491,GSE72491_PCBP2_KO_v_WT_DESeq_gencode.all.name.txt.gz,anti-conservative,0.6550038590172369,0.7838777298963152,0.7247682923675292,176.55,2629.478651050694,924.8525902696565
GSE51645,GSE51645_ASE_processed_data.txt.gz,anti-conservative,0.926795166283831,NA,0.9750364419157411,NA,NA,NA
GSE36959,GSE36959_gene_exp_diff.txt.gz,anti-conservative,0.5666082017873549,0.7821858818950423,0.6410026749762097,176.95000000000002,2629.7480442252267,936.2249725098422
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_sp-DCs.csv.gz,anti-conservative,0.24237301160378083,0.8937507397826691,0.29491545895327953,863.2,14658.227133027598,1949.730265281949
GSE51645,GSE51645_DE_processed_data.txt.gz,anti-conservative,0.7107124374676557,0.8272413060518089,0.7602970032284229,60.5,950.9138813065543,240.05827228483258
GSE110512,GSE110512_gene_exp.txt.gz,anti-conservative,0.6808596566120688,0.8513896670763733,0.7105032477864673,563.35,9112.977010002023,1868.3254583770831
GSE119333,GSE119333_BSGX001-vs-BSGX001_thi2.DESeq.diff.txt.gz,anti-conservative,0.3372458764863828,0.8533930304305042,0.38336987843010156,164.10000000000002,2660.794129579269,535.6334703016482
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_mTECs_vs_t-DCs.csv.gz,anti-conservative,0.22906127037661608,0.8901440183027757,0.2738925095153316,847.25,14329.315870633507,1986.6831580111502
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_mTECs.csv.gz,anti-conservative,0.24237301160378083,0.8937507397826691,0.29491545895327953,863.2,14658.227133027598,1949.730265281949
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_sp-DCs_vs_t-DCs.csv.gz,anti-conservative,0.4687686724405784,0.9667191821997051,0.5150291477964629,560.45,10294.157547612669,366.59296609893863
