Accession,suppdata_id,pi0,annot,Type
GSE78824,GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz,0.7776794249327688,GPL21548,bimodal
GSE78834,GSE78834_gene_expression_profiles.txt.gz,0.8137822864203659,GPL21550,conservative
GSE78878,GSE78878_30Cvs30P_score.txt.gz,0.49475453064910285,GPL15716,anti-conservative
GSE78878,GSE78878_30CvsN2C_score.txt.gz,0.5739725959622477,GPL15716,anti-conservative
GSE78878,GSE78878_30PvsN2P_score.txt.gz,0.5405229962036526,GPL15716,anti-conservative
GSE78878,GSE78878_N2CvsN2P_score.txt.gz,0.5422838185248524,GPL15716,anti-conservative
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz,0.9967946897843262,GPL11002,conservative
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_chronic_gene_differential_expression_testing.txt.gz,0.9584309487752292,GPL11002,conservative
GSE78996,GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx,0.969314619982538,GPL19057,conservative
GSE79143,GSE79143_SNPCountsTable.txt.gz,0.48809412311624945,GPL15670,anti-conservative
GSE79286,GSE79286_CYC2vsWT_Conj-2.5hr_RNA-Seq.xlsx-sheet-gene_exp,0.7824518634251802,GPL21412,anti-conservative
GSE79286,GSE79286_CYC2vsWT_Conj-2hr_RNA-Seq.xlsx-sheet-C2vWT-2hr genes,0.8129512440864244,GPL21412,bimodal
GSE79286,GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp,0.7903183311574945,GPL21412,anti-conservative
GSE79286,GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,0.7988843702426472,GPL21412,bimodal
GSE79408,GSE79408_gene_exp.diff.gz,0.993918208031987,GPL13112,conservative
GSE79412,GSE79412_amiFPSa_gene_exp_diff.xlsx-sheet-Hoja1,0.9997441987718516,GPL13222,conservative
GSE79416,GSE79416_new-lncRNA_transcript_output.xls.gz,0.8699714024193671,GPL17021,anti-conservative
GSE79507,GSE79507_minipig.txt.gz,0.6845749937845239,GPL11429,anti-conservative
GSE79677,GSE79677_Crossbred_vs._Purebred_comparison_group.tabular.txt.gz,0.99975046700168,GPL15749,conservative
GSE79677,GSE79677_One_by_one_comparisons.tabular.txt.gz,0.9999976084294753,GPL15749,conservative
GSE79680,GSE79680_Heat_shock_table.csv.gz,0.9916501005113902,GPL11154,conservative
GSE79758,GSE79758_gene_exp.diff.gz,0.9810452569901327,GPL17021,conservative
GSE79779,GSE79779_gene_exp.diff.gz,0.9986951669271477,GPL11154,conservative
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,0.9943272894472049,GPL13657,conservative
GSE79916,GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,0.12975357039220364,GPL17275,anti-conservative
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,0.9875083856575465,GPL13222,conservative
GSE80068,GSE80068_col_h2h9_gene_exp.diff.gz,0.9830660069402178,GPL13222,bimodal
GSE80068,GSE80068_col_nrpe1_gene_exp.diff.gz,0.98868496045554,GPL13222,bimodal
GSE80128,GSE80128_P035_DESeq_KO-WT_pathway.txt.gz,0.8684317566155061,GPL13112,anti-conservative
GSE80135,GSE80135_Lipo_siProx_sig_results.csv.gz,0.9775119521947727,GPL17303,anti-conservative
GSE80135,GSE80135_siNeg_Lipo_results.csv.gz,0.937309520532359,GPL17303,anti-conservative
GSE80237,GSE80237_Supplementary_Data_1.txt.gz,0.8274583166925996,GPL16791,conservative
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3,0.5637527533031095,GPL18573,anti-conservative
GSE80264,GSE80264_Group_3_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz-set-3,0.5434272737340424,GPL18573,anti-conservative
GSE80301,GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz,0.9990190728567302,GPL13222,conservative
GSE80301,GSE80301_col_rep1_nrpe1_gene_exp.diff.txt.gz,0.999042458812697,GPL13222,conservative
GSE80301,GSE80301_col_rep1_pial1pial2_gene_exp.diff.txt.gz,0.9993632783138945,GPL13222,conservative
GSE80301,GSE80301_col_rep2_mom1_gene_exp.diff.txt.gz,0.9985336033464793,GPL13222,conservative
GSE80301,GSE80301_col_rep2_mom1pial2_gene_exp.diff.txt.gz,0.9986207880210004,GPL13222,conservative
GSE80301,GSE80301_col_rep2_pial2_gene_exp.diff.txt.gz,0.9906589130480635,GPL13222,conservative
GSE80348,GSE80348_20160316_6h_wt_vs_mu.xlsx,0.5234880316359088,GPL21741,anti-conservative
GSE80349,GSE80349_results.txt.gz-set-0,0.06764915808363195,GPL21742,anti-conservative
GSE80349,GSE80349_results.txt.gz-set-1,1,GPL21742,conservative
GSE80370,GSE80370_col_morc6_gene_exp.diff.gz,0.9967783328831716,GPL13222,conservative
GSE80370,GSE80370_col_suvh2suvh9_gene_exp.diff.gz,0.9990517467832438,GPL13222,conservative
GSE80433,GSE80433_gene_exp.diff.gz,0.9706420396389658,GPL17021,conservative
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,0.9517765442764963,GPL17021,conservative
GSE80707,GSE80707_gene_exp.diff.gz,0.9991967430974729,GPL17021,conservative
GSE80718,GSE80718_gene_exp.diff.gz,0.7317204167154437,GPL21781,anti-conservative
GSE80972,GSE80972_frm_gene_exp.diff.txt.gz,0.9996261729453836,GPL17021,conservative
GSE81007,GSE81007_cds_exp.diff.gz,0.9923051302889373,GPL18413,conservative
GSE81007,GSE81007_cds.diff.gz,0.9999999943947491,GPL18413,conservative
GSE81007,GSE81007_gene_exp.diff.gz,0.9841075282773241,GPL18413,conservative
GSE81007,GSE81007_isoform_exp.diff.gz,0.9982747752758352,GPL18413,conservative
GSE81007,GSE81007_promoters.diff.gz,1,GPL18413,conservative
GSE81007,GSE81007_splicing.diff.gz,0.9999999894132392,GPL18413,conservative
GSE81007,GSE81007_tss_group_exp.diff.gz,0.99434016089597,GPL18413,conservative
GSE81043,GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,0.47833442891657035,GPL16791,anti-conservative
GSE81055,GSE81055_gene_exp.diff_bias.txt.gz,0.9997624450327763,GPL17021,conservative
GSE81055,GSE81055_gene_exp.diff.gz,0.999761393615928,GPL17021,conservative
GSE81100,GSE81100_old_ARSER_output.txt.gz,0.8065134445528436,GPL13304,spiky
GSE81100,GSE81100_youngARSER_output.txt.gz,0.8147368063952005,GPL13304,spiky
GSE81114,GSE81114_gene_exp.diff.gz,0.9989333369634739,GPL18694,conservative
GSE81123,GSE81123_Poplar_RNAseq_data.ods.txt.gz,0.9999970307710565,GPL21868,conservative
GSE81128,GSE81128_DESeq2_Results.txt.gz,0.31617563751558975,GPL21813,anti-conservative
GSE81191,GSE81191_Cuffdiff_Isoform.txt.gz,0.9999752593000216,GPL17021,conservative
GSE81191,GSE81191_Cuffdiff_transcript.txt.gz,0.999965787110949,GPL17021,conservative
GSE81437,GSE81437_polyA_differential_gene_expression.txt.gz,0.9941045422340942,GPL14844,conservative
GSE81493,GSE81493_Differential_gene_expression_analysis.diff.gz,0.8781547772562054,GPL18573,anti-conservative
GSE81522,GSE81522_N2_vs_ok600_gene_differential_expression_testing.txt.gz,0.9675935173528138,GPL13657,bimodal
GSE81575,GSE81575_gene_exp.diff.gz,0.9930801249466428,GPL17021,conservative
GSE81593,GSE81593_1.Mcf10A_p53delVec_and_p53delHras.xlsx,0.5692569805540483,GPL11154,anti-conservative
GSE81593,GSE81593_2.Mcf10A_Vec_and_Hras.xlsx,0.6961871977593014,GPL11154,bimodal
GSE81707,GSE81707_N2_HC125_RNA-seq_PairedEnd_gene_exp_diff.xlsx,0.9999918364119045,GPL19757,conservative
GSE81707,GSE81707_N2_HC125_RNA-seq_SingleEnd_gene_exp_diff.xlsx,0.9999983476113852,GPL19757,conservative
GSE81858,GSE81858_AA_ABBB_gene_exp.diff.gz,0.9999844035746518,GPL21941,conservative
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv,0.6112955376495086,GPL18413,anti-conservative
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down,0.5756582154946559,GPL18413,anti-conservative
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up,0.45803049282422237,GPL18413,anti-conservative
GSE82134,GSE82134_NCBI_res_root_deseq_full.xlsx,0.6092981988313233,GPL21973,anti-conservative
GSE82164,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,0.9907774838993437,GPL17021,conservative
GSE82164,GSE82164_Cuffdiff_transcript_differential_expression_testing.tabular.txt.gz,0.9968063907302992,GPL17021,conservative
GSE82210,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,0.9950325976125984,GPL13112,conservative
GSE83134,GSE83134_RYBPfl.DESeq2.Output.txt.gz-set-0,0.9172025357865515,GPL19057,anti-conservative
GSE83217,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siBdnf,0.9996939120190661,GPL13112,other
GSE83217,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siHdac4,0.9975159260627914,GPL13112,bimodal
GSE83218,GSE83218_HSC.txt.gz,0.8810709474044911,GPL17021,anti-conservative
GSE83265,GSE83265_gene_exp.diff.gz,0.9998926916915235,GPL21103,conservative
GSE83375,GSE83375_GB_glia.FPKM.txt.gz,0.6557944327219721,GPL13304,anti-conservative
GSE83405,GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1,0.999439324784398,GPL16331,conservative
GSE83406,GSE83406_gene_exp.diff.gz,0.9986585002303586,GPL17275,conservative
GSE83555,GSE83555_WT-KO-mm9-gene_exp.txt.gz,0.999853172734735,GPL17021,conservative
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,0.9999905595418072,GPL18573,conservative
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,0.9999998075227351,GPL18573,conservative
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,0.9999515363834265,GPL18573,conservative
GSE83567,GSE83567_gene_exp.diff.gz,0.9952952476518315,GPL9185,conservative
GSE83584,GSE83584_processed_data_Day0.txt.gz,0.9999988940439142,GPL16791,conservative
GSE83584,GSE83584_processed_data_Day3_5.txt.gz,0.999744824657511,GPL16791,conservative
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,0.997911785853398,GPL11154,conservative
GSE83664,GSE83664_NS_M_vs_Input.isoform_exp.diff.gz,0.9981077165720365,GPL11154,conservative
GSE83664,GSE83664_NS_vs_Input.isoform_exp.diff.gz,0.9983104009184276,GPL11154,conservative
GSE83717,GSE83717_FPKMs_pvalue_matrices.txt.gz,0.8926768660152891,GPL11154,anti-conservative
GSE83819,GSE83819_gene_exp.diff.gz,0.6713282679781988,GPL21090,anti-conservative
GSE83827,GSE83827_WT_vs_tf5.xlsx-sheet-gene_exp_diff,0.9910868069223295,GPL17342,bimodal
GSE83828,GSE83828_Gene_expression_data.xlsx,0.579618534048616,GPL22093,anti-conservative
GSE83887,GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz,0.8722190078367187,GPL13657,anti-conservative
GSE83887,GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz,0.9884036516556227,GPL13657,conservative
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,0.8607643109239548,GPL13657,anti-conservative
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,0.9795932527674327,GPL13112,conservative
GSE84158,GSE84158_gene_exp.diff.gz,0.9334717809875115,GPL17021,conservative
GSE84249,GSE84249_cuffdiff_gene_differential_expression_testing.tab.gz,0.9999731848223211,GPL14844,conservative
GSE84308,GSE84308_RNA.txt.gz,0.9748582574616417,GPL17021,anti-conservative
GSE84370,GSE84370_APC_0h_vs_1h_gene_exp.diff.gz,0.9998182248853374,GPL13112,conservative
GSE84370,GSE84370_APC_0h_vs_2h_gene_exp.diff.gz,0.9997818312502487,GPL13112,conservative
GSE84450,GSE84450_WT_UTvsKO_DTT_gene_exp.diff.gz,0.9883426531926235,GPL17021,conservative
GSE84450,GSE84450_WT_UTvsKO_UT_gene_exp.diff.gz,0.9998783937988205,GPL17021,conservative
GSE84450,GSE84450_WT_UTvsWT_DTT_gene_exp.diff.gz,0.9979476450330225,GPL17021,conservative
GSE84450,GSE84450_WT_UTvsWT_DTT_splicing.diff.gz,0.9999999858195555,GPL17021,conservative
GSE84450,GSE84450_WT_UTvsX_DTT_gene_exp.diff.gz,0.9792795345303875,GPL17021,conservative
GSE84450,GSE84450_WT_UTvsX_UT_gene_exp.diff.gz,0.9907931938431513,GPL17021,conservative
GSE84481,GSE84481_3xTg.txt.gz,0.0509043144121576,GPL17021,anti-conservative
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_15-20_mm,0.753890094450903,GPL22164,anti-conservative
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_30-35_mm,0.7125482244169992,GPL22164,anti-conservative
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_30-35_mm_vs_15-20_mm,0.99735242323628,GPL22164,conservative
GSE84606,GSE84606_gene_exp.diff.gz,0.709427069244497,GPL17639,anti-conservative
GSE84737,GSE84737_All_genes_unfiltered_DE.txt.gz,0.4466535264733583,GPL13112,anti-conservative
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,0.47416746098900353,GPL13112,anti-conservative
GSE84786,GSE84786_isoform_exp.xlsx-sheet-Fold change,0.9999997933020485,GPL9185,conservative
GSE84786,GSE84786_isoform_exp.xlsx-sheet-isoform_exp,0.9999997933020485,GPL9185,conservative
GSE84798,GSE84798_gene_exp.diff.gz,0.9558231215239845,GPL15579,conservative
GSE84875,GSE84875_human_gene_exp.diff.txt.gz,0.9999965508353039,"GPL11154,GPL13112",conservative
GSE84875,GSE84875_mouse_gene_exp.diff.txt.gz,0.9999814162173216,"GPL11154,GPL13112",conservative
GSE85308,GSE85308_gene_exp.diff.gz,0.9998399478369676,GPL17021,conservative
GSE85308,GSE85308_processed_data.txt.gz,0.9998399478369676,GPL17021,conservative
GSE85321,GSE85321_Supplemental_Table_2_YAD_RNA_seq_.xls.gz-sheet-YAD_Diff analysis,0.8191347592632174,GPL17342,bimodal
GSE85321,GSE85321_Supplemental_Table_3_YGD_RNA_seq_.xls.gz-sheet-YGD_Diff analysis,0.9252941725036348,GPL17342,bimodal
GSE85321,GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,0.4604319679740172,GPL17342,anti-conservative
GSE85321,GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz-sheet-YAR diff. analysis,0.8023786151516711,GPL17342,anti-conservative
GSE85321,GSE85321_Supplemental_Table_6_JHD2_OE_YAD_.xls.gz-sheet-OE_EV_YAD_Diff analysis,0.9991956488407217,GPL17342,conservative
GSE85321,GSE85321_Supplemental_Table_7_JHD2_OE_YAR_.xls.gz-sheet-OE_EV_YAR_Diff analysis,0.733326634513902,GPL17342,anti-conservative
GSE85328,GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz,0.9518476481312776,GPL9250,bimodal
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,0.6871925297119629,GPL17021,anti-conservative
GSE85402,GSE85402_gene_exp.diff.gz,0.986517348239603,GPL11154,conservative
GSE85416,GSE85416_isoform_exp.diff.gz,0.9751145219418504,GPL14875,conservative
GSE85442,GSE85442_cuffdiff.gene_exp_diff.allg.txt.gz,0.9871076899827984,GPL13657,conservative
GSE85442,GSE85442_cuffdiff.isoform_exp.diff.txt.gz,0.9908003604642536,GPL13657,conservative
GSE85442,GSE85442_cuffdiff.tss_group_exp.diff.txt.gz,0.9880202214773782,GPL13657,conservative
GSE85554,GSE85554_deg_and_counts_table_new_read_counts.txt.gz,0.871817945650776,GPL18413,anti-conservative
GSE85576,GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control,0.999982689758308,GPL13112,conservative
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,0.5321807246094347,GPL17021,anti-conservative
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,0.9997883091800991,GPL17021,spiky
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,0.6169142578677947,GPL17021,anti-conservative
GSE85847,GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,0.6644385318934384,GPL13222,anti-conservative
GSE85863,GSE85863_Galaxy238-_Cuffdiff_on_data_40__data_35__and_others_gene_differential_expression_testing_.txt.gz,0.9831149719783883,GPL16479,conservative
GSE85950,GSE85950_EHEC_plusminus_Symbioflor.xlsx,0.9999606345042167,GPL22365,spiky
GSE86077,GSE86077_glp-1_EVvs28_D4.diff.gz,0.9997110573884754,GPL13657,conservative
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,0.9978406323810313,GPL13657,conservative
GSE86159,GSE86159_significance_calls_genes_overexpression.txt.gz,0.9964685710487988,GPL16791,conservative
GSE86159,GSE86159_significance_calls_genes_tam_timecourse.txt.gz,0.9859432428754231,GPL16791,conservative
GSE86187,GSE86187_p0wt-ko-gene_exp.diff.gz,0.8633925748696868,GPL10010,conservative
GSE86187,GSE86187_p6wt-ko_gene_exp.diff.gz,0.8834163138328766,GPL10010,anti-conservative
GSE86202,GSE86202_Gene_differential_expression.xlsx,0.999978426321406,GPL16791,conservative
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,0.9338817860681851,GPL21297,anti-conservative
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01dT,0.9995828940317832,GPL21297,other
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,0.9624202920076195,GPL21297,anti-conservative
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,0.9173752300675344,"GPL11154,GPL18573",conservative
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,0.8973049425207675,GPL13112,conservative
GSE86248,GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz,0.8775282361039772,GPL13112,conservative
GSE86323,GSE86323_gene_exp.diff.txt.gz,0.9999946707205607,GPL15749,conservative
GSE86442,GSE86442_gene_differential_expression.txt.gz,0.9977495016935582,GPL13112,conservative
GSE86837,GSE86837_gene_exp.diff.gz,0.9966458913366494,GPL17021,conservative
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,0.9986486311802968,GPL22469,conservative
GSE87240,GSE87240_gene_expnorliver.diff.gz,0.9869821042127922,GPL11154,conservative
GSE87240,GSE87240_gene_expsk.diff.gz,0.9847088845527987,GPL11154,conservative
GSE87240,GSE87240_hep_gene_exphep.diff.gz,0.9792502390647949,GPL11154,conservative
GSE87307,GSE87307_mRNA_processed_results.xlsx,0.7823064351509064,GPL16791,conservative
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,0.9493467275035785,GPL13112,conservative
GSE87398,GSE87398_gene_exp.diff.gz,0.8306068155381374,GPL22492,anti-conservative
GSE87398,GSE87398_genes_group_exp.diff.gz,0.8349772086020382,GPL22492,anti-conservative
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-0,0.07363362964164226,GPL13112,anti-conservative
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-2,0.2467535812744118,GPL13112,anti-conservative
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-3,0.23060957821211545,GPL13112,anti-conservative
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-0,0.08125963837341398,GPL13112,anti-conservative
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-1,0.14576618544553013,GPL13112,anti-conservative
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-3,0.2222012492942066,GPL13112,anti-conservative
GSE87448,GSE87448_MYC_vs_CTRL_at_2fold-p005-3502_genes_Myc_Only.txt.gz-set-0,0.06713291290665144,GPL13112,anti-conservative
GSE87532,GSE87532_gene_exp.diff.name.txt.gz,0.9277443850830226,GPL18573,conservative
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,0.9998781351790165,GPL11154,conservative
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,0.9868508352376058,GPL17021,conservative
GSE87706,GSE87706_SM_vs_RODI.txt.gz,0.2707925134875127,GPL17452,anti-conservative
GSE87824,GSE87824_processed_data.xlsx,0.8068424893527472,GPL13112,anti-conservative
GSE87862,GSE87862_gene_exp.diff.gz,0.9872383318595093,GPL21103,conservative
GSE87890,GSE87890_vgat1_csv.csv.gz,0.9995703549205466,GPL17021,conservative
GSE87890,GSE87890_vgat2_csv.csv.gz,0.9994151084688433,GPL17021,conservative
GSE87890,GSE87890_vglut1_csv.csv.gz,0.9990143893788278,GPL17021,conservative
GSE87890,GSE87890_vglut2_csv.csv.gz,0.9991793765804056,GPL17021,conservative
GSE87890,GSE87890_vglut3_csv.csv.gz,0.9994148849617471,GPL17021,conservative
GSE88700,GSE88700_gene_exp.diff.gz,0.9879851623699479,GPL13112,conservative
GSE89004,GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,0.4430149247561282,GPL22592,anti-conservative
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-0,0.7638505279231754,GPL18573,anti-conservative
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-1,0.9289234294239529,GPL18573,bimodal
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-2,0.9296392531701702,GPL18573,anti-conservative
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-3,0.8377918163151911,GPL18573,anti-conservative
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,0.9990829944077882,GPL13304,conservative
GSE89168,GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz,0.9996977605154779,GPL13304,conservative
GSE89364,GSE89364_mav_RNASeq_exp_deqiangs.xlsx,0.9999423999877197,GPL13112,conservative
GSE89504,GSE89504_gene_exp.tabular.txt.gz,0.9954066752165904,GPL22492,uniform
GSE89504,GSE89504_TSS_groups_exp.tabular.txt.gz,0.9957402225308891,GPL22492,uniform
GSE89572,GSE89572_24h_DEGs.txt.gz,0.999998908619635,GPL13112,conservative
GSE89572,GSE89572_2h_DEGs.txt.gz,0.9995367238904956,GPL13112,conservative
GSE89572,GSE89572_7d_DEGs.txt.gz,0.999156771294678,GPL13112,conservative
GSE89773,GSE89773_combined_expression_table.txt.gz-set-0,0.4102929627792169,GPL22662,anti-conservative
GSE89773,GSE89773_combined_expression_table.txt.gz-set-1,0.49542980380894586,GPL22662,anti-conservative
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,0.9999392894275292,GPL21290,conservative
GSE90876,GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz,0.9997933464116855,GPL21290,conservative
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,0.6873604669641185,GPL18573,anti-conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rb_24v36.txt.gz,0.9999459801363305,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rb_24v48.txt.gz,0.999925792628286,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rb_36v48.txt.gz,0.9998215525094769,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_24.txt.gz,0.9999672537151729,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_36.txt.gz,0.999857361065964,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_48.txt.gz,0.9999391049085394,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_Global.txt.gz,0.9984518115953772,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rv_24v36.txt.gz,0.99990524163561,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rv_24v48.txt.gz,0.9999467263918588,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Rv_36v48.txt.gz,0.9998665846366906,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sb_24v36.txt.gz,0.9999533133950591,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sb_24v48.txt.gz,0.9999852109029695,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sb_36v48.txt.gz,0.9999854077393012,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_24.txt.gz,0.9999322149033901,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_36.txt.gz,0.999802883792944,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_48.txt.gz,0.9998062466335131,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_Global.txt.gz,0.9996010895806872,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sv_24v36.txt.gz,0.9998987967871849,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sv_24v48.txt.gz,0.9998308649320025,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_Sv_36v48.txt.gz,0.9999459801363305,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_24.txt.gz,0.9999238754078487,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_36.txt.gz,0.9998046640701306,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_48.txt.gz,0.999860326318829,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_Global.txt.gz,0.9995566447809654,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_24v36.txt.gz,0.9999959189465986,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_24v48.txt.gz,0.9999980711442121,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_36v48.txt.gz,0.9999937889225744,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_24.txt.gz,0.999997830835746,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_36.txt.gz,0.9999894127150146,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_48.txt.gz,0.999998082985721,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_Global.txt.gz,0.9999408687765314,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_24v36.txt.gz,0.9999934859177829,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_24v48.txt.gz,0.9999982919479474,GPL22761,conservative
